new_scores,new_ranks,#facts,original_score,new_score,facts,new_rank,original_rank,prediction
"[1.54057, 1.3265262]","[1, 1]",8,13.760386,1.4335481,"[([(4282, 116, 527)], 0.9680758024014525, 1493.7247357882993), ([(2387, 25, 62), (2387, 133, 32), (4282, 28, 32), (4282, 13, 32)], 0.7334995, 'xrule'), ([(2796, 48, 32), (2796, 25, 62), (4282, 28, 32), (4282, 13, 32)], -0.5064001, 'xrule'), ([(13150, 25, 62), (32, 15, 13150), (4282, 28, 32), (4282, 13, 32)], -0.81239986, 'xrule'), ([(4299, 25, 62), (4299, 48, 32), (4282, 28, 32), (4282, 13, 32)], -0.8867998, 'xrule'), ([(10138, 25, 62), (10138, 16, 32), (4282, 28, 32), (4282, 13, 32), (32, 15, 10138)], -1.7981005, 'xrule'), ([(832, 48, 32), (4282, 28, 32), (832, 25, 62), (4282, 13, 32)], -1.8866005, 'xrule'), ([(1803, 25, 62), (32, 15, 1803), (4282, 28, 32), (4282, 13, 32), (1803, 133, 32)], -1.9274006, 'xrule')]",1.0,1,"(4282, 25, 62)"
"[0.1955156, 0.19685276]","[2, 7]",11,2.5320902,0.19618419,"[([(5223, 13, 449), (5958, 13, 449), (5223, 13, 308)], 1.6894999, 'xrule'), ([(5958, 13, 2046)], -0.37191863690017296, 10767.408077482734), ([(11068, 13, 308), (5958, 13, 419), (11068, 13, 419)], -0.65040016, 'xrule'), ([(7895, 13, 419), (5958, 13, 419), (7895, 13, 308)], -0.7621002, 'xrule'), ([(5958, 13, 119), (8401, 13, 308), (8401, 13, 119)], -0.92190075, 'xrule'), ([(5958, 13, 119), (11068, 13, 308), (11068, 13, 119)], -1.4916, 'xrule'), ([(5958, 13, 419), (5223, 13, 419), (5223, 13, 308)], -1.5019007, 'xrule'), ([(7895, 13, 308), (7895, 13, 449), (5958, 13, 449)], -1.6142006, 'xrule'), ([(5958, 13, 68), (8401, 13, 308), (8401, 13, 68)], -1.9358006, 'xrule'), ([(3548, 13, 419), (5958, 13, 419), (3548, 13, 308)], -2.1729002, 'xrule'), ([(8401, 13, 308), (8401, 13, 449), (5958, 13, 449)], -3.4336004, 'xrule')]",4.5,19,"(5958, 13, 308)"
"[0.6075189, 1.0136116]","[1, 3]",11,2.8390942,0.81056523,"[([(2600, 0, 4494), (2600, 73, 1059), (9448, 73, 1059)], 1.4484005, 'xrule'), ([(1046, 73, 1059), (1046, 0, 4494), (9448, 73, 1059)], 1.0023003, 'xrule'), ([(2045, 29, 9448), (2045, 29, 1046), (1046, 0, 4494)], 0.5880003, 'xrule'), ([(1718, 157, 1576), (1576, 0, 4494), (1718, 157, 9448)], 0.12709999, 'xrule'), ([(8307, 72, 1718), (1718, 157, 8307), (8307, 0, 4494), (8307, 69, 1718), (1718, 157, 9448)], -0.0116996765, 'xrule'), ([(1163, 73, 1059), (1163, 0, 4494), (9448, 73, 1059)], -0.21389961, 'xrule'), ([(308, 69, 1718), (308, 0, 4494), (1718, 157, 9448)], -0.50949955, 'xrule'), ([(1046, 72, 1718), (1718, 157, 1046), (1046, 0, 4494), (1718, 157, 9448)], -1.1556997, 'xrule'), ([(1576, 0, 4494), (1576, 73, 1059), (9448, 73, 1059)], -1.3058996, 'xrule'), ([(2045, 29, 9448), (2045, 29, 308), (308, 0, 4494)], -1.4484997, 'xrule'), ([(434, 161, 9448)], -1.5091466229434432, 7381.181065288025)]",2.0,1,"(9448, 0, 4494)"
"[0.26340863, 0.29127115]","[1, 1]",11,5.4507256,0.27733988,"[([(2470, 11, 23), (2470, 13, 68), (7349, 13, 68)], 0.9208002, 'xrule'), ([(13785, 59, 7349)], 0.9136758340137424, 12483.713751752774), ([(2470, 11, 23), (2470, 13, 235), (7349, 13, 235)], -0.32829952, 'xrule'), ([(2470, 11, 23), (2470, 13, 119), (7349, 13, 119)], -0.59369946, 'xrule'), ([(4246, 11, 23), (7349, 13, 1163), (4246, 13, 1163)], -0.776, 'xrule'), ([(5458, 11, 23), (5458, 13, 32), (7349, 28, 32)], -0.93569946, 'xrule'), ([(4246, 11, 23), (7349, 13, 274), (4246, 13, 274)], -1.0721998, 'xrule'), ([(2470, 11, 23), (2470, 13, 181), (7349, 13, 181)], -1.5120001, 'xrule'), ([(2470, 11, 23), (2470, 13, 274), (7349, 13, 274)], -1.658, 'xrule'), ([(5047, 11, 23), (7349, 86, 410), (410, 32, 7349), (410, 32, 5047), (5047, 86, 410)], -1.6694994, 'xrule'), ([(5458, 11, 23), (410, 32, 5458), (410, 32, 7349), (7349, 86, 410)], -3.7384996, 'xrule')]",1.0,2,"(7349, 11, 23)"
"[0.22903115, 0.37306598]","[1, 2]",1,5.48673,0.30104858,"[([(6638, 97, 4270)], -0.2501639913247586, 12863.437783125664)]",1.5,1,"(4270, 14, 160)"
"[0.31529036, 0.31452549]","[1, 1]",1,3.426412,0.3149079,"[([(5563, 31, 8400)], 0.47536091264053804, 11872.616651815106)]",1.0,1,"(5563, 34, 90)"
"[0.2047081, 0.15901968]","[1, 1]",1,5.8760414,0.18186389,"[([(941, 84, 1174)], -0.5848602813449119, 7441.357815001437)]",1.0,1,"(1174, 60, 90)"
"[1.5634135, 1.2787952]","[1, 2]",3,14.561535,1.4211044,"[([(441, 32, 7448)], 1.2745833982797043, 497.78152633044743), ([(7448, 106, 592), (6603, 43, 141), (6603, 24, 592)], -0.0333004, 'xrule'), ([(5309, 43, 141), (2808, 6, 7448), (5309, 77, 2808)], -3.5503006, 'xrule')]",1.5,2102,"(7448, 43, 141)"
"[3.5367188, 1.5641849]","[2, 2]",11,8.304846,2.5504518,"[([(7262, 43, 141), (12589, 48, 32), (7262, 48, 32)], 3.7285995, 'xrule'), ([(12589, 48, 32), (9078, 43, 141), (9078, 48, 32)], 2.4045, 'xrule'), ([(12589, 48, 32), (5128, 48, 32), (5128, 43, 141)], 1.5897999, 'xrule'), ([(9359, 43, 141), (12589, 48, 32), (9359, 48, 32)], 1.3063002, 'xrule'), ([(5067, 43, 141), (12589, 48, 32), (5067, 48, 32)], 0.6196003, 'xrule'), ([(9092, 43, 141), (12589, 48, 32), (9092, 48, 32)], 0.37689972, 'xrule'), ([(6979, 24, 592), (6979, 43, 141), (12589, 39, 592)], 0.21189976, 'xrule'), ([(12589, 48, 32), (6979, 43, 141), (6979, 48, 32)], -0.1569004, 'xrule'), ([(7166, 24, 592), (7166, 43, 141), (12589, 39, 592), (7166, 66, 592)], -0.49750042, 'xrule'), ([(12589, 48, 32), (6421, 43, 141), (6421, 48, 32)], -0.8551998, 'xrule'), ([(12589, 19, 1654)], -2.0806397378057087, 358.11099281588173)]",2.0,1,"(12589, 43, 141)"
"[0.203354, 0.20525885]","[1, 1]",4,3.670332,0.20430642,"[([(1126, 25, 62), (90, 25, 62), (2302, 19, 1126)], 1.448, 'xrule'), ([(2302, 6, 7019), (2302, 48, 32)], 0.4727592890872873, 2199.6160366248405), ([(5977, 34, 90), (2302, 19, 2303), (2303, 7, 5977)], 0.29240036, 'xrule'), ([(6348, 34, 90), (2302, 19, 1126), (1126, 7, 6348)], 0.04600048, 'xrule')]",1.0,1,"(2302, 60, 90)"
