original_rank,new_ranks,new_rank,#facts,new_scores,new_score,facts,prediction,original_score
5,"[1, 1]",1.0,13,"[2.8977685, 3.2025454]",3.050157,"[([(7177, 3, 10)], 4.341094804556401, 0.9871451258725094), ([(7177, 4, 169)], 3.0505297116096135, 0.9548053801747256), ([(7177, 3, 39), (20375, 10, 7830), (20375, 3, 39)], 0.9286003, 'xrule'), ([(7177, 2, 30), (19447, 10, 7830), (19447, 2, 30)], 0.80840015, 'xrule'), ([(7177, 4, 169), (7177, 3, 39)], 0.772706078079775, 7.684105971841217), ([(7177, 3, 39), (17418, 10, 7830), (17418, 3, 39)], 0.6274004, 'xrule'), ([(7177, 3, 39), (15316, 3, 39), (15316, 10, 7830)], 0.3479004, 'xrule'), ([(7177, 2, 30), (15316, 10, 7830), (15316, 2, 30)], 0.2130003, 'xrule'), ([(7177, 2, 30), (10538, 10, 7830), (10538, 2, 30)], -0.35620022, 'xrule'), ([(24927, 10, 7830), (7177, 3, 39), (24927, 3, 39)], -0.8143997, 'xrule'), ([(19773, 10, 7830), (19773, 3, 39), (7177, 3, 39)], -1.4054003, 'xrule'), ([(7177, 3, 39), (19447, 10, 7830), (19447, 3, 39)], -1.7776995, 'xrule'), ([(7177, 2, 30), (20375, 10, 7830), (20375, 2, 30)], -1.8381996, 'xrule')]","(7177, 10, 7830)",3.7173736
7,"[1, 1]",1.0,13,"[2.9491205, 3.9806786]",3.4648995,"[([(5907, 3, 711)], 1.530059882796163, 2.822015065613488), ([(5907, 3, 712)], 0.8281174178862628, 13.695956710648602), ([(14665, 3, 75), (14665, 11, 7956), (5907, 3, 75)], 0.5025997, 'xrule'), ([(8872, 11, 7956), (8872, 3, 177), (5907, 3, 177)], -0.2109003, 'xrule'), ([(11328, 11, 7956), (5907, 2, 30), (11328, 2, 30)], -0.40250015, 'xrule'), ([(10538, 2, 31), (5907, 2, 31), (10538, 11, 7956)], -0.4477005, 'xrule'), ([(20037, 2, 31), (20037, 11, 7956), (5907, 2, 31)], -0.73639965, 'xrule'), ([(25047, 2, 31), (5907, 2, 31), (25047, 11, 7956)], -0.8050003, 'xrule'), ([(25047, 11, 7956), (25047, 3, 75), (5907, 3, 75)], -0.9054003, 'xrule'), ([(11328, 11, 7956), (5907, 2, 31), (11328, 2, 31)], -1.2619, 'xrule'), ([(5907, 2, 30)], -2.5420363855244195, 4.072963303144947), ([(20775, 11, 7956), (5907, 2, 31), (20775, 2, 31)], -2.8107004, 'xrule'), ([(8872, 11, 7956), (5907, 2, 31), (8872, 2, 31)], -2.8886003, 'xrule')]","(5907, 11, 7956)",3.9130654
2,"[1, 1]",1.0,14,"[2.4053557, 2.6104116]",2.5078835,"[([(7335, 3, 391)], 1.850889768011063, 6.864231528101299), ([(7335, 4, 66)], 1.74982508007071, 28.851930728090625), ([(7335, 3, 1270)], 1.7120796021973024, 5.847105813679158), ([(22576, 2, 30), (22576, 8, 7410), (7335, 2, 30)], 1.4598999, 'xrule'), ([(14991, 3, 7), (7335, 3, 7), (14991, 8, 7410)], 1.2737999, 'xrule'), ([(14991, 2, 30), (7335, 2, 30), (14991, 8, 7410)], 0.92199993, 'xrule'), ([(7335, 3, 40), (21150, 3, 40), (21150, 8, 7410)], 0.4732008, 'xrule'), ([(7335, 3, 40), (14991, 8, 7410), (14991, 3, 40)], 0.43930054, 'xrule'), ([(23039, 8, 7410), (7335, 2, 30), (23039, 2, 30)], 0.10760021, 'xrule'), ([(15126, 2, 30), (15126, 8, 7410), (7335, 2, 30)], -0.38329983, 'xrule'), ([(12501, 2, 30), (12501, 8, 7410), (7335, 2, 30)], -0.4784994, 'xrule'), ([(25661, 2, 30), (25661, 8, 7410), (7335, 2, 30)], -0.95790005, 'xrule'), ([(7335, 3, 40), (25527, 3, 40), (25527, 8, 7410)], -1.3923998, 'xrule'), ([(25527, 2, 30), (25527, 8, 7410), (7335, 2, 30)], -2.3451996, 'xrule')]","(7335, 8, 7410)",5.0394883
6,"[4, 5]",4.5,13,"[2.40438, 2.7485602]",2.5764701,"[([(19995, 8, 7429), (19995, 2, 68), (5645, 2, 68)], 5.1827, 'xrule'), ([(19995, 3, 78), (19995, 8, 7429), (5645, 3, 78)], 3.2505007, 'xrule'), ([(17731, 8, 7429), (17731, 3, 78), (5645, 3, 78)], 2.4745007, 'xrule'), ([(17731, 8, 7429), (17731, 3, 10), (5645, 3, 10)], 2.3665, 'xrule'), ([(21989, 8, 7429), (21989, 3, 78), (5645, 3, 78)], 2.1115007, 'xrule'), ([(13275, 8, 7429), (13275, 2, 68), (5645, 2, 68)], 1.9361, 'xrule'), ([(5645, 3, 6), (17731, 8, 7429), (17731, 3, 6)], 1.9300003, 'xrule'), ([(17731, 8, 7429), (17731, 2, 68), (5645, 2, 68)], 1.6522007, 'xrule'), ([(13275, 3, 78), (13275, 8, 7429), (5645, 3, 78)], 1.4242, 'xrule'), ([(25503, 3, 78), (25503, 8, 7429), (5645, 3, 78)], 1.1020002, 'xrule'), ([(5645, 3, 5661)], 0.9874144106372869, 22100.728576907637), ([(5645, 3, 630)], 0.3987203060719901, 7.5983801510966), ([(5645, 3, 10)], 0.12372020919299673, 4.530890649540717)]","(5645, 8, 7429)",4.9103956
3,"[1, 1]",1.0,13,"[2.8027265, 4.0887384]",3.4457326,"[([(25748, 3, 39), (25748, 11, 7956), (6966, 3, 39)], 2.7957, 'xrule'), ([(13851, 3, 39), (13851, 11, 7956), (6966, 3, 39)], 2.5640001, 'xrule'), ([(11742, 3, 39), (11742, 11, 7956), (6966, 3, 39)], 2.5495996, 'xrule'), ([(6966, 3, 9), (11742, 3, 9), (11742, 11, 7956)], 2.3739004, 'xrule'), ([(17302, 11, 7956), (17302, 3, 2278), (6966, 3, 2278)], 2.0341997, 'xrule'), ([(13851, 11, 7956), (6966, 3, 9), (13851, 3, 9)], 1.4302006, 'xrule'), ([(17302, 11, 7956), (17302, 3, 39), (6966, 3, 39)], 1.3664999, 'xrule'), ([(6966, 2, 2270), (6966, 3, 6969)], 1.1562481475988466, 1250.7606503054228), ([(25748, 11, 7956), (6966, 3, 9), (25748, 3, 9)], 0.8668003, 'xrule'), ([(13224, 3, 39), (13224, 11, 7956), (6966, 3, 39)], 0.84420013, 'xrule'), ([(6966, 2, 2270)], -0.2588786672302022, 3.435639366584812), ([(13224, 11, 7956), (6966, 3, 9), (13224, 3, 9)], -0.29629993, 'xrule'), ([(6966, 2, 2270), (6966, 3, 297)], -2.6238907180504465, 3.067616581823088)]","(6966, 11, 7956)",3.4898267
1,"[5, 4]",4.5,18,"[2.8236995, 2.9023528]",2.8630261,"[([(25523, 3, 41), (6900, 3, 41), (25523, 8, 7566)], 4.1246996, 'xrule'), ([(6900, 3, 297), (24271, 3, 297), (24271, 8, 7566)], 3.777501, 'xrule'), ([(11842, 3, 41), (6900, 3, 41), (11842, 8, 7566)], 2.7969007, 'xrule'), ([(6900, 3, 40), (24271, 3, 40), (24271, 8, 7566)], 2.5600004, 'xrule'), ([(19995, 3, 40), (6900, 3, 40), (19995, 8, 7566)], 2.4412003, 'xrule'), ([(6900, 3, 40), (8301, 8, 7566), (8301, 3, 40)], 2.3785, 'xrule'), ([(19995, 2, 31), (6900, 2, 31), (19995, 8, 7566)], 1.3661003, 'xrule'), ([(6900, 3, 40), (11842, 8, 7566), (11842, 3, 40)], 1.3257008, 'xrule'), ([(6900, 2, 2270), (24271, 2, 2270), (24271, 8, 7566)], 1.1492004, 'xrule'), ([(11565, 8, 7566), (11565, 3, 40), (6900, 3, 40)], 0.90420055, 'xrule'), ([(24894, 2, 31), (6900, 2, 31), (24894, 8, 7566)], 0.69860077, 'xrule'), ([(6900, 2, 31), (8301, 8, 7566), (8301, 2, 31)], 0.6394005, 'xrule'), ([(6900, 3, 6902)], 0.6275797330743561, 163.65194046167494), ([(23245, 8, 7566), (6900, 3, 40), (23245, 3, 40)], 0.54970074, 'xrule'), ([(6900, 3, 40), (24894, 8, 7566), (24894, 3, 40)], -0.062399864, 'xrule'), ([(6900, 3, 4052)], -0.42121120088518244, 3.3962269467616575), ([(6900, 3, 939)], -0.5551337764407978, 43.36467414587033), ([(23245, 8, 7566), (6900, 2, 31), (23245, 2, 31)], -1.2357998, 'xrule')]","(6900, 8, 7566)",5.7092123
5,"[1, 1]",1.0,13,"[2.7997758, 3.1159596]",2.9578676,"[([(14130, 3, 9), (7065, 3, 9), (14130, 10, 7830)], 3.6093998, 'xrule'), ([(7065, 2, 2584)], 3.0021025969303374, 1.9526690147848134), ([(7065, 2, 31), (14130, 2, 31), (14130, 10, 7830)], 2.7363997, 'xrule'), ([(14428, 3, 9), (14428, 10, 7830), (7065, 3, 9)], 2.4678993, 'xrule'), ([(7065, 2, 31), (23974, 10, 7830), (23974, 2, 31)], 1.8597994, 'xrule'), ([(7065, 2, 68)], 1.5171771727165768, 0.8201224187534998), ([(14130, 3, 219), (14130, 10, 7830), (7065, 3, 219)], 1.0359001, 'xrule'), ([(7065, 5, 7066)], 1.0013261350586093, 2676.7313192226957), ([(7065, 2, 31), (14428, 10, 7830), (14428, 2, 31)], 0.8437996, 'xrule'), ([(23974, 10, 7830), (23974, 3, 1839), (7065, 3, 1839)], 0.48919964, 'xrule'), ([(14428, 2, 68), (14428, 10, 7830), (7065, 2, 68)], 0.31259918, 'xrule'), ([(7065, 3, 192), (16399, 3, 192), (16399, 10, 7830)], -0.53490067, 'xrule'), ([(16399, 3, 9), (7065, 3, 9), (16399, 10, 7830)], -1.5075006, 'xrule')]","(7065, 10, 7830)",3.4794037
1,"[2, 2]",2.0,12,"[2.4571705, 2.5785217]",2.517846,"[([(5533, 3, 5545)], 0.6803608388661674, 6.663819218144282), ([(5533, 3, 5535)], 0.6501751389532996, 658.6570499187576), ([(12545, 3, 519), (12545, 8, 7429), (5533, 3, 519)], -0.42580032, 'xrule'), ([(5533, 3, 352)], -0.5526246592929958, 95.36525567262363), ([(5533, 3, 20), (22633, 3, 20), (22633, 8, 7429)], -2.268301, 'xrule'), ([(5533, 2, 709), (15971, 8, 7429), (15971, 2, 709)], -2.282401, 'xrule'), ([(20786, 2, 709), (5533, 2, 709), (20786, 8, 7429)], -2.434101, 'xrule'), ([(20786, 3, 892), (5533, 3, 892), (20786, 8, 7429)], -2.6857004, 'xrule'), ([(12545, 1, 1054), (5533, 1, 1054), (12545, 8, 7429)], -3.0388002, 'xrule'), ([(15971, 3, 519), (15971, 8, 7429), (5533, 3, 519)], -3.4978008, 'xrule'), ([(5533, 2, 709), (12545, 2, 709), (12545, 8, 7429)], -4.238901, 'xrule'), ([(20786, 3, 20), (20786, 8, 7429), (5533, 3, 20)], -5.4331007, 'xrule')]","(5533, 8, 7429)",4.629287
1,"[4, 3]",3.5,13,"[2.7325077, 2.9466188]",2.8395634,"[([(16437, 3, 177), (16437, 8, 7566), (5907, 3, 177)], 2.7019997, 'xrule'), ([(24258, 4, 66), (5907, 4, 66), (24258, 8, 7566)], 2.2480993, 'xrule'), ([(24258, 8, 7566), (5907, 2, 30), (24258, 2, 30)], 0.9926996, 'xrule'), ([(24091, 3, 177), (24091, 8, 7566), (5907, 3, 177)], 0.9673996, 'xrule'), ([(5907, 2, 709), (16437, 2, 709), (16437, 8, 7566)], -0.08370018, 'xrule'), ([(5907, 2, 31), (20946, 8, 7566), (20946, 2, 31)], -0.10170078, 'xrule'), ([(5907, 3, 712), (5907, 3, 711), (5907, 3, 4204)], -0.4157161295383694, 23.397542285783036), ([(5907, 2, 30), (16437, 2, 30), (16437, 8, 7566)], -1.4101, 'xrule'), ([(16437, 8, 7566), (5907, 2, 1538), (16437, 2, 1538)], -1.4469004, 'xrule'), ([(5907, 3, 712)], -1.5685748353633877, 4.172419645146637), ([(5907, 3, 712), (5907, 3, 1552), (5907, 3, 5919)], -2.0656660986298396, 4.112478944771218), ([(5907, 2, 31), (24258, 8, 7566), (24258, 2, 31)], -2.1803007, 'xrule'), ([(5907, 2, 31), (16437, 8, 7566), (16437, 2, 31)], -2.1844006, 'xrule')]","(5907, 8, 7566)",5.352762
3,"[1, 2]",1.5,14,"[2.9345095, 4.0612345]",3.4978719,"[([(7125, 2, 68), (14192, 2, 68), (14192, 11, 7869)], 2.4764004, 'xrule'), ([(7125, 3, 9), (11925, 3, 9), (11925, 11, 7869)], 1.8695002, 'xrule'), ([(13761, 11, 7869), (7125, 2, 2584), (13761, 2, 2584)], 1.7997999, 'xrule'), ([(7125, 3, 10)], 1.5757160890908368, 6.828596945822445), ([(7125, 3, 219)], 1.3857985167399531, -2.200079356898098), ([(7125, 2, 68), (11192, 2, 68), (11192, 11, 7869)], 1.0156002, 'xrule'), ([(7125, 2, 68), (13761, 2, 68), (13761, 11, 7869)], 0.85789967, 'xrule'), ([(13761, 3, 220), (7125, 3, 220), (13761, 11, 7869)], 0.7692003, 'xrule'), ([(12557, 3, 220), (7125, 3, 220), (12557, 11, 7869)], 0.6105995, 'xrule'), ([(11925, 3, 220), (11925, 11, 7869), (7125, 3, 220)], 0.34249973, 'xrule'), ([(7125, 2, 68), (11925, 11, 7869), (11925, 2, 68)], -0.013299942, 'xrule'), ([(7125, 3, 7126)], -0.19196887747517566, 5.452154613812578), ([(7125, 3, 9), (11192, 11, 7869), (11192, 3, 9)], -0.44719982, 'xrule'), ([(10914, 2, 68), (7125, 2, 68), (10914, 11, 7869)], -0.8823004, 'xrule')]","(7125, 11, 7869)",3.5670092
1,"[4, 3]",3.5,13,"[2.2211676, 2.5419455]",2.3815565,"[([(6394, 3, 479), (14330, 3, 479), (14330, 8, 7427)], 2.9199, 'xrule'), ([(9956, 8, 7427), (6394, 4, 66), (9956, 4, 66)], 2.8172998, 'xrule'), ([(9956, 8, 7427), (6394, 3, 40), (9956, 3, 40)], 2.1734, 'xrule'), ([(24887, 3, 40), (24887, 8, 7427), (6394, 3, 40)], 0.9630995, 'xrule'), ([(9818, 4, 66), (9818, 8, 7427), (6394, 4, 66)], 0.7765999, 'xrule'), ([(14330, 4, 66), (6394, 4, 66), (14330, 8, 7427)], 0.54730034, 'xrule'), ([(24887, 3, 479), (6394, 3, 479), (24887, 8, 7427)], 0.51159954, 'xrule'), ([(6394, 3, 6398)], 0.09609131052391004, 1.5240043500418223), ([(6394, 3, 1839)], -0.058330495826471596, 2.485421499346798), ([(9818, 3, 40), (9818, 8, 7427), (6394, 3, 40)], -0.1796999, 'xrule'), ([(23793, 3, 40), (23793, 8, 7427), (6394, 3, 40)], -0.3491001, 'xrule'), ([(6394, 3, 891), (6394, 3, 1839)], -1.2359485053007147, 21981.22514198428), ([(9818, 3, 479), (9818, 8, 7427), (6394, 3, 479)], -1.3358002, 'xrule')]","(6394, 8, 7427)",3.8982012
3,"[1, 1]",1.0,13,"[2.7622023, 3.8948417]",3.328522,"[([(7426, 8, 7429), (25242, 11, 7956), (25242, 8, 7429)], 0.74349976, 'xrule'), ([(25242, 2, 31), (7426, 2, 31), (25242, 11, 7956)], -0.0017004013, 'xrule'), ([(7426, 4, 1577)], -1.030293413067988, 307.26302721387674), ([(25242, 3, 277), (7426, 3, 277), (25242, 11, 7956)], -1.2024002, 'xrule'), ([(25242, 3, 40), (25242, 11, 7956), (7426, 3, 40)], -2.1855001, 'xrule'), ([(7426, 3, 277)], -2.402725088288233, -0.9170348792104847), ([(25242, 3, 276), (25242, 11, 7956), (7426, 3, 276)], -2.8528004, 'xrule'), ([(21498, 8, 7429), (7426, 8, 7429), (21498, 11, 7956)], -2.9969006, 'xrule'), ([(7426, 1, 65)], -3.1367890710587796, 756.0416149830519), ([(25242, 3, 185), (7426, 3, 185), (25242, 11, 7956)], -3.3773003, 'xrule'), ([(21498, 11, 7956), (7426, 2, 30), (21498, 2, 30)], -3.5517998, 'xrule'), ([(25242, 2, 30), (7426, 2, 30), (25242, 11, 7956)], -4.2243004, 'xrule'), ([(21498, 11, 7956), (21498, 2, 31), (7426, 2, 31)], -4.7876997, 'xrule')]","(7426, 11, 7956)",3.2648082
3,"[1, 1]",1.0,13,"[2.6321843, 3.7994692]",3.2158267,"[([(7655, 3, 39)], 0.6849976034773293, 21587.664853186405), ([(7655, 2, 31), (25559, 11, 7956), (25559, 2, 31)], 0.44979954, 'xrule'), ([(16511, 11, 7956), (16511, 3, 39), (7655, 3, 39)], 0.15549946, 'xrule'), ([(22481, 3, 10), (22481, 11, 7956), (7655, 3, 10)], 0.107299805, 'xrule'), ([(7655, 8, 7427)], -0.15068431646164654, 5.46240002862752), ([(25559, 3, 10), (25559, 11, 7956), (7655, 3, 10)], -0.81519985, 'xrule'), ([(14940, 11, 7956), (14940, 3, 10), (7655, 3, 10)], -1.2143002, 'xrule'), ([(8826, 3, 10), (8826, 11, 7956), (7655, 3, 10)], -1.3249998, 'xrule'), ([(7655, 2, 31), (16511, 11, 7956), (16511, 2, 31)], -1.3661003, 'xrule'), ([(19983, 11, 7956), (19983, 3, 10), (7655, 3, 10)], -1.5165005, 'xrule'), ([(7655, 3, 3267)], -1.5436071659741037, 6.176011500686571), ([(16511, 11, 7956), (16511, 3, 10), (7655, 3, 10)], -1.6265001, 'xrule'), ([(10373, 11, 7956), (10373, 3, 10), (7655, 3, 10)], -2.7925997, 'xrule')]","(7655, 11, 7956)",2.9549463
3,"[2, 2]",2.0,3,"[2.3193243, 2.6106856]",2.465005,"[([(5770, 1, 65)], 1.252882061680525, 162.77779835109803), ([(5770, 3, 58)], 0.9018497954089594, 6.711329477765364), ([(5770, 3, 5780)], 0.05329899023187029, 31.51332158405945)]","(5770, 8, 7410)",5.424654
5,"[1, 1]",1.0,3,"[2.8071609, 3.1684427]",2.9878018,"[([(6504, 2, 68)], 3.467857701772468, 0.9697592461469848), ([(6504, 3, 111)], 2.1854478029312467, 2.898935076112176), ([(6504, 3, 111), (6504, 3, 6511)], -0.10032554433737166, 6.474939620230782)]","(6504, 10, 7830)",3.9476411
5,"[1, 2]",1.5,13,"[2.2995126, 2.6792445]",2.4893785,"[([(10833, 3, 40), (10833, 8, 7393), (6492, 3, 40)], 1.6278, 'xrule'), ([(10833, 3, 78), (10833, 8, 7393), (6492, 3, 78)], 0.9705, 'xrule'), ([(10833, 2, 68), (6492, 2, 68), (10833, 8, 7393)], 0.84030056, 'xrule'), ([(6492, 3, 2706)], 0.11806492049595196, 9.529481981491722), ([(6492, 3, 732)], -0.04349323084021991, 6.489128396013176), ([(14846, 8, 7393), (14846, 3, 78), (6492, 3, 78)], -0.3217001, 'xrule'), ([(6492, 3, 880)], -0.5588254496720481, 6.3638192615368245), ([(23889, 3, 78), (23889, 8, 7393), (6492, 3, 78)], -1.3470001, 'xrule'), ([(23889, 2, 68), (6492, 2, 68), (23889, 8, 7393)], -1.7567997, 'xrule'), ([(25131, 8, 7393), (25131, 3, 40), (6492, 3, 40)], -1.8900995, 'xrule'), ([(23889, 3, 40), (23889, 8, 7393), (6492, 3, 40)], -2.4694996, 'xrule'), ([(25131, 2, 30), (25131, 8, 7393), (6492, 2, 30)], -3.4968996, 'xrule'), ([(14846, 8, 7393), (6492, 2, 68), (14846, 2, 68)], -4.415, 'xrule')]","(6492, 8, 7393)",5.3959875
2,"[1, 1]",1.0,14,"[2.4804232, 3.7272592]",3.1038413,"[([(6383, 3, 78), (13441, 11, 7956), (13441, 3, 78)], 1.3898001, 'xrule'), ([(6383, 3, 10), (13441, 3, 10), (13441, 11, 7956)], 1.2783003, 'xrule'), ([(8476, 11, 7956), (8476, 3, 733), (6383, 3, 733)], 1.1220007, 'xrule'), ([(6383, 3, 2539)], 0.8821402079061753, 18330.70726551836), ([(11145, 11, 7956), (6383, 3, 39), (11145, 3, 39)], 0.8361006, 'xrule'), ([(11145, 11, 7956), (6383, 3, 748), (11145, 3, 748)], -0.024499893, 'xrule'), ([(9020, 11, 7956), (6383, 3, 39), (9020, 3, 39)], -0.65180016, 'xrule'), ([(11145, 3, 6), (11145, 11, 7956), (6383, 3, 6)], -0.89900017, 'xrule'), ([(6383, 3, 39), (13441, 3, 39), (13441, 11, 7956)], -1.3814993, 'xrule'), ([(6383, 3, 6), (13012, 3, 6), (13012, 11, 7956)], -1.4081001, 'xrule'), ([(6383, 3, 3058)], -1.4838046364330197, 2.184853429097021), ([(6383, 3, 40)], -1.97945108573661, 2.1213773546334402), ([(6383, 3, 39), (8476, 3, 39), (8476, 11, 7956)], -2.1159, 'xrule'), ([(6383, 3, 39), (13012, 3, 39), (13012, 11, 7956)], -2.5538998, 'xrule')]","(6383, 11, 7956)",2.6421046
4,"[1, 1]",1.0,13,"[2.945435, 2.8987327]",2.9220839,"[([(13505, 8, 7410), (5558, 3, 10), (13505, 3, 10)], -0.032299995, 'xrule'), ([(25680, 3, 10), (5558, 3, 10), (25680, 8, 7410)], -0.15229988, 'xrule'), ([(5558, 3, 5561), (5558, 3, 630), (5558, 3, 40)], -0.4260997353817358, 24.39505805230953), ([(25680, 3, 220), (25680, 8, 7410), (5558, 3, 220)], -0.45219994, 'xrule'), ([(9221, 8, 7410), (5558, 3, 10), (9221, 3, 10)], -0.50619984, 'xrule'), ([(14554, 3, 479), (14554, 8, 7410), (5558, 3, 479)], -1.0328999, 'xrule'), ([(23922, 8, 7410), (5558, 3, 10), (23922, 3, 10)], -1.1925001, 'xrule'), ([(5558, 3, 78)], -1.5950583698831533, 2.1686733994625484), ([(21297, 3, 220), (21297, 8, 7410), (5558, 3, 220)], -1.5994005, 'xrule'), ([(14554, 8, 7410), (5558, 3, 10), (14554, 3, 10)], -1.8429003, 'xrule'), ([(5558, 3, 630)], -2.6951692801496003, 3.063258998288283), ([(25680, 3, 479), (25680, 8, 7410), (5558, 3, 479)], -2.8978004, 'xrule'), ([(13505, 3, 220), (13505, 8, 7410), (5558, 3, 220)], -3.5419998, 'xrule')]","(5558, 8, 7410)",5.885943
3,"[1, 1]",1.0,3,"[4.446016, 3.538915]",3.9924655,"[([(7628, 3, 40)], 1.7996645795466368, 10707.858108089678), ([(7628, 8, 7567)], 0.11074547013517315, 10623.527658095432), ([(7628, 8, 7408)], 0.0649185580923719, 11963.516223932053)]","(7628, 12, 8676)",2.6512852
5,"[1, 1]",1.0,13,"[3.0258982, 3.1126838]",3.069291,"[([(8704, 10, 7830), (8704, 2, 30), (6205, 2, 30)], 2.9680004, 'xrule'), ([(14544, 2, 30), (14544, 10, 7830), (6205, 2, 30)], 2.9119997, 'xrule'), ([(8704, 10, 7830), (6205, 3, 9), (8704, 3, 9)], 2.717, 'xrule'), ([(6205, 2, 709)], 1.9717074373259804, 162.87779438054184), ([(9426, 2, 30), (9426, 10, 7830), (6205, 2, 30)], 1.9278002, 'xrule'), ([(6205, 2, 709), (14544, 2, 709), (14544, 10, 7830)], 1.6576004, 'xrule'), ([(6205, 3, 9), (14544, 3, 9), (14544, 10, 7830)], 1.6412001, 'xrule'), ([(23848, 2, 30), (6205, 2, 30), (23848, 10, 7830)], 1.2203999, 'xrule'), ([(9426, 3, 9), (9426, 10, 7830), (6205, 3, 9)], 1.1391001, 'xrule'), ([(6205, 3, 9), (23848, 10, 7830), (23848, 3, 9)], 0.16870022, 'xrule'), ([(6205, 2, 30)], -0.11275382797211478, 13.471841359408247), ([(19941, 10, 7830), (6205, 2, 30), (19941, 2, 30)], -0.23659992, 'xrule'), ([(6205, 3, 40)], -0.25012584435795615, 2.437792514765351)]","(6205, 10, 7830)",3.9084363
2,"[2, 2]",2.0,10,"[2.2906435, 2.6105452]",2.4505944,"[([(7201, 3, 118)], 1.0539589449962732, 5.741534390326976), ([(7201, 2, 31)], 0.29944137849927654, 1.5743059414646172), ([(7201, 3, 3975)], -0.4016522944918927, 45.40091541319423), ([(7922, 3, 7), (7201, 3, 7), (7922, 8, 7410)], -1.1698008, 'xrule'), ([(23950, 8, 7410), (23950, 3, 7), (7201, 3, 7)], -2.1532001, 'xrule'), ([(7201, 3, 7), (24786, 8, 7410), (24786, 3, 7)], -2.3722, 'xrule'), ([(7201, 3, 4), (24472, 8, 7410), (24472, 3, 4)], -2.4872007, 'xrule'), ([(18504, 8, 7410), (18504, 3, 7), (7201, 3, 7)], -2.6687002, 'xrule'), ([(24472, 8, 7410), (24472, 3, 7), (7201, 3, 7)], -3.5246, 'xrule'), ([(16852, 3, 7), (7201, 3, 7), (16852, 8, 7410)], -3.573, 'xrule')]","(7201, 8, 7410)",4.1836443
3,"[1, 3]",2.0,6,"[2.6448908, 3.8625193]",3.253705,"[([(4952, 3, 4957)], 1.5729008423801387, 7.828196743153274), ([(4952, 1, 941)], 1.3863964706163256, -0.19998367298606456), ([(13631, 3, 75), (4952, 3, 75), (13631, 11, 7869)], 1.0051003, 'xrule'), ([(12158, 3, 75), (4952, 3, 75), (12158, 11, 7869)], 0.3345995, 'xrule'), ([(4952, 3, 4958)], -0.18243499538451377, 9.454517319423267), ([(4952, 3, 75), (9970, 11, 7869), (9970, 3, 75)], -0.45149994, 'xrule')]","(4952, 11, 7869)",3.7838056
