exp_length,original_rank,prediction,new_scores,new_ranks,new_rank,original_score,facts,new_score,exp
11,1,"(1796, 130, 841)",[6.500877],[6],6.0,6.8177223,"[({(1796, 130, 164), (8620, 49, 1796), (1796, 130, 555), (3082, 49, 1796)}, 0.05407194324706399, 'baseline'), ({(6780, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05212787818974572, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05154804419801434, 'baseline'), ([(841, 95, 521), (1432, 49, 1796), (1796, 130, 1432), (1432, 95, 521)], 0.04979992, 'xrule'), ({(1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.04122738069077338, 'baseline'), ({(11759, 49, 1796), (1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.03687957949823824, 'baseline'), ({(11759, 49, 1796), (1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.03627828785471565, 'baseline'), ({(11759, 49, 1796), (1796, 130, 2178), (1796, 130, 555), (3082, 49, 1796)}, 0.031735460228301635, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555)}, 0.02797369187156409, 'baseline'), ({(1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.027068178134642493, 'baseline'), ({(1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.026517908027405133, 'baseline')]",6.500877,"[(7253, 130, 8620), (1796, 130, 164), (7253, 130, 841), (555, 98, 12362), (841, 98, 12362), (164, 98, 8642), (3082, 98, 8642), (8620, 49, 1796), (1796, 130, 555), (841, 98, 8642), (3082, 49, 1796)]"
3,1,"(1754, 29, 181)",[5.823266],[3],3.0,5.848309,"[([(1754, 29, 331), (181, 152, 331), (331, 152, 181)], 0.10509968, 'xrule'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 449), (1754, 29, 75)}, 0.07099489401566064, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 75)}, 0.05826334186497587, 'baseline'), ({(1754, 29, 1405), (1754, 29, 449), (1754, 29, 75)}, 0.052845518075236735, 'baseline'), ({(1754, 29, 331), (1754, 29, 449), (1754, 29, 75)}, 0.05057148166596765, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 449)}, 0.04952291676377028, 'baseline'), ({(1754, 29, 1302), (1754, 29, 1405), (1754, 29, 75)}, 0.04517225454313239, 'baseline'), ({(1754, 29, 1302), (1754, 29, 331), (1754, 29, 75)}, 0.04375414081585609, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 1302)}, 0.04170803259729945, 'baseline'), ({(1754, 29, 1302), (1754, 29, 449), (1754, 29, 75)}, 0.04113105962452681, 'baseline'), ({(1754, 29, 1405), (1754, 29, 75)}, 0.03837827870056906, 'baseline')]",5.823266,"[(1754, 29, 331), (181, 152, 331), (331, 152, 181)]"
12,1,"(2946, 17, 215)",[5.782596],[2],2.0,6.474165,"[({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 48, 32)}, 0.9105544578812984, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 24, 592)}, 0.682169482234535, 'baseline'), ({(2946, 43, 141), (2946, 17, 862), (2946, 85, 434), (2946, 66, 592)}, 0.6613803354983258, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2671, 47, 2946)}, 0.6510110345438828, 'baseline'), ({(2946, 85, 434), (2946, 17, 862), (2946, 6, 4395), (2946, 43, 141)}, 0.6311502897786263, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 19, 1965)}, 0.6191387616107045, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141)}, 0.6154146633622616, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 24, 592), (2946, 48, 32)}, 0.5984688242149155, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 45, 6046)}, 0.5956364114201766, 'baseline'), ({(2946, 17, 862), (2946, 43, 141), (2946, 24, 592), (2946, 48, 32)}, 0.5914068658114271, 'baseline'), ([(8210, 66, 592), (2946, 66, 592), (2946, 24, 592), (8210, 17, 215)], 0.19129944, 'xrule')]",5.782596,"[(2946, 17, 862), (2946, 85, 434), (13109, 48, 32), (13109, 17, 215), (13205, 43, 141), (2946, 43, 141), (13205, 17, 215), (9660, 85, 434), (9660, 17, 215), (2946, 48, 32), (14213, 17, 862), (14213, 17, 215)]"
11,1,"(7787, 31, 136)",[6.7133217],[1],1.0,6.917391,"[({(7787, 14, 160), (7787, 31, 657), (7787, 13, 32), (7787, 31, 658)}, 0.7056608652156123, 'baseline'), ({(7787, 31, 657), (7787, 11, 23), (7787, 31, 658), (7787, 13, 32)}, 0.6804857702288948, 'baseline'), ({(7787, 31, 657), (7787, 115, 747), (7787, 31, 658), (7787, 13, 32)}, 0.6802711935174672, 'baseline'), ({(7787, 31, 657), (7787, 136, 34), (7787, 31, 658), (7787, 13, 32)}, 0.6738529652394709, 'baseline'), ({(7787, 31, 658), (7787, 31, 657), (7787, 13, 32), (7787, 34, 90)}, 0.6550217119020327, 'baseline'), ({(7787, 193, 1080), (7787, 13, 32), (7787, 31, 658), (7787, 31, 657)}, 0.6266642057628068, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 11, 23), (7787, 31, 658)}, 0.6256113493076403, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 115, 747), (7787, 31, 658)}, 0.6237774335394587, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 136, 34), (7787, 31, 658)}, 0.6187248669192628, 'baseline'), ({(7787, 11, 23), (7787, 31, 657), (7787, 115, 747), (7787, 31, 658)}, 0.5982370813603037, 'baseline'), ([(7787, 28, 32), (7349, 28, 32), (7787, 193, 32), (7349, 31, 136), (7787, 13, 32)], 0.35189915, 'xrule')]",6.7133217,"[(7787, 14, 160), (7787, 31, 658), (11131, 185, 32), (13368, 107, 657), (13368, 107, 136), (12767, 107, 658), (11131, 51, 160), (7787, 31, 657), (11131, 107, 136), (12767, 107, 136), (7787, 13, 32)]"
3,1,"(8365, 13, 158)",[5.7519584],[1],1.0,5.7749047,"[([(158, 218, 181), (8365, 14, 5086), (5086, 70, 181)], 0.48340034, 'xrule'), ({(8365, 13, 1080), (8365, 13, 181), (8365, 13, 1260), (8365, 13, 1934)}, 0.13998083322412877, 'baseline'), ({(8365, 13, 1260), (8365, 13, 27), (8365, 13, 1934)}, 0.13848356449464597, 'baseline'), ({(8365, 13, 202), (8365, 13, 1260), (8365, 13, 1934)}, 0.13644317832524536, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 27)}, 0.11990837299364736, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 1934)}, 0.11942581378506627, 'baseline'), ({(8365, 13, 202), (8365, 13, 1260), (8365, 13, 1080)}, 0.11794332705948775, 'baseline'), ({(8365, 13, 1260), (8365, 13, 181), (8365, 13, 1934)}, 0.1144366665546478, 'baseline'), ({(8365, 13, 1260), (8365, 13, 181), (8365, 13, 27)}, 0.11414150436102254, 'baseline'), ({(8365, 13, 202), (8365, 13, 181), (8365, 13, 1260)}, 0.1114750309595669, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 274)}, 0.10719303329525562, 'baseline')]",5.7519584,"[(158, 218, 181), (8365, 14, 5086), (5086, 70, 181)]"
10,1,"(7436, 217, 3433)",[9.021457],[1],1.0,9.396436,"[({(7436, 166, 90), (7436, 25, 62), (3373, 15, 7436), (32, 15, 7436)}, 0.7892666328481532, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (1177, 89, 7436)}, 0.7663202747108305, 'baseline'), ({(7436, 25, 62), (7445, 68, 7436), (32, 15, 7436), (3373, 15, 7436)}, 0.7639818652502843, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (7436, 101, 6854)}, 0.74095158384336, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (7436, 101, 975), (32, 15, 7436)}, 0.7118969416719672, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (32, 15, 7436), (1177, 89, 7436)}, 0.700589225097227, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (7445, 68, 7436), (32, 15, 7436)}, 0.69591812824183, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (7436, 101, 9982)}, 0.6718044727844859, 'baseline'), ({(7436, 25, 62), (7445, 68, 7436), (32, 15, 7436), (1177, 89, 7436)}, 0.6710272282006112, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (32, 15, 7436), (7436, 101, 6854)}, 0.6675215213887653, 'baseline'), ([(7436, 25, 62), (6632, 217, 3433), (6632, 25, 62)], 0.28180027, 'xrule')]",9.021457,"[(7436, 166, 90), (6182, 217, 3433), (6182, 108, 90), (127, 217, 3433), (3373, 15, 7436), (3433, 25, 62), (127, 143, 3373), (7436, 25, 62), (32, 15, 7436), (32, 15, 6182)]"
8,1,"(2369, 182, 2517)",[8.396299],[1],1.0,9.2232685,"[({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (2369, 10, 2070)}, 0.3973513065688846, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 6604), (2369, 10, 2070)}, 0.34519008944886126, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 7, 6604), (2369, 10, 4491)}, 0.34439186404051975, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 1431), (2369, 10, 2070)}, 0.3286905699569553, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (7800, 19, 2369), (2369, 10, 2070)}, 0.3284836226382876, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (7800, 19, 2369)}, 0.32758240040519626, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (2369, 7, 1431)}, 0.3272247725275688, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 7, 7271), (2369, 10, 4491)}, 0.3168631009892617, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 7271), (2369, 10, 2070)}, 0.31610206887172426, 'baseline'), ({(2369, 10, 9728), (2369, 7, 6604), (2369, 10, 4491), (2369, 10, 2070)}, 0.3140154294615271, 'baseline'), ([(1827, 10, 4491), (2369, 10, 4491), (1827, 182, 2517)], 0.15780067, 'xrule')]",8.396299,"[(2070, 210, 2517), (9728, 210, 2517), (5312, 210, 2517), (2369, 10, 5312), (2369, 10, 9728), (4491, 210, 2517), (2369, 10, 4491), (2369, 10, 2070)]"
10,1,"(7479, 19, 2998)",[4.2906766],[8],8.0,6.0403447,"[({(7479, 19, 1857), (1857, 47, 7479), (447, 22, 7479), (7479, 19, 39)}, 1.6444712422312449, 'baseline'), ({(7479, 19, 1857), (1857, 47, 7479), (7479, 43, 141), (7479, 19, 39)}, 1.591081690366761, 'baseline'), ({(7479, 19, 1857), (171, 50, 7479), (1857, 47, 7479), (7479, 19, 39)}, 1.554770539103482, 'baseline'), ({(7479, 19, 1857), (3169, 22, 7479), (1857, 47, 7479), (7479, 19, 39)}, 1.490335531109839, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (1857, 47, 7479), (447, 22, 7479)}, 1.2803149810888457, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (171, 50, 7479), (1857, 47, 7479)}, 1.2743259061432695, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (1857, 47, 7479), (7479, 43, 141)}, 1.1857033333699105, 'baseline'), ({(7479, 19, 1857), (3169, 22, 7479), (7479, 17, 862), (1857, 47, 7479)}, 1.1706171589547767, 'baseline'), ({(7479, 19, 1857), (171, 50, 7479), (1857, 47, 7479), (447, 22, 7479)}, 1.137644822133298, 'baseline'), ({(7479, 19, 1857), (1857, 47, 7479), (447, 22, 7479)}, 0.9787149933077176, 'baseline'), ([(7479, 19, 1857), (1662, 19, 2998), (1662, 19, 1857), (1857, 47, 7479)], 0.40470028, 'xrule')]",4.2906766,"[(13529, 19, 2998), (447, 22, 5046), (2998, 47, 5167), (447, 22, 7479), (7479, 19, 1857), (1857, 47, 7479), (5167, 19, 39), (2998, 47, 5046), (7479, 19, 39), (13529, 19, 1857)]"
12,1,"(2323, 91, 494)",[9.495494],[1],1.0,9.398626,"[({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 107, 8253)}, 0.8076563350281797, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163)}, 0.6791868657844342, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 1, 11771)}, 0.6652555911329611, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 9877), (2323, 107, 163)}, 0.662292524990213, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 107, 7405)}, 0.6592789141346354, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 8253)}, 0.6462269272279366, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (7820, 145, 2323)}, 0.6437693084969685, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 8253), (2323, 1, 11771)}, 0.6313944304362589, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (4191, 162, 2323)}, 0.631151243461276, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 9877), (2323, 107, 8253)}, 0.6303854429822907, 'baseline'), ([(2323, 25, 62), (4111, 25, 62), (4111, 26, 494)], 0.44110012, 'xrule')]",9.495494,"[(2323, 107, 163), (1794, 2, 12041), (8964, 25, 62), (7623, 107, 163), (2323, 107, 8253), (1794, 2, 2323), (2323, 25, 62), (7623, 91, 494), (8964, 110, 494), (712, 107, 8253), (12041, 91, 494), (712, 91, 494)]"
9,1,"(1727, 17, 432)",[6.7717314],[2],2.0,7.2044873,"[({(4638, 20, 1727), (1727, 17, 1415), (1727, 17, 10844)}, 0.8769617562439066, 'baseline'), ({(4638, 20, 1727), (1727, 17, 1415)}, 0.5703192190403484, 'baseline'), ({(4638, 20, 1727), (1727, 17, 10844)}, 0.5019045301861959, 'baseline'), ({(1727, 17, 1415), (1727, 17, 10844)}, 0.47933868830763887, 'baseline'), ({(1727, 19, 908), (4638, 20, 1727)}, 0.3907413898277517, 'baseline'), ({(4851, 47, 1727), (4638, 20, 1727)}, 0.38232426024199223, 'baseline'), ({(4851, 47, 1727), (1727, 17, 1415)}, 0.331211131191868, 'baseline'), ({(1727, 19, 908), (1727, 17, 1415)}, 0.3136721067304409, 'baseline'), ([(1727, 25, 62), (2771, 25, 62), (2771, 17, 432)], 0.28569984, 'xrule'), ({(4851, 47, 1727), (1727, 17, 10844)}, 0.2763729503364735, 'baseline'), ({(1727, 19, 908), (1727, 17, 10844)}, 0.25106338751858465, 'baseline')]",6.7717314,"[(4638, 20, 11706), (7323, 17, 432), (7323, 17, 1415), (13366, 17, 10844), (1727, 17, 10844), (4638, 20, 1727), (13366, 17, 432), (11706, 17, 432), (1727, 17, 1415)]"
7,1,"(13994, 133, 32)",[5.2043314],[1],1.0,7.4030623,"[({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (12732, 24, 13994)}, 4.962367552838252, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (3891, 66, 13994)}, 4.707597429901361, 'baseline'), ({(13994, 127, 2792), (13994, 154, 2438), (3891, 24, 13994), (2792, 15, 13994)}, 4.672150746959491, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994)}, 4.670254364638177, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (12732, 66, 13994)}, 4.530339236050079, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (12732, 66, 13994), (12732, 24, 13994)}, 3.1156299190155696, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (12732, 24, 13994)}, 2.936230391685248, 'baseline'), ({(3891, 66, 13994), (13994, 154, 2438), (13994, 127, 2792), (12732, 24, 13994)}, 2.8752638889454483, 'baseline'), ({(13994, 127, 2792), (13994, 154, 2438), (3891, 24, 13994), (12732, 24, 13994)}, 2.8716966693621924, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792)}, 2.768062771368505, 'baseline'), ([(13994, 154, 2438), (32, 15, 134), (134, 154, 2438)], 1.4225998, 'xrule')]",5.2043314,"[(32, 154, 2438), (2792, 15, 13994), (12732, 48, 32), (12732, 24, 13994), (2792, 133, 32), (13994, 154, 2438), (13994, 127, 2792)]"
9,1,"(705, 148, 2861)",[6.853168],[4],4.0,6.9772243,"[({(705, 148, 7018), (705, 148, 2034), (705, 148, 4558), (705, 148, 4653)}, 0.38393310884238396, 'baseline'), ({(705, 148, 7018), (705, 148, 2034), (705, 148, 4558), (705, 148, 1264)}, 0.3828640398778472, 'baseline'), ({(705, 148, 7018), (705, 148, 9623), (705, 148, 2034), (705, 148, 4558)}, 0.3808594164483469, 'baseline'), ({(705, 148, 1922), (705, 148, 7018), (705, 148, 2034), (705, 148, 4558)}, 0.38028435084322026, 'baseline'), ({(705, 148, 7018), (705, 148, 4653), (705, 148, 2034), (705, 148, 1264)}, 0.3802290377334931, 'baseline'), ({(705, 148, 7018), (705, 148, 4653), (705, 148, 4558), (705, 148, 1264)}, 0.38009838435535326, 'baseline'), ({(705, 148, 7018), (705, 148, 9623), (705, 148, 4653), (705, 148, 4558)}, 0.37962917659731527, 'baseline'), ({(705, 148, 1922), (705, 148, 7018), (705, 148, 4653), (705, 148, 4558)}, 0.37957004877669465, 'baseline'), ({(705, 148, 1264), (705, 148, 2034), (705, 148, 4558), (705, 148, 4653)}, 0.37930301997109106, 'baseline'), ({(705, 148, 2034), (705, 148, 9623), (705, 148, 4653), (705, 148, 4558)}, 0.37892727229687156, 'baseline'), ([(434, 161, 4358), (4358, 148, 2861), (434, 161, 705)], 0.16940022, 'xrule')]",6.853168,"[(2034, 231, 2861), (2861, 231, 7018), (705, 148, 4558), (705, 148, 2034), (12391, 148, 4653), (2861, 231, 4558), (705, 148, 4653), (12391, 148, 2861), (705, 148, 7018)]"
8,1,"(13557, 154, 2620)",[8.729843],[4],4.0,6.6576047,"[({(10423, 15, 13557), (119, 15, 13557), (13557, 25, 62)}, 8.97478089696055, 'baseline'), ({(10423, 15, 13557), (119, 15, 13557)}, 6.592684915112055, 'baseline'), ({(119, 15, 13557), (13557, 25, 62)}, 3.779419403681188, 'baseline'), ({(119, 15, 13557)}, 2.232185001261208, 'baseline'), ([(119, 15, 13557), (119, 15, 11915), (11915, 154, 2620)], 1.8086, 'xrule'), ({(13557, 25, 62)}, 0.38160423611996286, 'baseline'), ({(10423, 15, 13557), (13557, 25, 62)}, 0.10242847639924693, 'baseline'), ({(10423, 15, 13557)}, -0.17472263122894313, 'baseline')]",8.729843,"[(13832, 154, 2620), (119, 15, 13557), (10958, 25, 62), (10423, 15, 13557), (119, 154, 2620), (10958, 154, 2620), (10423, 15, 13832), (13557, 25, 62)]"
12,1,"(10437, 43, 141)",[6.385825],[1],1.0,8.017205,"[({(10437, 48, 32), (10437, 19, 1060), (10437, 17, 2044), (10437, 39, 150)}, 3.295130066312291, 'baseline'), ({(10437, 39, 150), (10437, 24, 2607), (10437, 66, 2607), (10437, 48, 32)}, 2.980667331742724, 'baseline'), ({(10437, 39, 150), (10437, 48, 32), (10437, 17, 2044), (10437, 66, 2607)}, 2.4296199235336196, 'baseline'), ({(10437, 24, 2607), (10437, 17, 2044), (10437, 39, 150), (10437, 48, 32)}, 2.3204752241831827, 'baseline'), ({(10437, 39, 150), (10437, 48, 32), (10437, 19, 1060), (10437, 66, 2607)}, 2.2918130166629807, 'baseline'), ({(10437, 48, 32), (3644, 183, 10437), (10437, 17, 2044), (10437, 39, 150)}, 2.219473951942121, 'baseline'), ({(10437, 48, 32), (10437, 17, 2044), (10437, 39, 150)}, 2.1816917563496867, 'baseline'), ({(10437, 24, 2607), (10437, 19, 1060), (10437, 39, 150), (10437, 48, 32)}, 2.1618186123368814, 'baseline'), ({(10437, 24, 2607), (10437, 66, 2607), (10437, 48, 32)}, 2.1181970686107086, 'baseline'), ({(10437, 48, 32), (10437, 19, 1060), (10437, 39, 150)}, 2.0798154890321907, 'baseline'), ([(10437, 48, 32), (8646, 48, 32), (8646, 43, 141)], 1.1538, 'xrule')]",6.385825,"[(14350, 48, 32), (14350, 43, 141), (10437, 17, 2044), (11381, 39, 150), (10437, 48, 32), (10437, 19, 1060), (12810, 19, 1060), (12439, 43, 141), (12810, 43, 141), (11381, 43, 141), (10437, 39, 150), (12439, 17, 2044)]"
10,1,"(2611, 25, 62)",[7.496423],[1],1.0,7.586446,"[({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.6724448650780034, 'baseline'), ({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611), (1931, 76, 2611)}, 0.6066866359112211, 'baseline'), ({(2994, 20, 2611), (985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611)}, 0.588645978634555, 'baseline'), ({(5600, 20, 2611), (1271, 92, 2611), (985, 92, 2611), (1931, 76, 2611)}, 0.5858412224546513, 'baseline'), ({(2994, 20, 2611), (1271, 92, 2611), (985, 92, 2611), (5600, 20, 2611)}, 0.5782061057359901, 'baseline'), ({(985, 92, 2611), (2611, 41, 985), (6196, 76, 2611), (1271, 92, 2611)}, 0.5778704123846753, 'baseline'), ({(2611, 160, 249), (985, 92, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.5711489157238563, 'baseline'), ({(1271, 92, 2611), (2611, 41, 985), (985, 92, 2611), (5600, 20, 2611)}, 0.567915482938547, 'baseline'), ({(3651, 20, 2611), (985, 92, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.5474076701580578, 'baseline'), ({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611)}, 0.5268135498930966, 'baseline'), ([(529, 20, 2611), (4269, 25, 62), (529, 20, 4269)], 0.16429996, 'xrule')]",7.496423,"[(7884, 25, 62), (985, 42, 8323), (1271, 92, 2611), (8323, 25, 62), (985, 92, 2611), (6196, 76, 2611), (5600, 20, 8323), (6196, 25, 62), (1271, 92, 7884), (5600, 20, 2611)]"
12,1,"(3120, 220, 6386)",[8.79899],[1],1.0,8.844319,"[({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 120, 791)}, 0.6841526480076605, 'baseline'), ({(3120, 120, 791), (3120, 25, 62), (3120, 220, 4005), (3120, 133, 32)}, 0.6477661576221913, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 120, 791)}, 0.6391668762031846, 'baseline'), ({(3120, 148, 7018), (3120, 25, 62), (3120, 220, 4005), (3120, 120, 791)}, 0.6378384078717142, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 148, 7018)}, 0.6371384108748764, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 120, 791)}, 0.6308107817075363, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 148, 7018)}, 0.6287365400886659, 'baseline'), ({(3120, 25, 62), (3120, 148, 4599), (3120, 148, 4558), (3120, 220, 4005)}, 0.6272373639793372, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 9623), (3120, 120, 791)}, 0.6202412091149231, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 148, 7018)}, 0.6178503476138508, 'baseline'), ([(4994, 220, 6386), (3120, 25, 62), (4994, 25, 62)], 0.3217001, 'xrule')]",8.79899,"[(3120, 25, 62), (13463, 25, 62), (1269, 220, 4005), (7726, 120, 791), (434, 161, 3120), (10820, 220, 6386), (1269, 220, 6386), (434, 161, 10820), (3120, 220, 4005), (7726, 220, 6386), (13463, 220, 6386), (3120, 120, 791)]"
12,1,"(13433, 17, 862)",[5.1384034],[1],1.0,7.1964135,"[({(9917, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.914745852652717, 'baseline'), ({(13433, 100, 4849), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.5297220984571362, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.3718994396703224, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 2.7866870802343304, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 43, 141), (13433, 100, 160)}, 2.0611392065259015, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160), (13433, 100, 14172)}, 2.0028563500845324, 'baseline'), ({(9917, 50, 13433), (13433, 100, 4849), (13433, 43, 141), (13433, 100, 160)}, 1.8821483530989287, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 100, 4849), (13433, 100, 160)}, 1.72939832875019, 'baseline'), ([(4747, 17, 862), (13433, 100, 160), (4747, 100, 160)], 0.8880005, 'xrule'), ({(8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7618933184678174, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7231131054331735, 'baseline')]",5.1384034,"[(13433, 43, 141), (13433, 17, 967), (11393, 17, 862), (4417, 17, 862), (12400, 232, 160), (12400, 17, 862), (13433, 100, 160), (9917, 50, 11393), (9917, 50, 13433), (11333, 17, 862), (4417, 43, 141), (11333, 17, 967)]"
9,1,"(1551, 18, 10398)",[6.32703],[1],1.0,6.7144117,"[([(1551, 135, 32), (1806, 18, 10398), (1551, 133, 32), (1806, 135, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)], 0.36310005, 'xrule'), ({(6448, 35, 1551), (6653, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09547905163687473, 'baseline'), ({(1551, 25, 62), (5745, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.0916481418751835, 'baseline'), ({(6448, 35, 1551), (5745, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09123233991110052, 'baseline'), ({(1551, 25, 62), (2617, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.09086612897315557, 'baseline'), ({(6448, 35, 1551), (2617, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09002212717313053, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172), (4733, 35, 1551)}, 0.08940796091786797, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (7692, 35, 1551), (1551, 18, 1172)}, 0.08920005992661705, 'baseline'), ({(4461, 35, 1551), (1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172)}, 0.08903793529288583, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (1551, 18, 1172), (4733, 35, 1551)}, 0.08891491127108288, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (7692, 35, 1551), (1551, 18, 1172)}, 0.08879570197784523, 'baseline')]",6.32703,"[(1551, 135, 32), (1806, 18, 10398), (1806, 135, 32), (1551, 133, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)]"
