new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[2],1,17,"[(8340, 3, 94), (25051, 3, 731), (7933, 3, 1024), (16645, 11, 8340), (25051, 3, 1335), (14025, 12, 8340), (8340, 3, 6), (7933, 3, 731), (8340, 3, 41), (7933, 3, 1335), (16645, 3, 1024), (7933, 3, 94), (25051, 12, 8340), (14025, 3, 93), (7933, 3, 93), (7933, 3, 6), (7933, 3, 41)]",[7.443505],9.299835,"(7933, 12, 8340)",2.0,"[({(7933, 3, 94), (7933, 3, 1335), (7933, 3, 6), (7933, 3, 41)}, 0.19451336129278088, 'baseline'), ({(7933, 3, 94), (7933, 3, 1335), (7933, 3, 1024), (7933, 3, 41)}, 0.18536762458315914, 'baseline'), ({(7933, 3, 93), (7933, 3, 94), (7933, 3, 1335), (7933, 3, 41)}, 0.18147186495102066, 'baseline'), ({(7933, 3, 93), (7933, 3, 94), (7933, 3, 6), (7933, 3, 1335)}, 0.18005184390501838, 'baseline'), ({(7933, 3, 1335), (7933, 3, 94), (7933, 3, 731), (7933, 3, 41)}, 0.1780748770250202, 'baseline'), ({(7933, 3, 94), (7933, 3, 1024), (7933, 3, 6), (7933, 3, 1335)}, 0.17794708467193282, 'baseline'), ({(7933, 3, 94), (7933, 3, 6), (7933, 2, 171), (7933, 3, 1335)}, 0.1762705252632464, 'baseline'), ({(7933, 3, 94), (7933, 2, 30), (7933, 3, 6), (7933, 3, 1335)}, 0.1760759756751289, 'baseline'), ({(7933, 3, 94), (7933, 3, 1335), (7933, 2, 171), (7933, 3, 41)}, 0.17589191652569572, 'baseline'), ({(7933, 3, 94), (7933, 3, 731), (7933, 3, 6), (7933, 3, 1335)}, 0.17486385560360215, 'baseline'), ([(16645, 3, 6), (16645, 12, 8340), (7933, 3, 6), (16645, 11, 8340)], 0.16740036, 'xrule'), ([(16645, 3, 40), (16645, 12, 8340), (7933, 3, 40), (16645, 11, 8340)], 0.16569996, 'xrule'), ([(7933, 3, 149), (16645, 12, 8340), (16645, 3, 149), (16645, 11, 8340)], 0.15990067, 'xrule'), ([(22137, 3, 6), (7933, 3, 6), (22137, 12, 8340)], 0.15400028, 'xrule'), ([(22137, 3, 40), (7933, 3, 40), (22137, 12, 8340)], 0.15340042, 'xrule')]",7.443505
[1],1,22,"[(25367, 9, 7790), (24118, 9, 7790), (19632, 3, 6915), (24118, 2, 29), (21346, 9, 7790), (6914, 3, 6916), (6914, 2, 29), (25367, 3, 39), (6914, 3, 36), (25217, 9, 7790), (6914, 3, 33), (6914, 3, 39), (21346, 3, 36), (23365, 3, 75), (6914, 3, 6915), (6914, 3, 75), (19632, 9, 7790), (25217, 3, 33), (23365, 9, 7790), (19632, 3, 6916), (6914, 3, 220), (21346, 3, 220)]",[7.782649],9.0881,"(6914, 9, 7790)",1.0,"[({(6914, 3, 33), (6914, 2, 29), (6914, 3, 39), (6914, 3, 36)}, 0.6892118903450282, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 220), (6914, 3, 36)}, 0.6771440953906074, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 36), (6914, 3, 6916)}, 0.6658182589999477, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 6915), (6914, 3, 36)}, 0.6524019685105142, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 75), (6914, 3, 36)}, 0.6509619203318887, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 6), (6914, 3, 36)}, 0.6453524078963463, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 4, 66), (6914, 3, 36)}, 0.6436872924983718, 'baseline'), ({(6914, 3, 33), (6914, 3, 39), (6914, 3, 220), (6914, 3, 36)}, 0.6185942135940701, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 220), (6914, 3, 39)}, 0.5990515192132991, 'baseline'), ({(6914, 3, 33), (6914, 2, 29), (6914, 3, 36), (6914, 3, 20)}, 0.5923376519429967, 'baseline'), ([(6914, 3, 33), (24167, 3, 33), (24167, 9, 7790)], 0.21210003, 'xrule'), ([(6914, 3, 33), (22672, 3, 33), (22672, 9, 7790)], 0.20530033, 'xrule'), ([(6914, 3, 33), (22638, 3, 33), (22638, 9, 7790)], 0.20110035, 'xrule'), ([(11699, 9, 7790), (6914, 3, 33), (11699, 3, 33)], 0.18340015, 'xrule'), ([(6914, 3, 33), (12809, 3, 33), (12809, 9, 7790)], 0.1807003, 'xrule')]",7.782649
[3],4,8,"[(8569, 3, 1855), (8569, 3, 2366), (6633, 3, 1529), (8569, 3, 1529), (6633, 3, 914), (8569, 3, 914), (6633, 3, 2366), (6633, 3, 1855)]",[6.388161],6.3372664,"(6633, 12, 8569)",3.0,"[({(6633, 3, 1529), (6633, 3, 914), (6633, 3, 2366), (6633, 3, 1855)}, 0.6312637770116817, 'baseline'), ({(6633, 3, 1529), (6633, 3, 914), (6633, 3, 1855)}, 0.4765439456647178, 'baseline'), ({(6633, 3, 1529), (6633, 3, 914), (6633, 3, 2366)}, 0.442214054147571, 'baseline'), ({(6633, 3, 1529), (6633, 3, 2366), (6633, 3, 1855)}, 0.4323735655880334, 'baseline'), ({(6633, 3, 914), (6633, 3, 2366), (6633, 3, 1855)}, 0.42951397311879996, 'baseline'), ({(6633, 3, 1529), (6633, 3, 220), (6633, 3, 914)}, 0.39437631948548346, 'baseline'), ({(6633, 3, 1529), (6633, 3, 4051), (6633, 3, 914)}, 0.3932614742422197, 'baseline'), ({(6633, 3, 1529), (6633, 3, 39), (6633, 3, 914)}, 0.3879828868554655, 'baseline'), ({(6633, 3, 1529), (6633, 3, 4051), (6633, 3, 1855)}, 0.38664583543452863, 'baseline'), ({(6633, 3, 4051), (6633, 3, 914), (6633, 3, 1855)}, 0.3852496562331735, 'baseline')]",6.388161
[1],1,16,"[(4870, 2, 888), (19769, 9, 8151), (8151, 3, 890), (8151, 2, 888), (19769, 2, 709), (16405, 3, 41), (16405, 9, 8151), (4870, 3, 890), (4870, 3, 4879), (4870, 3, 41), (24307, 3, 892), (4870, 2, 709), (24307, 9, 8151), (19195, 3, 4879), (4870, 3, 892), (19195, 9, 8151)]",[7.629635],8.065897,"(4870, 9, 8151)",1.0,"[({(4870, 2, 888), (4870, 3, 892), (4870, 2, 709), (4870, 3, 890)}, 0.5161190460240709, 'baseline'), ({(4870, 3, 892), (4870, 2, 709), (4870, 3, 890), (4870, 3, 4879)}, 0.4891148037967466, 'baseline'), ({(4870, 2, 888), (4870, 3, 892), (4870, 3, 890), (4870, 3, 4879)}, 0.46781353404166537, 'baseline'), ({(4870, 2, 888), (4870, 2, 709), (4870, 3, 890), (4870, 3, 4879)}, 0.4657411997133784, 'baseline'), ({(4870, 3, 892), (4870, 2, 709), (4870, 3, 890), (4870, 3, 41)}, 0.45360378662342754, 'baseline'), ({(4870, 3, 892), (4870, 2, 709), (4870, 3, 88), (4870, 3, 890)}, 0.4473324242232439, 'baseline'), ({(4870, 3, 892), (4870, 2, 709), (4870, 3, 40), (4870, 3, 890)}, 0.4470978203694783, 'baseline'), ({(4870, 2, 888), (4870, 3, 892), (4870, 2, 709), (4870, 3, 4879)}, 0.4427633705357919, 'baseline'), ({(4870, 3, 892), (4870, 3, 20), (4870, 2, 709), (4870, 3, 890)}, 0.4377375068508196, 'baseline'), ({(4870, 3, 892), (4870, 2, 709), (4870, 2, 30), (4870, 3, 890)}, 0.4337463797924293, 'baseline'), ([(20181, 2, 171), (20181, 9, 8151), (4870, 2, 171)], 0.17970085, 'xrule'), ([(15245, 2, 171), (15245, 9, 8151), (4870, 2, 171)], 0.17730045, 'xrule'), ([(24100, 9, 8151), (24100, 3, 890), (4870, 3, 890)], 0.15010071, 'xrule'), ([(4870, 2, 709), (18043, 2, 709), (18043, 9, 8151)], 0.15000057, 'xrule'), ([(15245, 3, 890), (15245, 9, 8151), (4870, 3, 890)], 0.14010048, 'xrule')]",7.629635
[1],1,15,"[(14544, 3, 6059), (14544, 9, 8151), (23877, 9, 8151), (19769, 9, 8151), (6054, 3, 519), (23877, 3, 177), (6054, 3, 6059), (6054, 3, 177), (19769, 3, 519), (9619, 3, 715), (6054, 2, 171), (9619, 9, 8151), (6054, 3, 715), (24307, 2, 171), (24307, 9, 8151)]",[7.555416],7.925308,"(6054, 9, 8151)",1.0,"[({(6054, 3, 715), (6054, 2, 171), (6054, 3, 177), (6054, 3, 519)}, 0.614818616873132, 'baseline'), ({(6054, 3, 6059), (6054, 2, 171), (6054, 3, 177), (6054, 3, 519)}, 0.6009598215641276, 'baseline'), ({(6054, 3, 715), (6054, 3, 519), (6054, 3, 177), (6054, 3, 6059)}, 0.5874500710252997, 'baseline'), ({(6054, 3, 715), (6054, 2, 171), (6054, 3, 6059), (6054, 3, 519)}, 0.5703545049894925, 'baseline'), ({(6054, 3, 715), (6054, 2, 171), (6054, 3, 177), (6054, 3, 6059)}, 0.5644951299333882, 'baseline'), ({(6054, 2, 30), (6054, 2, 171), (6054, 3, 177), (6054, 3, 519)}, 0.5543499424499203, 'baseline'), ({(6054, 2, 171), (6054, 3, 177), (6054, 3, 519), (6054, 3, 952)}, 0.5543222859064079, 'baseline'), ({(6054, 3, 519), (6054, 2, 171), (6054, 3, 177), (6054, 3, 712)}, 0.5531874134363409, 'baseline'), ({(6054, 3, 177), (6054, 3, 715), (6054, 3, 519), (6054, 2, 30)}, 0.5464191867327293, 'baseline'), ({(6054, 3, 715), (6054, 3, 519), (6054, 3, 177), (6054, 3, 952)}, 0.5424309206816941, 'baseline'), ([(20058, 9, 8151), (6054, 3, 177), (20058, 3, 177)], 0.24310017, 'xrule'), ([(19491, 9, 8151), (19491, 3, 177), (6054, 3, 177)], 0.23420048, 'xrule'), ([(25631, 9, 8151), (6054, 3, 177), (25631, 3, 177)], 0.22420025, 'xrule'), ([(6054, 3, 6), (20058, 3, 6), (20058, 9, 8151)], 0.22340012, 'xrule'), ([(6054, 4, 66), (16658, 4, 66), (16658, 9, 8151)], 0.21950054, 'xrule')]",7.555416
[2],1,11,"[(12809, 3, 37), (12809, 3, 50), (12809, 3, 40), (5964, 3, 41), (5964, 3, 37), (5964, 3, 50), (12809, 3, 5970), (5964, 3, 40), (5964, 3, 5970), (12809, 12, 11744), (12809, 3, 41)]",[6.8528404],7.914914,"(5964, 12, 11744)",2.0,"[([(12809, 3, 50), (12809, 12, 11744), (5964, 3, 50)], 0.7564001, 'xrule'), ([(5964, 3, 41), (12809, 12, 11744), (12809, 3, 41)], 0.7397003, 'xrule'), ([(5964, 3, 5970), (12809, 12, 11744), (12809, 3, 5970)], 0.7343998, 'xrule'), ([(12809, 3, 37), (5964, 3, 37), (12809, 12, 11744)], 0.70860004, 'xrule'), ([(12809, 3, 40), (12809, 12, 11744), (5964, 3, 40)], 0.6998005, 'xrule'), ({(5964, 3, 41), (5964, 3, 9), (5964, 3, 5972), (5964, 3, 6)}, 0.1199808522305216, 'baseline'), ({(5964, 3, 41), (5964, 3, 5966), (5964, 3, 5972), (5964, 3, 6)}, 0.11674312787789293, 'baseline'), ({(5964, 3, 41), (5964, 3, 5972), (5964, 3, 78), (5964, 3, 6)}, 0.11094478804709335, 'baseline'), ({(5964, 3, 41), (5964, 3, 9), (5964, 3, 5972), (5964, 3, 78)}, 0.1038170261634068, 'baseline'), ({(5964, 3, 41), (5964, 3, 1155), (5964, 3, 5972), (5964, 3, 6)}, 0.09839061934341867, 'baseline'), ({(5964, 3, 41), (5964, 3, 9), (5964, 3, 5972), (5964, 3, 5966)}, 0.09826854902915674, 'baseline'), ({(5964, 3, 41), (5964, 3, 9), (5964, 3, 5966), (5964, 3, 6)}, 0.09788135725238448, 'baseline'), ({(5964, 3, 41), (5964, 3, 9), (5964, 3, 78), (5964, 3, 6)}, 0.09678081707365702, 'baseline'), ({(5964, 3, 41), (5964, 3, 1143), (5964, 3, 5972), (5964, 3, 6)}, 0.09465030863423753, 'baseline'), ({(5964, 3, 41), (5964, 3, 6), (5964, 3, 5972), (5964, 2, 30)}, 0.09375480845179116, 'baseline')]",6.8528404
[3],2,17,"[(7984, 2, 31), (15167, 2, 30), (7426, 3, 39), (11495, 1, 65), (22679, 3, 41), (15167, 11, 7984), (23963, 11, 7984), (7426, 1, 65), (7426, 3, 41), (7426, 2, 31), (22679, 11, 7984), (23963, 3, 39), (7984, 3, 41), (11495, 3, 40), (11495, 11, 7984), (7426, 2, 30), (7426, 3, 40)]",[5.207445],6.122612,"(7426, 11, 7984)",3.0,"[([(22679, 11, 7984), (22679, 3, 41), (7426, 3, 41)], 0.4712, 'xrule'), ({(7426, 3, 40), (7426, 3, 39), (7426, 1, 65), (7426, 3, 41)}, 0.40599111910452673, 'baseline'), ({(7426, 3, 40), (7426, 3, 39), (7426, 1, 65), (7426, 2, 31)}, 0.38699440338188584, 'baseline'), ({(7426, 3, 40), (7426, 3, 39), (7426, 1, 65), (7426, 2, 30)}, 0.38556866025295233, 'baseline'), ({(7426, 3, 40), (7426, 1, 65), (7426, 2, 31), (7426, 3, 41)}, 0.3821068224892321, 'baseline'), ({(7426, 3, 40), (7426, 2, 30), (7426, 1, 65), (7426, 3, 41)}, 0.38115648602193214, 'baseline'), ({(7426, 3, 40), (7426, 3, 185), (7426, 3, 39), (7426, 1, 65)}, 0.36651043259293553, 'baseline'), ({(7426, 3, 40), (7426, 3, 218), (7426, 3, 39), (7426, 1, 65)}, 0.3655887063773898, 'baseline'), ({(7426, 3, 40), (7426, 3, 218), (7426, 1, 65), (7426, 3, 41)}, 0.3586235459426923, 'baseline'), ({(7426, 3, 218), (7426, 3, 39), (7426, 3, 40), (7426, 3, 41)}, 0.35745720226137806, 'baseline'), ({(7426, 3, 40), (7426, 3, 39), (7426, 1, 65)}, 0.3018160275780252, 'baseline'), ([(23891, 11, 7984), (23891, 3, 6), (7426, 3, 6)], 0.23190022, 'xrule'), ([(23891, 11, 7984), (23891, 3, 58), (7426, 3, 58)], 0.16550064, 'xrule'), ([(14222, 11, 7984), (14222, 3, 41), (7426, 3, 41)], 0.06150055, 'xrule'), ([(23891, 3, 39), (7426, 3, 39), (23891, 11, 7984)], -0.03030014, 'xrule')]",5.207445
[1],1,21,"[(24648, 9, 8339), (7382, 1, 65), (7382, 3, 7), (7382, 3, 2127), (7382, 3, 748), (7382, 2, 1662), (25264, 2, 728), (25264, 9, 8339), (25264, 3, 2127), (7382, 2, 728), (7382, 3, 6), (7382, 3, 1745), (21189, 3, 748), (25264, 3, 6), (21189, 9, 8339), (24648, 1, 65), (14980, 3, 1745), (14980, 9, 8339), (22308, 2, 1662), (24648, 3, 7), (22308, 9, 8339)]",[6.841093],8.900803,"(7382, 9, 8339)",1.0,"[({(7382, 2, 728), (7382, 3, 748), (7382, 3, 1745), (7382, 2, 1662)}, 0.45063976676737627, 'baseline'), ({(7382, 2, 728), (7382, 1, 65), (7382, 3, 1745), (7382, 2, 1662)}, 0.4331674994681166, 'baseline'), ({(7382, 2, 728), (7382, 3, 1745), (7382, 3, 2127), (7382, 2, 1662)}, 0.4307461203582434, 'baseline'), ({(7382, 2, 728), (7382, 3, 6), (7382, 3, 1745), (7382, 2, 1662)}, 0.4298515738486918, 'baseline'), ({(7382, 2, 728), (7382, 3, 1745), (7382, 3, 7), (7382, 2, 1662)}, 0.42403797517042724, 'baseline'), ({(7382, 2, 728), (7382, 1, 65), (7382, 3, 748), (7382, 2, 1662)}, 0.42029671078316705, 'baseline'), ({(7382, 2, 728), (7382, 3, 748), (7382, 3, 2127), (7382, 2, 1662)}, 0.4195251882445794, 'baseline'), ({(7382, 2, 728), (7382, 3, 748), (7382, 3, 7), (7382, 2, 1662)}, 0.4174290121018056, 'baseline'), ({(7382, 2, 728), (7382, 3, 748), (7382, 3, 6), (7382, 2, 1662)}, 0.41484455466416237, 'baseline'), ({(7382, 3, 748), (7382, 3, 6), (7382, 3, 1745), (7382, 2, 1662)}, 0.4072208821369156, 'baseline'), ([(24175, 9, 8339), (24175, 2, 1662), (7382, 2, 1662)], 0.19470024, 'xrule'), ([(7382, 3, 1664), (24175, 9, 8339), (24175, 3, 1664)], 0.18860054, 'xrule'), ([(21943, 3, 506), (7382, 3, 506), (21943, 9, 8339)], 0.18360043, 'xrule'), ([(21943, 1, 65), (7382, 1, 65), (21943, 9, 8339)], 0.17560005, 'xrule'), ([(24175, 9, 8339), (7382, 3, 506), (24175, 3, 506)], 0.1739006, 'xrule')]",6.841093
[1],1,16,"[(5844, 2, 31), (23470, 3, 75), (25411, 2, 31), (25766, 2, 30), (19630, 3, 1151), (5844, 3, 78), (5844, 2, 30), (25411, 11, 7992), (25411, 3, 78), (5844, 3, 75), (5844, 3, 1151), (5844, 3, 10), (19630, 11, 7992), (25411, 3, 10), (23470, 11, 7992), (25766, 11, 7992)]",[5.851695],6.604808,"(5844, 11, 7992)",1.0,"[({(5844, 3, 75), (5844, 3, 1151), (5844, 3, 10), (5844, 3, 78)}, 0.2322225976015749, 'baseline'), ({(5844, 2, 30), (5844, 3, 75), (5844, 3, 10), (5844, 3, 78)}, 0.22694782496922858, 'baseline'), ({(5844, 2, 30), (5844, 3, 1151), (5844, 3, 10), (5844, 3, 78)}, 0.2264767098317272, 'baseline'), ({(5844, 2, 31), (5844, 3, 1151), (5844, 3, 10), (5844, 3, 78)}, 0.221435587343794, 'baseline'), ({(5844, 2, 31), (5844, 3, 75), (5844, 3, 10), (5844, 3, 78)}, 0.22119526144977295, 'baseline'), ({(5844, 3, 1151), (5844, 3, 4), (5844, 3, 10), (5844, 3, 78)}, 0.21917919392965762, 'baseline'), ({(5844, 2, 30), (5844, 2, 31), (5844, 3, 10), (5844, 3, 78)}, 0.21653560871536734, 'baseline'), ({(5844, 3, 666), (5844, 3, 1151), (5844, 3, 10), (5844, 3, 78)}, 0.2153473304919964, 'baseline'), ({(5844, 2, 30), (5844, 3, 4), (5844, 3, 10), (5844, 3, 78)}, 0.21268657916764672, 'baseline'), ({(5844, 3, 75), (5844, 3, 666), (5844, 3, 10), (5844, 3, 78)}, 0.21121410601061982, 'baseline'), ([(23503, 3, 9), (23503, 11, 7992), (5844, 3, 9)], 0.14120007, 'xrule'), ([(5844, 3, 479), (23503, 11, 7992), (23503, 3, 479)], -0.1566, 'xrule'), ([(23503, 3, 37), (23503, 11, 7992), (5844, 3, 37)], -0.27499962, 'xrule'), ([(5844, 4, 66), (19547, 4, 66), (19547, 11, 7992)], -0.3029995, 'xrule'), ([(23503, 3, 666), (23503, 11, 7992), (5844, 3, 666)], -0.55550003, 'xrule')]",5.851695
[1],1,13,"[(20230, 11, 8038), (6263, 3, 346), (25177, 11, 8038), (9725, 3, 2697), (20230, 3, 651), (6263, 3, 2133), (9725, 11, 8038), (6263, 3, 651), (25177, 3, 2133), (6263, 3, 40), (25177, 3, 346), (6263, 3, 2697), (9725, 3, 40)]",[7.217119],7.416071,"(6263, 11, 8038)",1.0,"[([(25177, 3, 346), (6263, 3, 346), (25177, 11, 8038)], 0.5566006, 'xrule'), ([(9725, 3, 2697), (6263, 3, 2697), (9725, 11, 8038)], 0.54279995, 'xrule'), ([(20230, 3, 651), (20230, 11, 8038), (6263, 3, 651)], 0.3739004, 'xrule'), ([(25177, 3, 2133), (6263, 3, 2133), (25177, 11, 8038)], 0.36970043, 'xrule'), ([(6263, 3, 40), (9725, 11, 8038), (9725, 3, 40)], 0.3238001, 'xrule'), ({(6263, 3, 1493), (6263, 3, 651), (6263, 3, 1321), (6263, 3, 1839)}, 0.31798557569666536, 'baseline'), ({(6263, 3, 1321), (6263, 3, 651), (6263, 3, 1838), (6263, 3, 1839)}, 0.3062477521336937, 'baseline'), ({(6263, 3, 37), (6263, 3, 651), (6263, 3, 1321), (6263, 3, 1839)}, 0.3026085309399938, 'baseline'), ({(6263, 1, 65), (6263, 3, 651), (6263, 3, 1321), (6263, 3, 1839)}, 0.2960453442443367, 'baseline'), ({(6263, 3, 78), (6263, 3, 651), (6263, 3, 1321), (6263, 3, 1839)}, 0.2929735592386621, 'baseline'), ({(6263, 3, 1840), (6263, 3, 651), (6263, 3, 1321), (6263, 3, 1839)}, 0.29265503201409104, 'baseline'), ({(6263, 3, 1493), (6263, 3, 651), (6263, 3, 1838), (6263, 3, 1839)}, 0.2908764294105485, 'baseline'), ({(6263, 3, 1321), (6263, 3, 651), (6263, 3, 10), (6263, 3, 1839)}, 0.28931621822566517, 'baseline'), ({(6263, 3, 1493), (6263, 3, 37), (6263, 3, 651), (6263, 3, 1839)}, 0.2886944225699883, 'baseline'), ({(6263, 3, 1321), (6263, 3, 1493), (6263, 3, 1838), (6263, 3, 1839)}, 0.28544620779611546, 'baseline')]",7.217119
[1],1,12,"[(5920, 3, 6), (5920, 3, 220), (5920, 3, 40), (8676, 3, 7), (5920, 3, 7), (8676, 3, 220), (8676, 3, 279), (8676, 3, 748), (8676, 3, 6), (5920, 3, 748), (5920, 3, 279), (8676, 3, 40)]",[7.9146786],9.47781,"(5920, 12, 8676)",1.0,"[({(5920, 3, 7), (5920, 3, 279), (5920, 3, 6), (5920, 3, 748)}, 0.8273001189284623, 'baseline'), ({(5920, 3, 220), (5920, 3, 7), (5920, 3, 279), (5920, 3, 748)}, 0.8265810484936269, 'baseline'), ({(5920, 3, 220), (5920, 3, 279), (5920, 3, 6), (5920, 3, 748)}, 0.8265514845968528, 'baseline'), ({(5920, 3, 40), (5920, 3, 279), (5920, 3, 6), (5920, 3, 748)}, 0.7917070854649778, 'baseline'), ({(5920, 3, 40), (5920, 3, 7), (5920, 3, 279), (5920, 3, 748)}, 0.7903843392071683, 'baseline'), ({(5920, 3, 279), (5920, 3, 6), (5920, 3, 39), (5920, 3, 748)}, 0.7879982460126899, 'baseline'), ({(5920, 3, 7), (5920, 3, 279), (5920, 3, 39), (5920, 3, 748)}, 0.7837563025484624, 'baseline'), ({(5920, 3, 40), (5920, 3, 279), (5920, 3, 220), (5920, 3, 748)}, 0.7822857367340926, 'baseline'), ({(5920, 3, 220), (5920, 3, 279), (5920, 3, 39), (5920, 3, 748)}, 0.7785873876647591, 'baseline'), ({(5920, 3, 40), (5920, 3, 279), (5920, 3, 39), (5920, 3, 748)}, 0.7376337508423444, 'baseline'), ([(23192, 3, 748), (23192, 12, 8676), (5920, 3, 748)], 0.2177, 'xrule'), ([(8674, 3, 748), (8674, 12, 8676), (5920, 3, 748)], 0.21700001, 'xrule'), ([(24810, 12, 8676), (24810, 3, 748), (5920, 3, 748)], 0.21679974, 'xrule'), ([(10403, 12, 8676), (10403, 3, 748), (5920, 3, 748)], 0.2010994, 'xrule'), ([(12065, 12, 8676), (12065, 3, 748), (5920, 3, 748)], 0.19959927, 'xrule')]",7.9146786
[1],1,18,"[(24648, 9, 8339), (24001, 9, 8339), (6419, 2, 729), (24648, 2, 30), (14980, 9, 8339), (6419, 2, 266), (6419, 3, 1744), (24001, 3, 1348), (6419, 3, 506), (25450, 9, 8339), (14980, 3, 506), (24648, 2, 266), (25450, 3, 1744), (6419, 2, 30), (6419, 3, 1348), (6419, 3, 20), (24648, 3, 20), (24001, 2, 729)]",[6.326073],6.532011,"(6419, 9, 8339)",1.0,"[({(6419, 3, 506), (6419, 3, 1744), (6419, 2, 729), (6419, 3, 1348)}, 0.5057473608555004, 'baseline'), ({(6419, 3, 506), (6419, 3, 1744), (6419, 2, 729), (6419, 2, 30)}, 0.49071268514377486, 'baseline'), ({(6419, 3, 506), (6419, 3, 1744), (6419, 2, 729), (6419, 3, 20)}, 0.48747591445759786, 'baseline'), ({(6419, 3, 506), (6419, 3, 1744), (6419, 2, 266), (6419, 2, 729)}, 0.483957809904969, 'baseline'), ({(6419, 3, 506), (6419, 2, 30), (6419, 2, 729), (6419, 3, 1348)}, 0.4832106060296314, 'baseline'), ({(6419, 3, 506), (6419, 3, 20), (6419, 3, 1348), (6419, 2, 729)}, 0.47913317145211215, 'baseline'), ({(6419, 3, 506), (6419, 2, 266), (6419, 2, 729), (6419, 3, 1348)}, 0.4762683337637612, 'baseline'), ({(6419, 3, 506), (6419, 3, 1744), (6419, 2, 30), (6419, 3, 1348)}, 0.4682007258249666, 'baseline'), ({(6419, 3, 506), (6419, 3, 1744), (6419, 3, 20), (6419, 3, 1348)}, 0.4623647157821013, 'baseline'), ({(6419, 3, 506), (6419, 2, 266), (6419, 2, 729), (6419, 3, 20)}, 0.4616761629125585, 'baseline'), ([(6419, 3, 506), (19523, 9, 8339), (19523, 3, 506)], 0.2585001, 'xrule'), ([(6419, 2, 728), (19523, 9, 8339), (19523, 2, 728)], 0.2357006, 'xrule'), ([(6419, 3, 7), (19523, 9, 8339), (19523, 3, 7)], 0.23360062, 'xrule'), ([(6419, 3, 40), (19523, 9, 8339), (19523, 3, 40)], 0.21790028, 'xrule'), ([(6419, 4, 66), (19523, 9, 8339), (19523, 4, 66)], 0.21730042, 'xrule')]",6.326073
[4],4,19,"[(17411, 11, 7984), (4757, 3, 10), (17411, 2, 30), (11495, 11, 7984), (23203, 3, 4768), (4757, 3, 40), (18740, 11, 7984), (7984, 3, 10), (15167, 11, 7984), (4757, 3, 6), (4757, 3, 149), (4757, 3, 4768), (23203, 11, 7984), (17411, 3, 6), (18740, 2, 30), (11495, 3, 40), (4757, 2, 30), (15167, 3, 6), (11495, 3, 149)]",[5.2246666],5.4328356,"(4757, 11, 7984)",4.0,"[([(17411, 11, 7984), (4757, 2, 30), (17411, 2, 30)], 0.9244003, 'xrule'), ([(17411, 11, 7984), (4757, 3, 6), (17411, 3, 6)], 0.7350998, 'xrule'), ([(4757, 2, 30), (18740, 2, 30), (18740, 11, 7984)], 0.46730042, 'xrule'), ([(23203, 3, 4768), (23203, 11, 7984), (4757, 3, 4768)], 0.46660042, 'xrule'), ({(4757, 3, 10), (4757, 3, 6), (4757, 3, 40), (4757, 3, 149)}, 0.446991485647005, 'baseline'), ({(4757, 3, 10), (4757, 3, 6), (4757, 3, 40), (4757, 3, 220)}, 0.44665436181120316, 'baseline'), ({(4757, 3, 10), (4757, 3, 149), (4757, 3, 40), (4757, 3, 220)}, 0.4330263556898237, 'baseline'), ({(4757, 3, 10), (4757, 3, 6), (4757, 3, 220), (4757, 3, 149)}, 0.43211273566168795, 'baseline'), ({(4757, 3, 220), (4757, 3, 6), (4757, 3, 40), (4757, 3, 149)}, 0.42907623661479194, 'baseline'), ({(4757, 3, 10), (4757, 3, 6), (4757, 3, 40), (4757, 2, 68)}, 0.4107580601983635, 'baseline'), ({(4757, 3, 10), (4757, 2, 31), (4757, 3, 40), (4757, 3, 6)}, 0.40643743870554805, 'baseline'), ({(4757, 3, 10), (4757, 3, 40), (4757, 3, 149), (4757, 2, 68)}, 0.40338329665474837, 'baseline'), ({(4757, 3, 10), (4757, 3, 40), (4757, 3, 220), (4757, 2, 68)}, 0.39984087338213026, 'baseline'), ({(4757, 3, 6), (4757, 3, 40), (4757, 3, 149), (4757, 2, 68)}, 0.3956423221891715, 'baseline'), ([(4757, 3, 1024), (23203, 3, 1024), (23203, 11, 7984)], 0.30230045, 'xrule')]",5.2246666
