new_score,new_ranks,original_score,prediction,original_rank,#facts,new_scores,new_rank,facts
0.27597684,"[4, 7]",4.5881968,"(1259, 13, 202)",7,13,"[0.26774746, 0.28420624]",5.5,"[([(4, 2, 3170), (1259, 31, 4), (3170, 13, 202), (3170, 31, 4)], -0.6538, 'xrule'), ([(1259, 84, 689)], -0.8452720166563618, 2968.3004255894834), ([(307, 13, 202), (307, 13, 158), (1259, 13, 158)], -0.9638996, 'xrule'), ([(1259, 26, 64), (3170, 13, 202), (3170, 26, 64)], -1.2972994, 'xrule'), ([(743, 13, 202), (743, 13, 158), (1259, 13, 158)], -1.3178997, 'xrule'), ([(1259, 13, 158)], -1.425372536586347, 5213.193820710764), ([(1259, 12, 4580)], -2.039407631953889, -780.8848729455044), ([(3170, 86, 928), (928, 32, 3170), (3170, 13, 202), (928, 32, 1259)], -2.1177998, 'xrule'), ([(1259, 31, 4), (2115, 13, 202), (2115, 31, 4)], -2.2810993, 'xrule'), ([(1259, 26, 64), (3673, 13, 202), (3673, 26, 64)], -2.7475996, 'xrule'), ([(1259, 30, 371), (371, 7, 3170), (371, 7, 1259), (3170, 13, 202)], -3.2193995, 'xrule'), ([(3673, 13, 202), (3673, 86, 928), (928, 32, 1259), (928, 32, 3673)], -3.3217, 'xrule'), ([(629, 13, 202), (629, 13, 158), (1259, 13, 158)], -3.3375998, 'xrule')]"
1.896582,"[2, 1]",7.894772,"(4819, 85, 434)",1,13,"[2.3075128, 1.4856513]",1.5,"[([(1124, 87, 1554), (1554, 133, 1124), (434, 161, 1554), (4819, 48, 1124)], 3.9155006, 'xrule'), ([(869, 85, 434), (4819, 43, 141), (869, 43, 141)], 1.8251, 'xrule'), ([(2103, 82, 2456), (2103, 85, 434), (4819, 82, 2456)], 1.4652004, 'xrule'), ([(4819, 43, 141), (2103, 85, 434), (2103, 43, 141)], 1.4561005, 'xrule'), ([(4819, 43, 141), (512, 43, 141), (512, 85, 434)], 0.39570045, 'xrule'), ([(4819, 43, 141), (13564, 85, 434), (13564, 43, 141)], 0.35480022, 'xrule'), ([(4099, 43, 141), (4819, 43, 141), (4099, 85, 434)], 0.3196001, 'xrule'), ([(4819, 43, 141), (6713, 85, 434), (6713, 43, 141)], -0.15320015, 'xrule'), ([(11679, 43, 141), (4819, 43, 141), (11679, 85, 434)], -0.5310993, 'xrule'), ([(4819, 21, 5162)], -1.0925154154264862, 52.25114489527195), ([(11091, 43, 141), (4819, 43, 141), (11091, 85, 434)], -1.3449001, 'xrule'), ([(4819, 82, 2456)], -1.4939693737001554, 1474.1833266834922), ([(7942, 22, 4819)], -1.8714303104930274, 45.13337630041926)]"
0.93691766,"[1, 1]",3.0339537,"(4123, 172, 1978)",1,13,"[0.780961, 1.0928743]",1.0,"[([(2519, 172, 1978), (706, 89, 2519), (706, 89, 4123)], 2.8970995, 'xrule'), ([(706, 89, 53), (53, 172, 1978), (706, 89, 4123)], 1.7069998, 'xrule'), ([(706, 89, 1674), (1674, 172, 1978), (706, 89, 4123)], 0.8779001, 'xrule'), ([(3181, 89, 4123), (223, 172, 1978), (3181, 89, 223)], 0.83500004, 'xrule'), ([(3181, 89, 2519), (3181, 89, 4123), (2519, 172, 1978)], 0.043499947, 'xrule'), ([(3181, 89, 4123), (2267, 172, 1978), (3181, 89, 2267)], -0.28680038, 'xrule'), ([(447, 172, 1978), (3181, 89, 4123), (3181, 89, 447)], -0.5013008, 'xrule'), ([(53, 172, 1978), (3181, 89, 4123), (3181, 89, 53)], -0.77350044, 'xrule'), ([(3181, 89, 4123), (1674, 172, 1978), (3181, 89, 1674)], -1.0109005, 'xrule'), ([(3830, 44, 4123)], -1.8867248613349508, 6104.131618339853), ([(3181, 89, 4123)], -1.9182795582932402, 6006.128053530777), ([(2401, 89, 4123)], -2.415943966506631, 7697.081964931522), ([(447, 172, 1978), (706, 89, 447), (706, 89, 4123)], -2.9250002, 'xrule')]"
5.861955,"[1, 1]",12.2361145,"(1309, 25, 62)",1,13,"[5.9729433, 5.750967]",1.0,"[([(32, 15, 2162), (32, 15, 1309), (2162, 25, 62)], 1.9614, 'xrule'), ([(1308, 66, 1309)], 1.8653307822054654, 0.8659170750359279), ([(1309, 56, 1309)], 0.51353554227352, 10234.625634911687), ([(4353, 15, 1309)], -0.4170651018206612, 2.3972192483489065), ([(48, 48, 32), (32, 15, 1309), (48, 25, 62)], -0.9754, 'xrule'), ([(6387, 48, 32), (32, 15, 1309), (6387, 25, 62)], -1.0202999, 'xrule'), ([(32, 15, 1309), (3215, 25, 62), (3215, 48, 32)], -1.2593002, 'xrule'), ([(32, 15, 3243), (32, 15, 1309), (3243, 25, 62), (3243, 133, 32)], -1.4534006, 'xrule'), ([(5214, 25, 62), (32, 15, 1309), (5214, 16, 32)], -1.5430002, 'xrule'), ([(32, 15, 1309), (9093, 25, 62), (9093, 48, 32)], -1.5752001, 'xrule'), ([(7677, 25, 62), (32, 15, 1309), (7677, 48, 32)], -1.6805, 'xrule'), ([(32, 15, 1309), (2597, 28, 32), (2597, 25, 62), (2597, 13, 32)], -2.5460005, 'xrule'), ([(12016, 25, 62), (32, 15, 1309), (12016, 133, 32), (32, 15, 12016)], -2.6734, 'xrule')]"
0.6592642,"[43, 4]",5.9332037,"(3866, 28, 274)",14,13,"[0.6821727, 0.63635564]",23.5,"[([(5291, 34, 90), (5291, 13, 274), (3866, 34, 90)], 3.1196995, 'xrule'), ([(3866, 34, 90), (307, 13, 274), (307, 34, 90)], 2.4913998, 'xrule'), ([(3866, 11, 23), (5291, 13, 274), (5291, 11, 23)], 1.8121996, 'xrule'), ([(7955, 13, 274), (7955, 34, 90), (3866, 34, 90)], 1.3640995, 'xrule'), ([(7412, 11, 23), (7412, 90, 23), (7412, 13, 274), (3866, 11, 23)], 0.97219944, 'xrule'), ([(2835, 13, 274), (3866, 11, 23), (2835, 11, 23)], 0.81869984, 'xrule'), ([(3866, 26, 1936)], 0.7575474245345656, 814.6808210064389), ([(2835, 13, 274), (2835, 34, 90), (3866, 34, 90)], 0.5341997, 'xrule'), ([(3866, 11, 23), (7955, 13, 274), (7955, 11, 23), (7955, 90, 23)], 0.29539967, 'xrule'), ([(3866, 11, 23), (307, 11, 23), (307, 13, 274)], -0.029200554, 'xrule'), ([(7412, 34, 90), (3866, 34, 90), (7412, 13, 274)], -0.23729992, 'xrule'), ([(3866, 26, 2605)], -0.9954685657135108, 859.2698332777039), ([(10603, 6, 3866)], -1.2428998371620872, 4982.223931620478)]"
0.93832254,"[3, 5]",3.366718,"(8425, 124, 4722)",5,13,"[0.9820757, 0.8945694]",4.0,"[([(2578, 68, 447), (2578, 68, 8425), (447, 124, 4722)], 2.5250998, 'xrule'), ([(8425, 101, 3232)], 1.0592332409526561, 702.742543979385), ([(1246, 68, 8425), (842, 124, 4722), (1246, 68, 842)], 0.9431, 'xrule'), ([(446, 68, 8425), (447, 124, 4722), (446, 68, 447)], 0.8970003, 'xrule'), ([(447, 124, 4722), (1019, 89, 447), (1019, 89, 8425)], 0.8458004, 'xrule'), ([(2578, 68, 5015), (5015, 124, 4722), (2578, 68, 8425)], 0.58670044, 'xrule'), ([(1330, 89, 8425), (733, 124, 4722), (1330, 89, 733)], 0.283, 'xrule'), ([(1330, 89, 8425), (447, 124, 4722), (1330, 89, 447)], 0.15639973, 'xrule'), ([(8425, 61, 224)], -0.11452623168520419, 1847.4713996859928), ([(2578, 68, 8425), (2578, 68, 5377), (5377, 124, 4722)], -0.34759998, 'xrule'), ([(1246, 68, 8425), (447, 124, 4722), (1246, 68, 447)], -0.6989002, 'xrule'), ([(8425, 217, 3433)], -0.918648193864218, 8870.28523340416), ([(2578, 68, 1578), (2578, 68, 8425), (1578, 124, 4722)], -1.3910999, 'xrule')]"
1.4389511,"[1, 1]",5.5954394,"(11039, 43, 141)",1,13,"[1.4274116, 1.4504907]",1.0,"[([(11039, 39, 12031)], 1.5343013494848818, 28.822634771543008), ([(4908, 47, 11039)], 1.2848430268597781, 496.783273028987), ([(11039, 177, 212)], 0.6244264089235201, 99.6512245855853), ([(11039, 85, 434), (2332, 43, 141), (2332, 85, 434)], 0.5500002, 'xrule'), ([(6378, 43, 141), (6378, 19, 457), (11039, 19, 457)], 0.18249989, 'xrule'), ([(11039, 85, 434), (8275, 43, 141), (8275, 85, 434)], -0.26340008, 'xrule'), ([(457, 47, 1039), (1039, 43, 141), (1039, 19, 457), (11039, 19, 457)], -1.0436001, 'xrule'), ([(11039, 85, 434), (9569, 43, 141), (9569, 85, 434)], -1.0859003, 'xrule'), ([(11039, 85, 434), (6378, 43, 141), (6378, 85, 434)], -1.6395998, 'xrule'), ([(11039, 85, 434), (4565, 43, 141), (4565, 85, 434)], -1.6538, 'xrule'), ([(8275, 43, 141), (8275, 19, 1250), (11039, 19, 1250)], -2.1062002, 'xrule'), ([(11039, 85, 434), (1039, 85, 434), (1039, 43, 141)], -2.3233995, 'xrule'), ([(9446, 43, 141), (11039, 41, 212), (11039, 177, 212), (212, 42, 9446)], -2.8154001, 'xrule')]"
2.273662,"[2, 1]",9.356104,"(7474, 85, 434)",3,4,"[2.6312392, 1.9160852]",1.5,"[([(251, 17, 871), (7474, 17, 871), (251, 85, 434)], -0.4432001, 'xrule'), ([(7474, 38, 10926)], -1.095603889591454, 52.25056448895571), ([(6912, 47, 7474)], -1.4988002106656728, 1463.182604526308), ([(7241, 47, 7474)], -1.8820599637413387, 41.13215243098622)]"
0.7044721,"[1, 1]",4.5499496,"(1431, 91, 494)",1,3,"[0.61320364, 0.7957406]",1.0,"[([(1431, 12, 7263)], -0.2578992437112274, 9920.435880180568), ([(2577, 162, 1431)], -1.3252310149745228, 7372.209949295411), ([(7272, 38, 1431)], -1.7495540779600574, 8870.148103440655)]"
0.22236031,"[2, 3]",4.9227076,"(1598, 26, 342)",4,13,"[0.2139549, 0.23076575]",2.5,"[([(1472, 26, 342), (1598, 14, 160), (1472, 14, 160)], 3.2095003, 'xrule'), ([(1598, 13, 853), (2447, 26, 342), (2447, 13, 853)], 2.6124, 'xrule'), ([(1598, 13, 382), (906, 28, 382), (1598, 28, 382), (906, 26, 342)], 2.1994, 'xrule'), ([(1598, 13, 1304)], 1.6152430303947833, 446.83413803031084), ([(1598, 13, 382), (1286, 26, 342), (1598, 28, 382), (1286, 28, 382)], 1.3324995, 'xrule'), ([(1598, 14, 160), (135, 14, 160), (135, 26, 342)], 1.2014999, 'xrule'), ([(1598, 14, 160), (9140, 26, 342), (9140, 14, 160)], 0.9663, 'xrule'), ([(1598, 14, 160), (7597, 14, 160), (7597, 26, 342)], 0.9257002, 'xrule'), ([(1598, 13, 4474)], 0.839928674503834, 1903.698450183814), ([(1598, 13, 382), (6732, 28, 382), (1598, 28, 382), (6732, 26, 342)], 0.7077999, 'xrule'), ([(1598, 31, 4)], 0.06485799981037925, 391.51620880839823), ([(1598, 14, 160), (2447, 26, 342), (2447, 14, 160)], -0.32439995, 'xrule'), ([(2447, 26, 342), (2447, 13, 382), (1598, 28, 382), (1598, 13, 382), (2447, 28, 382)], -0.55650043, 'xrule')]"
1.3542395,"[2, 2]",8.570226,"(6433, 85, 434)",1,14,"[1.5323565, 1.1761224]",2.0,"[([(10412, 17, 818), (6433, 17, 818), (10412, 85, 434)], 1.8916006, 'xrule'), ([(5783, 17, 818), (6433, 17, 818), (5783, 85, 434)], 1.6105003, 'xrule'), ([(4974, 48, 32), (6433, 48, 32), (4974, 85, 434)], 1.3852005, 'xrule'), ([(6433, 39, 1327), (5776, 85, 434), (5776, 39, 1327)], 1.1475, 'xrule'), ([(6433, 48, 32), (434, 161, 13168), (32, 15, 13168), (13168, 133, 32)], 0.95990086, 'xrule'), ([(6433, 39, 1327), (2223, 85, 434), (2223, 24, 1327)], 0.71070004, 'xrule'), ([(6433, 17, 215), (10412, 85, 434), (10412, 17, 215)], 0.62020016, 'xrule'), ([(10412, 17, 393), (10412, 85, 434), (6433, 17, 393)], 0.58810043, 'xrule'), ([(6433, 17, 215), (4974, 17, 215), (4974, 85, 434)], 0.28740025, 'xrule'), ([(4318, 85, 434), (6433, 48, 32), (4318, 48, 32)], 0.24720001, 'xrule'), ([(6433, 48, 32), (2223, 85, 434), (2223, 48, 32)], 0.15470028, 'xrule'), ([(6433, 17, 393)], -0.6855911759503656, -3587.6649854553148), ([(12546, 109, 6433)], -1.2983431222123247, -4121.78555601117), ([(6433, 102, 12546)], -1.51726048369385, -3836.8201347285894)]"
1.1159203,"[2, 2]",3.3958833,"(1956, 98, 8986)",1,3,"[1.1359112, 1.0959294]",2.0,"[([(1956, 68, 3895)], 1.326470435425569, -624.2097438059191), ([(7829, 40, 1956)], 0.442020458252918, 490.60874035005514), ([(1956, 68, 2704)], -1.2911939029569253, 697.2156507889125)]"
0.76711774,"[1, 1]",2.8390942,"(9448, 0, 4494)",1,13,"[1.0332582, 0.5009773]",1.0,"[([(2600, 0, 4494), (2600, 73, 1059), (9448, 73, 1059)], 1.4484005, 'xrule'), ([(1046, 73, 1059), (1046, 0, 4494), (9448, 73, 1059)], 1.0023003, 'xrule'), ([(2045, 29, 9448), (2045, 29, 1046), (1046, 0, 4494)], 0.5880003, 'xrule'), ([(1718, 157, 1576), (1576, 0, 4494), (1718, 157, 9448)], 0.12709999, 'xrule'), ([(8307, 72, 1718), (1718, 157, 8307), (8307, 0, 4494), (8307, 69, 1718), (1718, 157, 9448)], -0.0116996765, 'xrule'), ([(1163, 73, 1059), (1163, 0, 4494), (9448, 73, 1059)], -0.21389961, 'xrule'), ([(308, 69, 1718), (308, 0, 4494), (1718, 157, 9448)], -0.50949955, 'xrule'), ([(1046, 72, 1718), (1718, 157, 1046), (1046, 0, 4494), (1718, 157, 9448)], -1.1556997, 'xrule'), ([(4744, 13, 9448)], -1.2467536349602188, 7035.223262596002), ([(1576, 0, 4494), (1576, 73, 1059), (9448, 73, 1059)], -1.3058996, 'xrule'), ([(2045, 29, 9448), (2045, 29, 308), (308, 0, 4494)], -1.4484997, 'xrule'), ([(434, 161, 9448)], -1.5091466229434432, 7381.181065288025), ([(2115, 13, 9448)], -1.7250465567347728, 6015.151222266661)]"
1.6300173,"[1, 1]",13.760386,"(4282, 25, 62)",1,10,"[1.5600283, 1.7000061]",1.0,"[([(4282, 34, 90)], 2.268775104000477, 599.9062577689599), ([(3734, 6, 4282)], 1.8480940716178083, 148.86390315982226), ([(4282, 116, 527)], 0.9680758024014525, 1493.7247357882993), ([(2387, 25, 62), (2387, 133, 32), (4282, 28, 32), (4282, 13, 32)], 0.7334995, 'xrule'), ([(2796, 48, 32), (2796, 25, 62), (4282, 28, 32), (4282, 13, 32)], -0.5064001, 'xrule'), ([(13150, 25, 62), (32, 15, 13150), (4282, 28, 32), (4282, 13, 32)], -0.81239986, 'xrule'), ([(4299, 25, 62), (4299, 48, 32), (4282, 28, 32), (4282, 13, 32)], -0.8867998, 'xrule'), ([(10138, 25, 62), (10138, 16, 32), (4282, 28, 32), (4282, 13, 32), (32, 15, 10138)], -1.7981005, 'xrule'), ([(832, 48, 32), (4282, 28, 32), (832, 25, 62), (4282, 13, 32)], -1.8866005, 'xrule'), ([(1803, 25, 62), (32, 15, 1803), (4282, 28, 32), (4282, 13, 32), (1803, 133, 32)], -1.9274006, 'xrule')]"
0.25157028,"[25, 17]",2.5320902,"(5958, 13, 308)",19,13,"[0.27471775, 0.22842279]",21.0,"[([(5223, 13, 449), (5958, 13, 449), (5223, 13, 308)], 1.6894999, 'xrule'), ([(5958, 13, 1304)], 0.6535616365507054, 8442.6578126099), ([(5958, 28, 32)], -0.014802892724727379, 7151.496299334392), ([(5958, 13, 853)], -0.015275915217035984, 8785.496181085464), ([(11068, 13, 308), (5958, 13, 419), (11068, 13, 419)], -0.65040016, 'xrule'), ([(7895, 13, 419), (5958, 13, 419), (7895, 13, 308)], -0.7621002, 'xrule'), ([(5958, 13, 119), (8401, 13, 308), (8401, 13, 119)], -0.92190075, 'xrule'), ([(5958, 13, 119), (11068, 13, 308), (11068, 13, 119)], -1.4916, 'xrule'), ([(5958, 13, 419), (5223, 13, 419), (5223, 13, 308)], -1.5019007, 'xrule'), ([(7895, 13, 308), (7895, 13, 449), (5958, 13, 449)], -1.6142006, 'xrule'), ([(5958, 13, 68), (8401, 13, 308), (8401, 13, 68)], -1.9358006, 'xrule'), ([(3548, 13, 419), (5958, 13, 419), (3548, 13, 308)], -2.1729002, 'xrule'), ([(8401, 13, 308), (8401, 13, 449), (5958, 13, 449)], -3.4336004, 'xrule')]"
1.9898041,"[2, 1]",6.228981,"(7729, 43, 141)",1,14,"[1.9265468, 2.0530615]",1.5,"[([(7729, 17, 862), (4848, 43, 141), (4848, 17, 862)], 2.3146, 'xrule'), ([(7729, 85, 434), (6863, 43, 141), (6863, 85, 434)], 2.2406998, 'xrule'), ([(7729, 85, 434), (12156, 43, 141), (12156, 85, 434)], 1.4765997, 'xrule'), ([(3387, 215, 7729)], 1.3362761150292632, 480.79187687288993), ([(7729, 17, 862), (8606, 17, 862), (8606, 43, 141)], 1.1838999, 'xrule'), ([(7729, 19, 2820)], 1.0722876121655256, 47.745031702926276), ([(7729, 17, 862), (3707, 17, 862), (3707, 43, 141)], 0.96329975, 'xrule'), ([(7729, 85, 434), (4848, 43, 141), (4848, 85, 434)], 0.8920002, 'xrule'), ([(7729, 17, 862), (3525, 17, 862), (3525, 43, 141)], 0.86520004, 'xrule'), ([(7729, 85, 434), (7465, 85, 434), (7465, 43, 141)], 0.39079952, 'xrule'), ([(7729, 17, 862)], 0.30749182026374355, 6564.57627291515), ([(7729, 85, 434), (8606, 85, 434), (8606, 43, 141)], -0.51049995, 'xrule'), ([(7729, 85, 1665), (8606, 43, 141), (8606, 85, 1665)], -1.2533998, 'xrule'), ([(1857, 47, 7729), (3525, 43, 141), (7729, 19, 1857), (3525, 19, 1857)], -2.5745, 'xrule')]"
0.30771166,"[1, 1]",5.4507256,"(7349, 11, 23)",2,13,"[0.29643917, 0.31898415]",1.0,"[([(2767, 6, 7349)], 1.2424464800972104, 1951.7759895624345), ([(2470, 11, 23), (2470, 13, 68), (7349, 13, 68)], 0.9208002, 'xrule'), ([(13785, 59, 7349)], 0.9136758340137424, 12483.713751752774), ([(7349, 13, 1163)], 0.867089796361992, 11273.704139774554), ([(2470, 11, 23), (2470, 13, 235), (7349, 13, 235)], -0.32829952, 'xrule'), ([(2470, 11, 23), (2470, 13, 119), (7349, 13, 119)], -0.59369946, 'xrule'), ([(4246, 11, 23), (7349, 13, 1163), (4246, 13, 1163)], -0.776, 'xrule'), ([(5458, 11, 23), (5458, 13, 32), (7349, 28, 32)], -0.93569946, 'xrule'), ([(4246, 11, 23), (7349, 13, 274), (4246, 13, 274)], -1.0721998, 'xrule'), ([(2470, 11, 23), (2470, 13, 181), (7349, 13, 181)], -1.5120001, 'xrule'), ([(2470, 11, 23), (2470, 13, 274), (7349, 13, 274)], -1.658, 'xrule'), ([(5047, 11, 23), (7349, 86, 410), (410, 32, 7349), (410, 32, 5047), (5047, 86, 410)], -1.6694994, 'xrule'), ([(5458, 11, 23), (410, 32, 5458), (410, 32, 7349), (7349, 86, 410)], -3.7384996, 'xrule')]"
0.27627885,"[2, 1]",5.48673,"(4270, 14, 160)",1,3,"[0.3358643, 0.21669342]",1.5,"[([(4270, 141, 6638)], 1.0634956883886955, 10712.743357998963), ([(6800, 97, 4270)], 0.48992447329969796, 12228.62008863002), ([(6638, 97, 4270)], 0.13315490925821824, 9582.533239619632)]"
0.44123214,"[1, 1]",3.426412,"(5563, 34, 90)",1,3,"[0.2469737, 0.6354906]",1.0,"[([(2678, 6, 5563)], 0.26848224899072853, 11399.566720251427), ([(4380, 6, 5563)], -0.8240069870973962, 11000.304913740367), ([(5563, 28, 274)], -1.5797747860063864, 9269.170827370186)]"
0.19101498,"[1, 1]",5.8760414,"(1174, 60, 90)",1,3,"[0.18620972, 0.19582023]",1.0,"[([(7252, 84, 1174)], 0.28037933613883237, 7342.569639210793), ([(941, 84, 1174)], -0.5848602813449119, 7441.357815001437), ([(1917, 8, 1174)], -1.1304282600369548, 6892.244082065697)]"
1.4278376,"[2, 2]",14.561535,"(7448, 43, 141)",2102,5,"[1.6540656, 1.2016095]",2.0,"[([(11530, 6, 7448)], 1.5224109376214972, 28.820893219088795), ([(441, 32, 7448)], 1.2745833982797043, 497.78152633044743), ([(7448, 141, 727)], 0.6153178654138018, 99.64915291260604), ([(7448, 106, 592), (6603, 43, 141), (6603, 24, 592)], -0.0333004, 'xrule'), ([(5309, 43, 141), (2808, 6, 7448), (5309, 77, 2808)], -3.5503006, 'xrule')]"
2.943007,"[2, 1]",8.304846,"(12589, 43, 141)",1,13,"[2.3927922, 3.4932218]",1.5,"[([(7262, 43, 141), (12589, 48, 32), (7262, 48, 32)], 3.7285995, 'xrule'), ([(12589, 48, 32), (9078, 43, 141), (9078, 48, 32)], 2.4045, 'xrule'), ([(12589, 48, 32)], 2.066115002700712, 7030.887565840385), ([(12589, 48, 32), (5128, 48, 32), (5128, 43, 141)], 1.5897999, 'xrule'), ([(12589, 24, 1327)], 1.3162789944647613, 39.78856195200775), ([(9359, 43, 141), (12589, 48, 32), (9359, 48, 32)], 1.3063002, 'xrule'), ([(5067, 43, 141), (12589, 48, 32), (5067, 48, 32)], 0.6196003, 'xrule'), ([(9092, 43, 141), (12589, 48, 32), (9092, 48, 32)], 0.37689972, 'xrule'), ([(6979, 24, 592), (6979, 43, 141), (12589, 39, 592)], 0.21189976, 'xrule'), ([(53, 22, 12589)], 0.19370369182367625, 7.548275062693217), ([(12589, 48, 32), (6979, 43, 141), (6979, 48, 32)], -0.1569004, 'xrule'), ([(7166, 24, 592), (7166, 43, 141), (12589, 39, 592), (7166, 66, 592)], -0.49750042, 'xrule'), ([(12589, 48, 32), (6421, 43, 141), (6421, 48, 32)], -0.8551998, 'xrule')]"
0.22104853,"[1, 1]",3.670332,"(2302, 60, 90)",1,6,"[0.18367225, 0.25842482]",1.0,"[([(1126, 25, 62), (90, 25, 62), (2302, 19, 1126)], 1.448, 'xrule'), ([(2302, 38, 1490)], 1.3855944304939651, 9836.799887977579), ([(5977, 34, 90), (2302, 19, 2303), (2303, 7, 5977)], 0.29240036, 'xrule'), ([(6348, 34, 90), (2302, 19, 1126), (1126, 7, 6348)], 0.04600048, 'xrule'), ([(2302, 6, 230)], -0.09202571673161387, 10045.477009783348), ([(2810, 45, 2302)], -1.2491139788482024, 7196.222853541015)]"
