original_rank,prediction,original_score,new_score,new_ranks,facts,new_rank,new_scores,exp_length,exp
1,"(26644, 1, 16054)",9.2418165,-3.4359994,[6621],"[({(16054, 1, 26644), (16053, 3, 26644), (26644, 3, 16053), (4985, 1, 26644)}, 10.739635458960286, 'baseline'), ({(16054, 1, 26644), (26644, 3, 16053), (4985, 1, 26644)}, 3.2841432584581334, 'baseline'), ({(16054, 1, 26644), (16053, 3, 26644), (4985, 1, 26644)}, 3.2778647415565114, 'baseline'), ({(16054, 1, 26644), (4985, 1, 26644)}, 3.260313315021874, 'baseline'), ([(16054, 1, 26644)], 2.1005, 'xrule'), ({(16054, 1, 26644)}, 1.7735272260516601, 'baseline'), ({(16054, 1, 26644), (16053, 3, 26644), (26644, 3, 16053)}, 1.7648125496488503, 'baseline'), ({(16054, 1, 26644), (26644, 3, 16053)}, 1.5333834379702584, 'baseline'), ({(16054, 1, 26644), (16053, 3, 26644)}, 1.4820471472491712, 'baseline'), ({(4985, 1, 26644)}, 0.10790352066123854, 'baseline'), ({(26644, 3, 16053)}, -0.3828877987640949, 'baseline'), ([(16053, 1, 16054), (16053, 1, 4985), (16054, 1, 16053), (4985, 1, 26644), (4985, 1, 16053)], -0.43779945, 'xrule'), ([(26644, 3, 16053), (16054, 1, 16053), (16053, 1, 16054), (16053, 3, 26644)], -0.63759995, 'xrule')]",6621.0,[-3.4359994],6,"[(16053, 1, 16054), (16053, 3, 26644), (16054, 1, 26644), (26644, 3, 16053), (16053, 1, 4985), (4985, 1, 26644)]"
1,"(29442, 1, 5305)",8.90522,2.9729307,[17],"[({(29442, 1, 8152), (8152, 1, 29442), (5305, 1, 29442)}, 2.6294018432046866, 'baseline'), ({(29442, 1, 8152), (8152, 1, 29442), (5305, 1, 29442)}, 2.401563298845332, 'baseline'), ({(29442, 1, 8152), (8152, 1, 29442), (5305, 1, 29442)}, 2.398450505635869, 'baseline'), ({(29442, 1, 8152), (8152, 1, 29442), (5305, 1, 29442)}, 2.320120934228521, 'baseline'), ([(5305, 1, 29442)], 1.7723999, 'xrule'), ({(29442, 1, 8152), (5305, 1, 29442)}, 1.6218949090029204, 'baseline'), ({(8152, 1, 29442), (5305, 1, 29442)}, 1.5169935904165732, 'baseline'), ({(29442, 1, 8152), (5305, 1, 29442)}, 1.5122395237692892, 'baseline'), ({(29442, 1, 8152), (5305, 1, 29442)}, 1.410222116962058, 'baseline'), ({(29442, 1, 8152), (5305, 1, 29442)}, 1.379561486540018, 'baseline'), ([(1754, 1, 8152), (8152, 1, 1754), (29442, 1, 8152), (8152, 1, 29442), (1754, 1, 5305), (5305, 1, 1754)], -0.2486, 'xrule'), ({(29442, 1, 8152)}, -0.38549037597694313, 'baseline')]",17.0,[2.9729307],5,"[(1754, 1, 8152), (8152, 1, 29442), (5305, 1, 29442), (29442, 1, 8152), (1754, 1, 5305)]"
1,"(1771, 1, 1770)",8.726723,-0.15798597,[12873],"[([(1770, 1, 1771)], 1.9812002, 'xrule'), ({(1770, 1, 1771)}, 0.6342831099647954, 'baseline'), ({(1770, 1, 1771)}, 0.5145492980884248, 'baseline'), ({(21991, 0, 1771)}, 0.007210771492479001, 'baseline'), ([(21991, 0, 1771), (21991, 1, 1770), (1770, 1, 21991)], -0.1008997, 'xrule')]",12873.0,[-0.15798597],4,"[(1770, 1, 21991), (1770, 1, 1771), (21991, 0, 1771), (21991, 1, 1770)]"
1,"(22121, 0, 351)",8.308378,6.195074,[2],"[({(512, 4, 22121)}, 9.921402529263688, 'baseline'), ({(512, 4, 22121)}, 3.4292343567774193, 'baseline'), ([(512, 4, 4929), (512, 4, 22121), (4929, 0, 351)], 2.7183995, 'xrule'), ([(512, 4, 15290), (15290, 0, 351), (512, 4, 22121)], 2.6837997, 'xrule'), ([(512, 4, 22121), (512, 4, 34879), (34879, 0, 351)], 2.5988994, 'xrule'), ([(512, 4, 34431), (34431, 0, 351), (512, 4, 22121)], 2.5765996, 'xrule'), ([(512, 4, 22121), (19416, 0, 351), (512, 4, 19416)], 2.5697994, 'xrule')]",2.0,[6.195074],9,"[(512, 4, 4929), (512, 4, 33810), (33810, 0, 351), (512, 4, 34879), (34879, 0, 351), (4929, 0, 351), (15290, 0, 351), (512, 4, 22121), (512, 4, 15290)]"
1,"(10990, 1, 4301)",9.040138,4.20844,[9],"[([(4301, 1, 10990)], 1.7748995, 'xrule'), ({(4301, 1, 10990)}, 0.8760500436071921, 'baseline'), ({(4301, 1, 10990)}, 0.8672943595067973, 'baseline'), ({(4301, 1, 10990)}, 0.8091888897065973, 'baseline'), ({(4301, 1, 10990)}, 0.785560654412115, 'baseline'), ([(6575, 0, 1380), (10990, 0, 1380), (4301, 1, 6575), (6575, 1, 4301)], -0.055900574, 'xrule'), ({(10990, 0, 1380)}, -0.13177867686528397, 'baseline'), ({(10990, 0, 1380)}, -0.14206596171243926, 'baseline'), ({(10990, 0, 1380)}, -0.17022605682493608, 'baseline'), ({(10990, 0, 1380)}, -0.18138976830304718, 'baseline')]",9.0,[4.20844],1,"[(4301, 1, 10990)]"
1,"(22873, 1, 37187)",9.392544,-1.7203462,[40637],"[([(37187, 1, 22873)], 14.173201, 'xrule'), ({(37187, 1, 22873)}, 0.15584091396991442, 'baseline'), ({(37187, 1, 22873)}, 0.13088611806650133, 'baseline'), ({(37187, 1, 22873)}, 0.12739757738559557, 'baseline'), ({(37187, 1, 22873)}, 0.09474281507519702, 'baseline')]",40637.0,[-1.7203462],1,"[(37187, 1, 22873)]"
1,"(13776, 2, 121)",8.00515,8.866893,[8],"[({(2181, 6, 13776), (13776, 2, 916)}, 8.683698580027924, 'baseline'), ({(13776, 2, 916)}, 3.642136975996093, 'baseline'), ([(27523, 2, 121), (27523, 2, 916), (13776, 2, 916)], 3.2749, 'xrule'), ([(6932, 2, 121), (6932, 2, 916), (13776, 2, 916)], 3.2345, 'xrule'), ([(9036, 2, 916), (9036, 2, 121), (13776, 2, 916)], 3.2338, 'xrule'), ([(27868, 2, 121), (27868, 2, 916), (13776, 2, 916)], 3.2337003, 'xrule'), ([(30719, 2, 916), (30719, 2, 121), (13776, 2, 916)], 3.2248, 'xrule'), ({(2181, 6, 13776)}, -0.34665771180427146, 'baseline')]",8.0,[8.866893],10,"[(6932, 2, 121), (27523, 2, 121), (13776, 2, 916), (2181, 6, 30733), (9036, 2, 916), (2181, 6, 13776), (30733, 2, 121), (6932, 2, 916), (9036, 2, 121), (27523, 2, 916)]"
1,"(17465, 1, 17464)",9.928814,-2.0244927,[24963],"[({(17464, 1, 17465)}, 10.746344925119082, 'baseline'), ([(17464, 1, 17465)], 7.2282, 'xrule'), ({(17464, 1, 17465)}, 3.139223826840779, 'baseline'), ({(17464, 1, 17465)}, 3.1331861135448773, 'baseline'), ({(17464, 1, 17465)}, 3.1266424757364417, 'baseline'), ({(17464, 1, 17465)}, 2.7938997202080373, 'baseline'), ({(17464, 1, 17465)}, 1.6945725250574937, 'baseline'), ({(17464, 1, 17465)}, 1.5591860513758253, 'baseline'), ({(17464, 1, 17465)}, 1.5516052939591314, 'baseline')]",24963.0,[-2.0244927],1,"[(17464, 1, 17465)]"
1,"(33614, 5, 172)",7.783125,10.335257,[2],"[({(26515, 4, 33614), (33614, 0, 5517)}, 6.1164195752479875, 'baseline'), ({(33614, 0, 5517)}, 1.6908541486232116, 'baseline'), ([(33614, 0, 5517), (26672, 0, 5517), (26672, 5, 172)], 1.6791997, 'xrule'), ([(27866, 0, 5517), (33614, 0, 5517), (27866, 5, 172)], 1.6469998, 'xrule'), ([(23573, 0, 5517), (33614, 0, 5517), (23573, 5, 172)], 1.6334996, 'xrule'), ([(20347, 5, 172), (33614, 0, 5517), (20347, 0, 5517)], 1.5362997, 'xrule'), ([(31682, 0, 5517), (33614, 0, 5517), (31682, 5, 172)], 1.5230999, 'xrule'), ({(26515, 4, 33614)}, 0.8566513539794962, 'baseline')]",2.0,[10.335257],11,"[(27866, 5, 172), (31682, 5, 172), (31682, 0, 5517), (26515, 5, 172), (27866, 0, 5517), (23573, 0, 5517), (33614, 0, 5517), (26672, 0, 5517), (26515, 4, 33614), (26672, 5, 172), (23573, 5, 172)]"
1,"(7948, 1, 8993)",9.079611,-2.27914,[40660],"[([(8993, 1, 7948)], 4.8894997, 'xrule'), ({(22982, 1, 7948), (8993, 1, 7948), (7948, 1, 22982)}, 3.2872889538205685, 'baseline'), ({(8993, 1, 7948), (7948, 1, 22982)}, 1.691881255951267, 'baseline'), ({(8993, 1, 7948), (7948, 1, 22982)}, 1.60211474903145, 'baseline'), ({(8993, 1, 7948), (7948, 1, 22982)}, 1.5998202085667266, 'baseline'), ({(8993, 1, 7948), (22982, 1, 7948)}, 1.5869990104637246, 'baseline'), ({(22982, 1, 7948), (8993, 1, 7948), (7948, 1, 22982)}, 1.1989508236786603, 'baseline'), ({(8993, 1, 7948), (7948, 1, 22982)}, 1.0800028376038209, 'baseline'), ({(8993, 1, 7948)}, 1.0572996661759093, 'baseline'), ({(8993, 1, 7948), (7948, 1, 22982)}, 0.9123907578191713, 'baseline'), ({(7948, 1, 22982)}, -0.42828174221397536, 'baseline'), ([(9238, 0, 22982), (8993, 0, 9238), (7948, 1, 22982), (22982, 1, 7948)], -0.65390015, 'xrule')]",40660.0,[-2.27914],5,"[(9238, 0, 22982), (7948, 1, 22982), (8993, 0, 9238), (8993, 1, 7948), (22982, 1, 7948)]"
