exp_length,original_score,facts,prediction,original_rank,new_scores,new_ranks,exp,new_score,new_rank
21,8.005735,"[([(4646, 25, 62), (7706, 25, 62), (4646, 17, 1002)], 0.3867998, 'xrule'), ([(7160, 20, 7706), (4646, 17, 1002), (7160, 20, 4646)], 0.30519962, 'xrule'), ([(2077, 76, 7706), (66, 17, 1002), (2077, 76, 66)], 0.26749992, 'xrule'), ({(7706, 17, 60), (138, 42, 7706), (1374, 20, 7706), (7706, 41, 212)}, 0.22942356346508097, 'baseline'), ({(7706, 17, 60), (138, 42, 7706), (7706, 41, 212), (985, 42, 7706)}, 0.2215290474244592, 'baseline'), ({(7706, 17, 60), (138, 42, 7706), (1374, 20, 7706), (985, 42, 7706)}, 0.22064022298343344, 'baseline'), ({(7706, 17, 60), (138, 42, 7706), (7706, 48, 32), (1374, 20, 7706)}, 0.21283821334310757, 'baseline'), ({(7706, 17, 60), (138, 42, 7706), (7706, 48, 32), (7706, 41, 212)}, 0.21245006793004323, 'baseline'), ({(138, 42, 7706), (7706, 41, 212), (1374, 20, 7706), (985, 42, 7706)}, 0.2086000846680809, 'baseline'), ({(7706, 17, 60), (138, 42, 7706), (7706, 48, 32), (985, 42, 7706)}, 0.2036981986798242, 'baseline'), ({(7706, 17, 60), (1374, 20, 7706), (7706, 41, 212), (985, 42, 7706)}, 0.20129207835708215, 'baseline'), ({(138, 42, 7706), (7706, 48, 32), (1374, 20, 7706), (7706, 41, 212)}, 0.20074466928824874, 'baseline'), ({(138, 42, 7706), (7706, 17, 60), (5392, 76, 7706), (1374, 20, 7706)}, 0.19685940012207603, 'baseline'), ([(10736, 100, 160), (10736, 17, 1002), (7706, 100, 160)], 0.19239998, 'xrule'), ([(1374, 20, 4260), (4260, 17, 1002), (1374, 20, 7706)], 0.16860008, 'xrule')]","(7706, 17, 1002)",1,[7.621069],[1],"[(4646, 17, 1002), (985, 42, 7706), (9812, 17, 1002), (66, 17, 1002), (7706, 17, 60), (1374, 20, 9757), (985, 42, 9411), (138, 42, 7706), (9411, 17, 1002), (7706, 41, 212), (9757, 17, 1002), (1374, 20, 7706), (2077, 76, 7706), (4646, 25, 62), (9411, 41, 138), (2077, 76, 66), (7160, 20, 4646), (7160, 20, 7706), (9812, 17, 60), (7706, 25, 62), (212, 42, 9757)]",7.621069,1.0
16,8.090952,"[([(1445, 205, 1080), (1445, 62, 1080), (1080, 54, 1445), (1445, 133, 1080), (2494, 48, 1080), (1080, 15, 1445), (434, 161, 1445)], 1.0705004, 'xrule'), ([(434, 161, 1445), (2494, 24, 1445)], 0.8969002, 'xrule'), ([(2494, 48, 32), (716, 48, 32), (716, 85, 434)], 0.6378002, 'xrule'), ([(2494, 48, 32), (282, 48, 32), (282, 85, 434)], 0.5288, 'xrule'), ([(2494, 8, 8975), (8975, 85, 434), (8975, 8, 2494)], 0.47850037, 'xrule'), ({(2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.356674235598793, 'baseline'), ({(2494, 24, 1445), (2494, 48, 32), (2494, 48, 1080), (2934, 8, 2494)}, 0.35433105781742624, 'baseline'), ({(2494, 192, 2500), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.3530493195094441, 'baseline'), ({(2500, 192, 2494), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.351191561927401, 'baseline'), ({(2494, 24, 1445), (2494, 48, 32), (2494, 48, 1080), (2494, 8, 360)}, 0.34430698701307705, 'baseline'), ({(2494, 24, 1445), (2494, 48, 32), (2494, 48, 1080), (2494, 45, 4028)}, 0.3436842376368318, 'baseline'), ({(5700, 84, 2494), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.34345630952607015, 'baseline'), ({(360, 8, 2494), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.34232525173746803, 'baseline'), ({(4028, 45, 2494), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.3402204924962192, 'baseline'), ({(4181, 84, 2494), (2494, 48, 32), (2494, 48, 1080), (2494, 24, 1445)}, 0.3396625930330502, 'baseline')]","(2494, 85, 434)",1,[7.945807],[1],"[(282, 85, 434), (1080, 54, 1445), (282, 48, 32), (8975, 85, 434), (434, 161, 1445), (8975, 8, 2494), (1445, 205, 1080), (1445, 62, 1080), (1445, 133, 1080), (2494, 48, 32), (2494, 48, 1080), (716, 48, 32), (1080, 15, 1445), (2494, 8, 8975), (716, 85, 434), (2494, 24, 1445)]",7.945807,1.0
15,7.616864,"[([(8293, 26, 64), (5672, 28, 32), (5672, 13, 32), (8293, 13, 32)], 0.7564001, 'xrule'), ([(71, 26, 64), (71, 28, 32), (5672, 28, 32), (5672, 13, 32)], 0.6485996, 'xrule'), ([(6439, 26, 1960), (5672, 26, 1960), (6439, 26, 64)], 0.58469963, 'xrule'), ([(658, 2, 5672), (2392, 26, 64), (2392, 31, 658)], 0.58180046, 'xrule'), ([(2531, 26, 64), (5672, 106, 592), (2531, 106, 592)], 0.50769997, 'xrule'), ({(5672, 14, 160), (5672, 31, 1211), (5672, 26, 1960), (5672, 26, 1098)}, 0.3932152209939866, 'baseline'), ({(5672, 14, 160), (5672, 31, 1211), (5672, 28, 32), (5672, 26, 1098)}, 0.3907223163203349, 'baseline'), ({(5672, 14, 160), (5672, 31, 1211), (658, 2, 5672), (5672, 26, 1098)}, 0.376247447450623, 'baseline'), ({(5672, 14, 160), (5672, 31, 1211), (5672, 26, 1098), (5672, 106, 592)}, 0.37330822316718076, 'baseline'), ({(5672, 31, 1211), (5672, 26, 1960), (5672, 28, 32), (5672, 26, 1098)}, 0.3684254106590675, 'baseline'), ({(5672, 14, 160), (5672, 31, 1211), (268, 32, 5672), (5672, 26, 1098)}, 0.3610697205883254, 'baseline'), ({(658, 2, 5672), (5672, 31, 1211), (5672, 26, 1960), (5672, 26, 1098)}, 0.35944656688226106, 'baseline'), ({(5672, 31, 1211), (5672, 26, 1960), (5672, 26, 1098), (5672, 106, 592)}, 0.35931972820610925, 'baseline'), ({(5672, 14, 160), (5672, 26, 1098), (5672, 26, 1960), (5672, 28, 32)}, 0.35913566907948863, 'baseline'), ({(5672, 31, 1211), (5672, 26, 1960), (5672, 26, 1098)}, 0.2866650035680029, 'baseline')]","(5672, 26, 64)",1,[7.186908],[1],"[(658, 2, 5672), (5672, 26, 1960), (5672, 13, 32), (2392, 31, 658), (8293, 26, 64), (5672, 106, 592), (8293, 13, 32), (6439, 26, 64), (71, 28, 32), (5672, 28, 32), (2531, 26, 64), (2531, 106, 592), (71, 26, 64), (2392, 26, 64), (6439, 26, 1960)]",7.186908,1.0
16,8.392536,"[({(3350, 17, 862), (3350, 85, 434), (3350, 43, 384), (3350, 17, 1002)}, 2.25765812141947, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 24, 1327), (3350, 17, 1002)}, 2.0669880916590553, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 17, 1192), (3350, 17, 1002)}, 1.9039746217141391, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 24, 1327), (3350, 43, 384)}, 1.6921807097541401, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 43, 384), (3350, 17, 1192)}, 1.5674687132471736, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 17, 1002)}, 1.556526253618596, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 6, 4497), (3350, 17, 1002)}, 1.5203791343574016, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (11316, 1, 3350), (3350, 17, 1002)}, 1.5100355822899656, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 24, 1327), (3350, 17, 1192)}, 1.5028553680341306, 'baseline'), ({(3350, 17, 862), (3350, 85, 434), (3350, 6, 6439), (3350, 17, 1002)}, 1.4978714658544534, 'baseline'), ([(9323, 133, 32), (3350, 85, 434), (32, 15, 9323), (434, 161, 9323)], 1.0749998, 'xrule'), ([(3350, 17, 862), (668, 17, 862), (668, 48, 32)], 0.8618002, 'xrule'), ([(3350, 85, 434), (434, 161, 32)], 0.8576002, 'xrule'), ([(3350, 17, 862), (8755, 48, 32), (8755, 17, 862)], 0.74190044, 'xrule'), ([(3350, 85, 434), (1308, 48, 32), (1308, 85, 434)], 0.6975002, 'xrule')]","(3350, 48, 32)",1,[5.846666],[1],"[(13293, 48, 32), (3350, 85, 434), (434, 161, 32), (12820, 17, 862), (3350, 24, 1327), (12820, 48, 32), (10159, 48, 32), (8188, 48, 32), (3350, 17, 862), (32, 15, 1327), (3350, 17, 1192), (3350, 17, 1002), (8188, 43, 384), (3350, 43, 384), (10159, 17, 1002), (13293, 17, 1192)]",5.846666,1.0
16,5.3587217,"[([(13066, 150, 382), (13066, 25, 62), (6933, 135, 382), (382, 15, 6933)], 0.9613, 'xrule'), ({(382, 15, 6933), (1124, 15, 6933)}, 0.7785826193358167, 'baseline'), ([(4529, 48, 1124), (6933, 133, 1124), (4529, 25, 62), (1124, 15, 6933)], 0.59449995, 'xrule'), ([(269, 147, 382), (269, 25, 62), (6933, 135, 382), (382, 15, 6933)], 0.59379995, 'xrule'), ([(8955, 25, 62), (6933, 135, 382), (382, 15, 6933), (8955, 48, 382)], 0.5912, 'xrule'), ([(4114, 48, 1124), (4114, 25, 62), (6933, 133, 1124), (1124, 15, 6933)], 0.58309996, 'xrule'), ({(1124, 15, 6933)}, 0.3429382259099383, 'baseline'), ({(382, 15, 6933)}, 0.25453047050651606, 'baseline'), ({(434, 161, 6933)}, 0.19402984839791806, 'baseline'), ({(6933, 133, 1124)}, 0.08630422786022103, 'baseline'), ({(8925, 160, 6933)}, 0.04236392207244916, 'baseline'), ({(6933, 154, 5054)}, 0.026160995450134842, 'baseline'), ({(6933, 94, 1495)}, 0.018702308602084827, 'baseline'), ({(5570, 83, 6933)}, 0.003590146978564502, 'baseline')]","(6933, 25, 62)",1,[5.6355457],[1],"[(4529, 48, 1124), (269, 147, 382), (382, 15, 14394), (6933, 135, 382), (6933, 133, 1124), (13066, 25, 62), (8955, 25, 62), (382, 15, 6933), (1124, 15, 13902), (1124, 15, 6933), (14394, 25, 62), (4529, 25, 62), (13902, 25, 62), (13066, 150, 382), (269, 25, 62), (8955, 48, 382)]",5.6355457,1.0
9,7.438649,"[({(10762, 62, 7983), (1080, 15, 10762), (10762, 154, 2620)}, 3.517329096325302, 'baseline'), ({(10762, 62, 7983), (1080, 15, 10762)}, 2.703915289319436, 'baseline'), ({(1080, 15, 10762)}, 1.7662704793380586, 'baseline'), ({(1080, 15, 10762), (10762, 154, 2620)}, 1.6975897123060713, 'baseline'), ({(1080, 15, 10762), (7983, 15, 10762)}, 1.538040706649122, 'baseline'), ([(10252, 25, 62), (1080, 15, 10762), (10252, 13, 1080)], 1.1660998, 'xrule'), ([(4744, 25, 62), (4744, 13, 1080), (1080, 15, 10762)], 1.1418998, 'xrule'), ([(1080, 15, 5175), (5175, 25, 62), (1080, 15, 10762)], 1.0244999, 'xrule'), ([(2642, 25, 62), (2642, 28, 1080), (1080, 15, 10762)], 0.9496, 'xrule'), ({(10762, 62, 7983)}, 0.5934787232838075, 'baseline'), ({(10762, 62, 7983), (10762, 154, 2620)}, 0.1968589232932988, 'baseline'), ([(1080, 15, 12908), (1080, 15, 10762), (12908, 25, 62)], 0.17569995, 'xrule'), ({(10762, 62, 7983), (7983, 15, 10762)}, 0.0349769992175673, 'baseline'), ({(10762, 154, 2620)}, -0.5892266791612208, 'baseline'), ({(7983, 15, 10762)}, -0.6452164207065214, 'baseline')]","(10762, 25, 62)",1,[21.124231],[1],"[(1080, 15, 12003), (10762, 62, 7983), (1080, 15, 10762), (12003, 25, 62), (7983, 25, 62), (10958, 25, 62), (7983, 15, 10762), (10958, 154, 2620), (10762, 154, 2620)]",21.124231,1.0
18,7.2906313,"[({(1892, 28, 32), (1892, 26, 1881), (1892, 26, 1960), (1892, 26, 990)}, 0.3156090192964498, 'baseline'), ({(1892, 26, 1881), (1892, 28, 32), (2116, 7, 1892), (1892, 26, 990)}, 0.27235130569102334, 'baseline'), ({(326, 6, 1892), (1892, 26, 1960), (1892, 28, 32), (1892, 26, 990)}, 0.26121429696473114, 'baseline'), ({(1892, 26, 1881), (1892, 28, 32), (1892, 116, 527), (1892, 26, 990)}, 0.2599735666847394, 'baseline'), ({(1892, 26, 1881), (1892, 28, 32), (1892, 26, 990)}, 0.25761608376122813, 'baseline'), ({(1892, 84, 1917), (1892, 26, 1881), (1892, 28, 32), (1892, 26, 990)}, 0.25211242927687827, 'baseline'), ({(326, 6, 1892), (1892, 26, 1881), (1892, 26, 1960), (1892, 26, 990)}, 0.2513752389797627, 'baseline'), ({(1892, 26, 1881), (1892, 28, 32), (7642, 6, 1892), (1892, 26, 990)}, 0.25022320040293966, 'baseline'), ({(1892, 26, 1960), (1892, 28, 32), (2116, 7, 1892), (1892, 26, 990)}, 0.24711040742535037, 'baseline'), ({(1892, 26, 1881), (1892, 28, 32), (2937, 6, 1892), (1892, 26, 990)}, 0.24693302403091597, 'baseline'), ([(500, 26, 1098), (1905, 6, 500), (1905, 6, 1892)], 0.13980007, 'xrule'), ([(4295, 32, 1892), (271, 26, 1098), (4295, 32, 271), (1892, 86, 4295), (4295, 38, 271)], 0.1286993, 'xrule'), ([(2333, 31, 84), (84, 2, 2333), (2333, 26, 1098), (1892, 31, 84), (84, 2, 1892)], 0.108299255, 'xrule'), ([(2167, 7, 391), (1892, 30, 2167), (391, 26, 1098)], 0.05079937, 'xrule'), ([(1892, 31, 2370), (8442, 26, 1098), (8442, 31, 2370)], 0.03369999, 'xrule')]","(1892, 26, 1098)",1,[6.6592565],[2],"[(13009, 26, 1960), (2116, 7, 1892), (13009, 26, 1098), (4006, 26, 1098), (2116, 7, 5247), (1892, 26, 1881), (5247, 26, 1098), (1892, 28, 32), (1892, 116, 527), (643, 26, 1098), (13009, 26, 1881), (1892, 26, 990), (326, 6, 1892), (13009, 13, 32), (13009, 26, 990), (326, 6, 4006), (643, 116, 527), (1892, 26, 1960)]",6.6592565,2.0
25,5.9206314,"[([(7467, 139, 90), (1682, 234, 90), (7467, 219, 90), (1682, 219, 90), (1682, 139, 90), (6342, 13, 7467), (7467, 206, 90), (1682, 206, 90)], 0.8913002, 'xrule'), ([(181, 152, 2282), (2282, 152, 181), (2282, 58, 1682), (6342, 13, 181), (1682, 58, 2282)], 0.4748001, 'xrule'), ([(1682, 234, 90), (1682, 219, 90), (1682, 139, 90), (1340, 219, 90), (1340, 139, 90), (1340, 234, 90), (1340, 206, 90), (6342, 13, 1340), (1682, 206, 90)], 0.44449997, 'xrule'), ([(6342, 13, 7467), (1682, 152, 7467), (7467, 152, 1682)], 0.30180073, 'xrule'), ([(1682, 234, 90), (1682, 219, 90), (1080, 206, 90), (1682, 139, 90), (1080, 219, 90), (6342, 13, 1080), (1080, 139, 90), (1080, 234, 90), (1682, 206, 90)], 0.2751007, 'xrule'), ({(6342, 13, 834), (6342, 13, 2282), (6342, 13, 1934), (6342, 13, 202)}, 0.19740967023947445, 'baseline'), ({(6342, 13, 1046), (6342, 13, 834), (6342, 13, 2282), (6342, 13, 202)}, 0.19353203042983483, 'baseline'), ({(6342, 13, 1046), (6342, 13, 2282), (6342, 13, 1934), (6342, 13, 202)}, 0.19349006876781422, 'baseline'), ({(6342, 13, 834), (6342, 13, 2282), (6342, 13, 202)}, 0.15070060939488497, 'baseline'), ({(6342, 13, 2282), (6342, 13, 1934), (6342, 13, 202)}, 0.14964012352950595, 'baseline'), ({(6342, 13, 834), (6342, 13, 1934), (6342, 13, 202)}, 0.1475887700860212, 'baseline'), ({(6342, 13, 1046), (6342, 13, 2282), (6342, 13, 202)}, 0.14616398064976646, 'baseline'), ({(6342, 13, 1046), (6342, 13, 1934), (6342, 13, 202)}, 0.14259056294185854, 'baseline'), ({(6342, 13, 1046), (6342, 13, 834), (6342, 13, 202)}, 0.1424904271520227, 'baseline'), ({(6342, 13, 119), (6342, 13, 2282), (6342, 13, 202)}, 0.13241008964163, 'baseline')]","(6342, 13, 1682)",1,[5.8046174],[3],"[(181, 152, 2282), (1682, 58, 2282), (6342, 13, 1080), (1340, 206, 90), (7467, 139, 90), (1080, 206, 90), (1340, 219, 90), (1080, 219, 90), (1340, 234, 90), (2282, 58, 1682), (7467, 152, 1682), (1080, 234, 90), (1682, 206, 90), (1682, 219, 90), (1340, 139, 90), (1080, 139, 90), (6342, 13, 7467), (2282, 152, 181), (7467, 206, 90), (1682, 234, 90), (7467, 219, 90), (6342, 13, 181), (1682, 139, 90), (6342, 13, 1340), (1682, 152, 7467)]",5.8046174,3.0
17,6.6341934,"[({(12508, 43, 141), (12508, 17, 60), (12508, 17, 1002), (12508, 41, 138)}, 0.7323427656639658, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 1002), (1374, 20, 12508)}, 0.7050466989413813, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 1002), (12508, 41, 139)}, 0.6720600575333971, 'baseline'), ({(12508, 17, 60), (12508, 17, 1002), (1374, 20, 12508), (12508, 41, 138)}, 0.6525145021005567, 'baseline'), ({(12508, 17, 60), (12508, 17, 1002), (12508, 41, 138), (12508, 41, 139)}, 0.6447630371676004, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 2424), (12508, 17, 1002)}, 0.6367187942104423, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 2424), (12508, 41, 138)}, 0.6152744732031863, 'baseline'), ({(12508, 17, 60), (12508, 17, 1002), (1374, 20, 12508), (12508, 41, 139)}, 0.5974655588114236, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 2424), (1374, 20, 12508)}, 0.5719004111280053, 'baseline'), ({(12508, 43, 141), (12508, 17, 60), (12508, 17, 1002)}, 0.5471888018998841, 'baseline'), ([(8298, 41, 138), (8298, 17, 2123), (12508, 41, 138), (138, 42, 12508)], 0.2908001, 'xrule'), ([(138, 42, 4339), (4339, 17, 2123), (12508, 41, 138), (138, 42, 12508)], 0.2873001, 'xrule'), ([(138, 42, 2137), (2137, 17, 2123), (2137, 134, 138), (12508, 41, 138), (138, 42, 12508)], 0.2866001, 'xrule'), ([(5316, 134, 138), (12508, 41, 138), (138, 42, 5316), (5316, 17, 2123), (138, 42, 12508)], 0.28390026, 'xrule'), ([(138, 42, 1136), (1136, 17, 2123), (12508, 41, 138), (138, 42, 12508)], 0.28310013, 'xrule')]","(12508, 17, 2123)",1,[5.7840834],[3],"[(12508, 17, 60), (138, 42, 5203), (7484, 17, 2123), (12508, 17, 1002), (7323, 17, 2123), (5203, 17, 2123), (2123, 181, 1002), (8279, 17, 2123), (139, 42, 8279), (1374, 20, 12508), (7323, 43, 141), (8666, 17, 60), (12508, 43, 141), (1374, 20, 7484), (12508, 41, 139), (8666, 17, 2123), (12508, 41, 138)]",5.7840834,3.0
15,6.046425,"[([(2457, 28, 32), (2457, 13, 32), (382, 152, 119), (119, 218, 32), (32, 152, 119), (119, 152, 32)], 0.3699999, 'xrule'), ([(2457, 28, 32), (6222, 13, 32), (2457, 13, 32), (6222, 28, 32), (6222, 147, 382)], 0.14869976, 'xrule'), ({(2457, 13, 32), (2457, 13, 1080)}, 0.09160427287938697, 'baseline'), ({(2457, 13, 1080)}, 0.05308918184613766, 'baseline'), ({(2457, 13, 637)}, 0.05188183017232641, 'baseline'), ({(2457, 13, 181)}, 0.04413894839788072, 'baseline'), ({(2457, 13, 32)}, 0.03791240881048641, 'baseline'), ({(2457, 13, 308)}, 0.03717712587375824, 'baseline'), ({(2457, 13, 853)}, 0.03112320130480155, 'baseline'), ({(2457, 13, 119)}, 0.027473489689627775, 'baseline'), ({(2457, 13, 1046)}, 0.024721185640297603, 'baseline'), ({(2457, 34, 90)}, 0.022361795370711122, 'baseline'), ([(2282, 152, 382), (181, 152, 2282), (2282, 152, 181), (382, 152, 2282), (2457, 13, 181)], -0.17110062, 'xrule'), ([(2457, 28, 32), (2457, 13, 32), (32, 139, 90), (32, 206, 90), (32, 234, 90), (382, 219, 90), (382, 139, 90), (382, 206, 90), (382, 234, 90)], -0.19490051, 'xrule'), ([(382, 152, 637), (382, 58, 637), (637, 152, 382), (637, 58, 382), (2457, 13, 637)], -0.20940018, 'xrule')]","(2457, 13, 382)",1,[5.805524],[4],"[(2457, 28, 32), (6222, 13, 32), (2457, 13, 32), (2457, 13, 1080), (382, 152, 119), (32, 152, 119), (637, 152, 382), (6222, 28, 32), (119, 152, 32), (11609, 150, 1080), (11609, 150, 382), (382, 218, 32), (119, 218, 32), (6222, 147, 382), (2457, 13, 637)]",5.805524,4.0
17,6.6937075,"[({(7327, 85, 434), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 1.0877080494068523, 'baseline'), ({(7327, 48, 32), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 1.032687715664521, 'baseline'), ({(7327, 48, 32), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 1.00675826406367, 'baseline'), ({(7327, 85, 434), (7327, 17, 862), (53, 22, 7327), (7327, 17, 393)}, 1.0055184873926948, 'baseline'), ({(7327, 17, 862), (53, 22, 7327), (7327, 43, 141), (7327, 17, 393)}, 0.9785333183328297, 'baseline'), ({(7327, 100, 160), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 0.9711728598187884, 'baseline'), ({(7327, 48, 32), (7327, 17, 862), (53, 22, 7327), (7327, 17, 393)}, 0.9637198948550493, 'baseline'), ({(3169, 22, 7327), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 0.9474373360153879, 'baseline'), ({(7327, 100, 160), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 0.9468594093608894, 'baseline'), ({(7327, 85, 434), (7327, 17, 862), (7327, 82, 1771), (7327, 17, 393)}, 0.9390688437578021, 'baseline'), ([(7327, 100, 160), (4378, 100, 160), (4378, 17, 215)], 0.44799995, 'xrule'), ([(7327, 100, 160), (4581, 100, 160), (4581, 17, 215)], 0.41240025, 'xrule'), ([(4378, 17, 393), (4378, 17, 215), (7327, 17, 393)], 0.3862009, 'xrule'), ([(8404, 17, 215), (8404, 17, 393), (7327, 17, 393)], 0.31130028, 'xrule'), ([(7327, 48, 32), (4138, 48, 32), (4138, 17, 215)], 0.30870056, 'xrule')]","(7327, 17, 215)",1,[5.658922],[2],"[(7327, 48, 32), (13109, 48, 32), (13205, 17, 393), (7327, 43, 141), (13109, 17, 215), (13205, 43, 141), (53, 22, 7327), (13205, 17, 215), (9634, 17, 215), (7327, 17, 393), (7327, 17, 862), (9660, 85, 434), (53, 22, 9634), (9660, 17, 215), (14213, 17, 862), (7327, 85, 434), (14213, 17, 215)]",5.658922,2.0
22,6.301168,"[([(1127, 47, 4130), (4130, 19, 1654), (1654, 10, 6315), (4130, 19, 1127)], 1.2523003, 'xrule'), ([(2222, 19, 1127), (457, 10, 6315), (1127, 47, 2222), (2222, 19, 457)], 1.0043001, 'xrule'), ([(5437, 30, 1127), (467, 10, 6315), (467, 7, 5437), (1127, 7, 5437)], 0.9104004, 'xrule'), ([(6315, 27, 85), (1127, 47, 670), (85, 8, 670), (670, 8, 85), (670, 3, 85), (670, 19, 1127)], 0.6309004, 'xrule'), ([(6280, 19, 1127), (1121, 10, 6315), (1127, 47, 6280), (6280, 19, 1121)], 0.5199003, 'xrule'), ({(1127, 47, 670), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.032259027424211016, 'baseline'), ({(1127, 47, 670), (1127, 7, 1335), (1127, 10, 4121), (1127, 10, 6066)}, 0.027805368398185953, 'baseline'), ({(1127, 47, 670), (1127, 10, 468), (1127, 10, 6066), (1127, 10, 4121)}, 0.027000467227995192, 'baseline'), ({(1127, 10, 6066), (1127, 7, 1335), (670, 19, 1127), (1127, 10, 4121)}, 0.02601055328996147, 'baseline'), ({(1127, 10, 468), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.02482418243431177, 'baseline'), ({(1127, 7, 296), (1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121)}, 0.02429966156015984, 'baseline'), ({(1127, 7, 1608), (1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121)}, 0.023794214216247826, 'baseline'), ({(1127, 47, 670), (1127, 7, 440), (1127, 10, 6066), (1127, 10, 4121)}, 0.023450891416974026, 'baseline'), ({(1127, 7, 296), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.022531549417902037, 'baseline'), ({(1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121), (1127, 7, 2502)}, 0.02223400301980559, 'baseline')]","(1127, 10, 6315)",1,[5.372216],[6],"[(6315, 27, 85), (1654, 10, 6315), (1127, 7, 5437), (670, 8, 85), (467, 7, 5437), (467, 10, 6315), (457, 10, 6315), (2222, 19, 457), (1121, 10, 6315), (670, 3, 85), (670, 19, 1127), (1127, 47, 4130), (6280, 19, 1121), (4130, 19, 1127), (1127, 47, 670), (6280, 19, 1127), (5437, 30, 1127), (2222, 19, 1127), (85, 8, 670), (1127, 47, 6280), (4130, 19, 1654), (1127, 47, 2222)]",5.372216,6.0
18,7.7758446,"[({(8758, 48, 1928), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.986632441449234, 'baseline'), ({(8758, 82, 8686), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.860519495018777, 'baseline'), ({(8758, 82, 8759), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.8334437258676113, 'baseline'), ({(8758, 48, 1928), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.8273592833656542, 'baseline'), ({(8758, 17, 862), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.8068638673564525, 'baseline'), ({(8758, 48, 1928), (8758, 82, 8759), (8758, 19, 4418), (8758, 6, 4975)}, 1.7994747983012864, 'baseline'), ({(11663, 165, 8758), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.7917404991028565, 'baseline'), ({(11663, 165, 8758), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.7864094593688695, 'baseline'), ({(8758, 17, 862), (8758, 48, 1928), (8758, 19, 4418), (8758, 6, 4975)}, 1.7620211446903875, 'baseline'), ({(11663, 165, 8758), (8758, 48, 1928), (8758, 19, 4418), (8758, 6, 4975)}, 1.7529288132994778, 'baseline'), ([(1724, 7, 2382), (2382, 30, 1724), (4418, 7, 2382), (8758, 19, 4418)], 0.27369976, 'xrule'), ([(11921, 19, 1724), (11921, 6, 4975), (8758, 6, 4975)], 0.2730999, 'xrule'), ([(11164, 19, 4418), (11164, 19, 1724), (8758, 19, 4418), (1724, 47, 11164), (4418, 47, 11164)], 0.27049923, 'xrule'), ([(1724, 7, 4975), (8758, 6, 4975)], 0.26339912, 'xrule'), ([(7498, 6, 4975), (1724, 47, 7498), (7498, 19, 1724), (8758, 6, 4975)], 0.25999928, 'xrule')]","(8758, 19, 1724)",1,[4.9465857],[3],"[(4067, 19, 1724), (11973, 19, 1724), (8758, 19, 4418), (8758, 6, 4975), (8758, 17, 862), (4067, 17, 5529), (8758, 82, 8759), (13176, 19, 1724), (8758, 17, 5529), (9918, 19, 4418), (1724, 7, 4975), (11973, 82, 8759), (13176, 48, 1928), (8758, 82, 8686), (9918, 17, 862), (1724, 47, 9918), (9918, 82, 8686), (8758, 48, 1928)]",4.9465857,3.0
