original_score,new_score,prediction,new_scores,original_rank,exp_length,facts,new_rank,new_ranks,exp
7.3106804,7.2028933,"(3660, 31, 136)",[7.2028933],1,12,"[({(3660, 74, 524), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5664501622953115, 'baseline'), ({(3660, 31, 658), (3660, 31, 844), (3660, 13, 32), (3660, 26, 1936)}, 0.5658665135981213, 'baseline'), ({(3660, 28, 32), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5491714908345038, 'baseline'), ({(1326, 6, 3660), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5449552966335951, 'baseline'), ({(3660, 11, 23), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.535991711635937, 'baseline'), ({(3660, 26, 990), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5178327987686202, 'baseline'), ({(3660, 26, 1753), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5111256072623466, 'baseline'), ({(1013, 6, 3660), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5104113051568927, 'baseline'), ({(3660, 31, 658), (3660, 31, 844), (3660, 13, 32), (3660, 26, 1098)}, 0.5095673033901155, 'baseline'), ({(3660, 74, 524), (3660, 31, 658), (3660, 31, 844), (3660, 26, 1936)}, 0.5038757750200438, 'baseline')]",2.0,[2],"[(2245, 31, 136), (3660, 74, 524), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32), (11131, 185, 32), (12767, 107, 658), (3457, 107, 844), (524, 38, 2245), (11131, 107, 136), (12767, 107, 136), (3457, 107, 136)]"
7.7084093,6.5444508,"(1927, 212, 4563)",[6.5444508],1,11,"[({(1927, 85, 434), (1927, 43, 141), (1927, 17, 393), (1927, 17, 862)}, 1.7805319642875599, 'baseline'), ({(1927, 85, 434), (1927, 48, 1928), (1927, 43, 141), (1927, 17, 862)}, 1.424223010120796, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862), (1927, 82, 8686)}, 1.3719721460376673, 'baseline'), ({(1927, 85, 434), (1927, 48, 1928), (1927, 17, 393), (1927, 17, 862)}, 1.339704574346176, 'baseline'), ({(1927, 85, 434), (1927, 17, 862), (1927, 17, 393), (1927, 82, 8686)}, 1.311792433478878, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 19, 1724), (1927, 17, 862)}, 1.1996250714746732, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862)}, 1.1957483852326123, 'baseline'), ({(1927, 48, 1928), (1927, 43, 141), (1927, 17, 393), (1927, 17, 862)}, 1.1940289103800459, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862)}, 1.1914921366780902, 'baseline'), ({(1927, 85, 434), (1927, 19, 4418), (1927, 43, 141), (1927, 17, 862)}, 1.190051134687463, 'baseline')]",1.0,[1],"[(10651, 85, 434), (2283, 212, 4563), (1927, 17, 393), (1927, 17, 862), (10651, 212, 4563), (1927, 43, 141), (12791, 212, 4563), (2283, 43, 141), (1927, 85, 434), (12791, 17, 393), (10651, 17, 862)]"
6.135332,5.9365234,"(740, 37, 1577)",[5.9365234],1,9,"[({(740, 37, 6243), (740, 37, 855), (740, 37, 2840), (740, 37, 854)}, 0.19176105721327835, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 794), (740, 37, 854)}, 0.1876697943527623, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 773), (740, 37, 854)}, 0.18423942783330718, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 1562)}, 0.17626718739532718, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 2035)}, 0.17610649327579206, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 961)}, 0.1755419180721903, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 4353), (740, 37, 854)}, 0.17441086030167893, 'baseline'), ({(740, 37, 6243), (740, 37, 2840), (740, 37, 773), (740, 37, 854)}, 0.17341427062407855, 'baseline'), ({(740, 37, 6243), (740, 37, 2840), (740, 37, 794), (740, 37, 854)}, 0.17308429935173475, 'baseline'), ({(740, 37, 6243), (740, 37, 794), (740, 37, 773), (740, 37, 854)}, 0.16824249479912262, 'baseline')]",2.0,[2],"[(740, 37, 6243), (855, 58, 1577), (1577, 58, 854), (740, 37, 855), (1577, 18, 1172), (740, 37, 854), (2840, 18, 1172), (740, 37, 2840), (6243, 58, 1577)]"
6.9333606,6.9560122,"(8128, 10, 1968)",[6.9560122],1,10,"[({(8128, 10, 1840), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.45609669128818564, 'baseline'), ({(8128, 10, 2875), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.453662914406889, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.4448938789861597, 'baseline'), ({(8128, 10, 1840), (8128, 10, 65), (8128, 10, 2875), (8128, 10, 358)}, 0.4431801262230221, 'baseline'), ({(8128, 10, 5382), (8128, 10, 2875), (8128, 10, 65), (8128, 10, 358)}, 0.43645576858413526, 'baseline'), ({(8128, 10, 1840), (8128, 10, 1171), (8128, 10, 2875), (8128, 10, 358)}, 0.42837814701241655, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1840), (8128, 10, 1171), (8128, 10, 358)}, 0.4236717642127514, 'baseline'), ({(8128, 10, 5382), (8128, 10, 2875), (8128, 10, 1171), (8128, 10, 358)}, 0.42030338653347543, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1840), (8128, 10, 2875), (8128, 10, 358)}, 0.4167576254089931, 'baseline'), ({(8128, 10, 579), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.3978958545634121, 'baseline')]",2.0,[2],"[(5814, 10, 1968), (3062, 10, 1840), (5814, 10, 1171), (5814, 10, 65), (3062, 10, 1968), (8128, 10, 358), (8128, 10, 1840), (8128, 10, 1171), (8128, 10, 65), (3062, 10, 358)]"
8.478947,8.029005,"(8270, 14, 160)",[8.029005],1,11,"[({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (911, 59, 8270)}, 0.4455366555027726, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (4169, 6, 8270)}, 0.44207004929558325, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (8270, 31, 3257)}, 0.4418106499113173, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (1121, 7, 8270)}, 0.4265404165790501, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (4156, 173, 8270)}, 0.42448048007486083, 'baseline'), ({(8270, 34, 90), (8270, 31, 655), (8270, 28, 32), (8270, 86, 441)}, 0.4226084173658902, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (10343, 6, 8270)}, 0.4116211354792289, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (911, 59, 8270), (4169, 6, 8270)}, 0.39991859782025263, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (1501, 7, 8270)}, 0.39847282755863095, 'baseline'), ({(8270, 34, 90), (8270, 191, 12720), (8270, 28, 32), (8270, 86, 441)}, 0.39606289256712895, 'baseline')]",1.0,[1],"[(8270, 34, 90), (8270, 28, 32), (12382, 51, 160), (441, 198, 160), (9594, 14, 160), (12382, 185, 32), (12902, 198, 160), (911, 59, 8270), (911, 59, 9594), (8270, 86, 441), (12902, 129, 90)]"
6.5313535,6.989255,"(8285, 17, 862)",[6.989255],1,2,"[({(8285, 21, 10982)}, 0.04283575246968313, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285)}, 0.04267362780902478, 'baseline'), ({(8285, 21, 10982), (1878, 21, 8285)}, 0.03850321001848513, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (1878, 21, 8285)}, 0.03694442937546657, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (8285, 8, 5181)}, 0.036598245600036675, 'baseline'), ({(8285, 21, 10982), (5181, 8, 8285), (37, 8, 8285)}, 0.03589395709976784, 'baseline'), ({(8285, 21, 10982), (8285, 8, 5181)}, 0.033849279374058495, 'baseline'), ({(8285, 21, 10982), (5181, 8, 8285)}, 0.03310112185655946, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (8285, 8, 2228)}, 0.031190912196847654, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (2228, 8, 8285)}, 0.028260271000449696, 'baseline')]",1.0,[1],"[(8285, 21, 10982), (10982, 17, 862)]"
6.8177223,6.4755826,"(1796, 130, 841)",[6.4755826],1,11,"[({(1796, 130, 164), (8620, 49, 1796), (1796, 130, 555), (3082, 49, 1796)}, 0.05407194324706399, 'baseline'), ({(6780, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05212787818974572, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05154804419801434, 'baseline'), ({(1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.04122738069077338, 'baseline'), ({(11759, 49, 1796), (1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.03687957949823824, 'baseline'), ({(11759, 49, 1796), (1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.03627828785471565, 'baseline'), ({(11759, 49, 1796), (1796, 130, 2178), (1796, 130, 555), (3082, 49, 1796)}, 0.031735460228301635, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555)}, 0.02797369187156409, 'baseline'), ({(1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.027068178134642493, 'baseline'), ({(1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.026517908027405133, 'baseline')]",7.0,[7],"[(7253, 130, 8620), (1796, 130, 164), (7253, 130, 841), (555, 98, 12362), (841, 98, 12362), (164, 98, 8642), (3082, 98, 8642), (8620, 49, 1796), (1796, 130, 555), (841, 98, 8642), (3082, 49, 1796)]"
5.848309,5.9191513,"(1754, 29, 181)",[5.9191513],1,8,"[({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 449), (1754, 29, 75)}, 0.07099489401566064, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 75)}, 0.05826334186497587, 'baseline'), ({(1754, 29, 1405), (1754, 29, 449), (1754, 29, 75)}, 0.052845518075236735, 'baseline'), ({(1754, 29, 331), (1754, 29, 449), (1754, 29, 75)}, 0.05057148166596765, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 449)}, 0.04952291676377028, 'baseline'), ({(1754, 29, 1302), (1754, 29, 1405), (1754, 29, 75)}, 0.04517225454313239, 'baseline'), ({(1754, 29, 1302), (1754, 29, 331), (1754, 29, 75)}, 0.04375414081585609, 'baseline'), ({(1754, 29, 331), (1754, 29, 1405), (1754, 29, 1302)}, 0.04170803259729945, 'baseline'), ({(1754, 29, 1302), (1754, 29, 449), (1754, 29, 75)}, 0.04113105962452681, 'baseline'), ({(1754, 29, 1405), (1754, 29, 75)}, 0.03837827870056906, 'baseline')]",2.0,[2],"[(1754, 29, 449), (181, 152, 331), (181, 152, 1405), (181, 152, 449), (1754, 29, 75), (1754, 29, 1405), (75, 152, 181), (1754, 29, 331)]"
6.474165,5.7086854,"(2946, 17, 215)",[5.7086854],1,12,"[({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 48, 32)}, 0.9105544578812984, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 24, 592)}, 0.682169482234535, 'baseline'), ({(2946, 43, 141), (2946, 17, 862), (2946, 85, 434), (2946, 66, 592)}, 0.6613803354983258, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2671, 47, 2946)}, 0.6510110345438828, 'baseline'), ({(2946, 85, 434), (2946, 17, 862), (2946, 6, 4395), (2946, 43, 141)}, 0.6311502897786263, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 19, 1965)}, 0.6191387616107045, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141)}, 0.6154146633622616, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 24, 592), (2946, 48, 32)}, 0.5984688242149155, 'baseline'), ({(2946, 17, 862), (2946, 85, 434), (2946, 43, 141), (2946, 45, 6046)}, 0.5956364114201766, 'baseline'), ({(2946, 17, 862), (2946, 43, 141), (2946, 24, 592), (2946, 48, 32)}, 0.5914068658114271, 'baseline')]",2.0,[2],"[(2946, 17, 862), (2946, 85, 434), (13109, 48, 32), (13109, 17, 215), (13205, 43, 141), (2946, 43, 141), (13205, 17, 215), (9660, 85, 434), (9660, 17, 215), (2946, 48, 32), (14213, 17, 862), (14213, 17, 215)]"
6.917391,6.885391,"(7787, 31, 136)",[6.885391],1,11,"[({(7787, 14, 160), (7787, 31, 657), (7787, 13, 32), (7787, 31, 658)}, 0.7056608652156123, 'baseline'), ({(7787, 31, 657), (7787, 11, 23), (7787, 31, 658), (7787, 13, 32)}, 0.6804857702288948, 'baseline'), ({(7787, 31, 657), (7787, 115, 747), (7787, 31, 658), (7787, 13, 32)}, 0.6802711935174672, 'baseline'), ({(7787, 31, 657), (7787, 136, 34), (7787, 31, 658), (7787, 13, 32)}, 0.6738529652394709, 'baseline'), ({(7787, 31, 658), (7787, 31, 657), (7787, 13, 32), (7787, 34, 90)}, 0.6550217119020327, 'baseline'), ({(7787, 193, 1080), (7787, 13, 32), (7787, 31, 658), (7787, 31, 657)}, 0.6266642057628068, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 11, 23), (7787, 31, 658)}, 0.6256113493076403, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 115, 747), (7787, 31, 658)}, 0.6237774335394587, 'baseline'), ({(7787, 14, 160), (7787, 31, 657), (7787, 136, 34), (7787, 31, 658)}, 0.6187248669192628, 'baseline'), ({(7787, 11, 23), (7787, 31, 657), (7787, 115, 747), (7787, 31, 658)}, 0.5982370813603037, 'baseline')]",2.0,[2],"[(7787, 14, 160), (7787, 31, 658), (11131, 185, 32), (13368, 107, 657), (13368, 107, 136), (12767, 107, 658), (11131, 51, 160), (7787, 31, 657), (11131, 107, 136), (12767, 107, 136), (7787, 13, 32)]"
5.7749047,5.6265855,"(8365, 13, 158)",[5.6265855],1,11,"[({(8365, 13, 1080), (8365, 13, 181), (8365, 13, 1260), (8365, 13, 1934)}, 0.13998083322412877, 'baseline'), ({(8365, 13, 1260), (8365, 13, 27), (8365, 13, 1934)}, 0.13848356449464597, 'baseline'), ({(8365, 13, 202), (8365, 13, 1260), (8365, 13, 1934)}, 0.13644317832524536, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 27)}, 0.11990837299364736, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 1934)}, 0.11942581378506627, 'baseline'), ({(8365, 13, 202), (8365, 13, 1260), (8365, 13, 1080)}, 0.11794332705948775, 'baseline'), ({(8365, 13, 1260), (8365, 13, 181), (8365, 13, 1934)}, 0.1144366665546478, 'baseline'), ({(8365, 13, 1260), (8365, 13, 181), (8365, 13, 27)}, 0.11414150436102254, 'baseline'), ({(8365, 13, 202), (8365, 13, 181), (8365, 13, 1260)}, 0.1114750309595669, 'baseline'), ({(8365, 13, 1080), (8365, 13, 1260), (8365, 13, 274)}, 0.10719303329525562, 'baseline')]",4.0,[4],"[(8365, 13, 1080), (8365, 13, 1260), (8867, 151, 1260), (6286, 29, 158), (8867, 151, 158), (8365, 13, 1934), (1146, 13, 158), (1146, 13, 1080), (8365, 13, 181), (6286, 29, 1934), (158, 218, 181)]"
9.396436,9.302809,"(7436, 217, 3433)",[9.302809],1,10,"[({(7436, 166, 90), (7436, 25, 62), (3373, 15, 7436), (32, 15, 7436)}, 0.7892666328481532, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (1177, 89, 7436)}, 0.7663202747108305, 'baseline'), ({(7436, 25, 62), (7445, 68, 7436), (32, 15, 7436), (3373, 15, 7436)}, 0.7639818652502843, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (7436, 101, 6854)}, 0.74095158384336, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (7436, 101, 975), (32, 15, 7436)}, 0.7118969416719672, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (32, 15, 7436), (1177, 89, 7436)}, 0.700589225097227, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (7445, 68, 7436), (32, 15, 7436)}, 0.69591812824183, 'baseline'), ({(7436, 25, 62), (3373, 15, 7436), (32, 15, 7436), (7436, 101, 9982)}, 0.6718044727844859, 'baseline'), ({(7436, 25, 62), (7445, 68, 7436), (32, 15, 7436), (1177, 89, 7436)}, 0.6710272282006112, 'baseline'), ({(7436, 166, 90), (7436, 25, 62), (32, 15, 7436), (7436, 101, 6854)}, 0.6675215213887653, 'baseline')]",1.0,[1],"[(7436, 166, 90), (6182, 217, 3433), (6182, 108, 90), (127, 217, 3433), (3373, 15, 7436), (3433, 25, 62), (127, 143, 3373), (7436, 25, 62), (32, 15, 7436), (32, 15, 6182)]"
9.2232685,8.717665,"(2369, 182, 2517)",[8.717665],1,8,"[({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (2369, 10, 2070)}, 0.3973513065688846, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 6604), (2369, 10, 2070)}, 0.34519008944886126, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 7, 6604), (2369, 10, 4491)}, 0.34439186404051975, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 1431), (2369, 10, 2070)}, 0.3286905699569553, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (7800, 19, 2369), (2369, 10, 2070)}, 0.3284836226382876, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (7800, 19, 2369)}, 0.32758240040519626, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 10, 4491), (2369, 7, 1431)}, 0.3272247725275688, 'baseline'), ({(2369, 10, 5312), (2369, 10, 9728), (2369, 7, 7271), (2369, 10, 4491)}, 0.3168631009892617, 'baseline'), ({(2369, 10, 5312), (2369, 10, 4491), (2369, 7, 7271), (2369, 10, 2070)}, 0.31610206887172426, 'baseline'), ({(2369, 10, 9728), (2369, 7, 6604), (2369, 10, 4491), (2369, 10, 2070)}, 0.3140154294615271, 'baseline')]",1.0,[1],"[(2070, 210, 2517), (9728, 210, 2517), (5312, 210, 2517), (2369, 10, 5312), (2369, 10, 9728), (4491, 210, 2517), (2369, 10, 4491), (2369, 10, 2070)]"
6.0403447,3.7215385,"(7479, 19, 2998)",[3.7215385],1,10,"[({(7479, 19, 1857), (1857, 47, 7479), (447, 22, 7479), (7479, 19, 39)}, 1.6444712422312449, 'baseline'), ({(7479, 19, 1857), (1857, 47, 7479), (7479, 43, 141), (7479, 19, 39)}, 1.591081690366761, 'baseline'), ({(7479, 19, 1857), (171, 50, 7479), (1857, 47, 7479), (7479, 19, 39)}, 1.554770539103482, 'baseline'), ({(7479, 19, 1857), (3169, 22, 7479), (1857, 47, 7479), (7479, 19, 39)}, 1.490335531109839, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (1857, 47, 7479), (447, 22, 7479)}, 1.2803149810888457, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (171, 50, 7479), (1857, 47, 7479)}, 1.2743259061432695, 'baseline'), ({(7479, 19, 1857), (7479, 17, 862), (1857, 47, 7479), (7479, 43, 141)}, 1.1857033333699105, 'baseline'), ({(7479, 19, 1857), (3169, 22, 7479), (7479, 17, 862), (1857, 47, 7479)}, 1.1706171589547767, 'baseline'), ({(7479, 19, 1857), (171, 50, 7479), (1857, 47, 7479), (447, 22, 7479)}, 1.137644822133298, 'baseline'), ({(7479, 19, 1857), (1857, 47, 7479), (447, 22, 7479)}, 0.9787149933077176, 'baseline')]",16.0,[16],"[(13529, 19, 2998), (447, 22, 5046), (2998, 47, 5167), (447, 22, 7479), (7479, 19, 1857), (1857, 47, 7479), (5167, 19, 39), (2998, 47, 5046), (7479, 19, 39), (13529, 19, 1857)]"
9.398626,8.706527,"(2323, 91, 494)",[8.706527],1,12,"[({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 107, 8253)}, 0.8076563350281797, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163)}, 0.6791868657844342, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 1, 11771)}, 0.6652555911329611, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 9877), (2323, 107, 163)}, 0.662292524990213, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (2323, 107, 7405)}, 0.6592789141346354, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 8253)}, 0.6462269272279366, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (7820, 145, 2323)}, 0.6437693084969685, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 8253), (2323, 1, 11771)}, 0.6313944304362589, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 163), (4191, 162, 2323)}, 0.631151243461276, 'baseline'), ({(1794, 2, 2323), (2323, 25, 62), (2323, 107, 9877), (2323, 107, 8253)}, 0.6303854429822907, 'baseline')]",1.0,[1],"[(2323, 107, 163), (1794, 2, 12041), (8964, 25, 62), (7623, 107, 163), (2323, 107, 8253), (1794, 2, 2323), (2323, 25, 62), (7623, 91, 494), (8964, 110, 494), (712, 107, 8253), (12041, 91, 494), (712, 91, 494)]"
7.2044873,6.7837176,"(1727, 17, 432)",[6.7837176],1,9,"[({(4638, 20, 1727), (1727, 17, 1415), (1727, 17, 10844)}, 0.8769617562439066, 'baseline'), ({(4638, 20, 1727), (1727, 17, 1415)}, 0.5703192190403484, 'baseline'), ({(4638, 20, 1727), (1727, 17, 10844)}, 0.5019045301861959, 'baseline'), ({(1727, 17, 1415), (1727, 17, 10844)}, 0.47933868830763887, 'baseline'), ({(1727, 19, 908), (4638, 20, 1727)}, 0.3907413898277517, 'baseline'), ({(4851, 47, 1727), (4638, 20, 1727)}, 0.38232426024199223, 'baseline'), ({(4851, 47, 1727), (1727, 17, 1415)}, 0.331211131191868, 'baseline'), ({(1727, 19, 908), (1727, 17, 1415)}, 0.3136721067304409, 'baseline'), ({(4851, 47, 1727), (1727, 17, 10844)}, 0.2763729503364735, 'baseline'), ({(1727, 19, 908), (1727, 17, 10844)}, 0.25106338751858465, 'baseline')]",3.0,[3],"[(4638, 20, 11706), (7323, 17, 432), (7323, 17, 1415), (13366, 17, 10844), (1727, 17, 10844), (4638, 20, 1727), (13366, 17, 432), (11706, 17, 432), (1727, 17, 1415)]"
7.4030623,5.5575185,"(13994, 133, 32)",[5.5575185],1,7,"[({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (12732, 24, 13994)}, 4.962367552838252, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (3891, 66, 13994)}, 4.707597429901361, 'baseline'), ({(13994, 127, 2792), (13994, 154, 2438), (3891, 24, 13994), (2792, 15, 13994)}, 4.672150746959491, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994)}, 4.670254364638177, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (2792, 15, 13994), (12732, 66, 13994)}, 4.530339236050079, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (12732, 66, 13994), (12732, 24, 13994)}, 3.1156299190155696, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792), (12732, 24, 13994)}, 2.936230391685248, 'baseline'), ({(3891, 66, 13994), (13994, 154, 2438), (13994, 127, 2792), (12732, 24, 13994)}, 2.8752638889454483, 'baseline'), ({(13994, 127, 2792), (13994, 154, 2438), (3891, 24, 13994), (12732, 24, 13994)}, 2.8716966693621924, 'baseline'), ({(13994, 154, 2438), (13994, 127, 2792)}, 2.768062771368505, 'baseline')]",1.0,[1],"[(32, 154, 2438), (2792, 15, 13994), (12732, 48, 32), (12732, 24, 13994), (2792, 133, 32), (13994, 154, 2438), (13994, 127, 2792)]"
6.9772243,7.085437,"(705, 148, 2861)",[7.085437],1,9,"[({(705, 148, 7018), (705, 148, 2034), (705, 148, 4558), (705, 148, 4653)}, 0.38393310884238396, 'baseline'), ({(705, 148, 7018), (705, 148, 2034), (705, 148, 4558), (705, 148, 1264)}, 0.3828640398778472, 'baseline'), ({(705, 148, 7018), (705, 148, 9623), (705, 148, 2034), (705, 148, 4558)}, 0.3808594164483469, 'baseline'), ({(705, 148, 1922), (705, 148, 7018), (705, 148, 2034), (705, 148, 4558)}, 0.38028435084322026, 'baseline'), ({(705, 148, 7018), (705, 148, 4653), (705, 148, 2034), (705, 148, 1264)}, 0.3802290377334931, 'baseline'), ({(705, 148, 7018), (705, 148, 4653), (705, 148, 4558), (705, 148, 1264)}, 0.38009838435535326, 'baseline'), ({(705, 148, 7018), (705, 148, 9623), (705, 148, 4653), (705, 148, 4558)}, 0.37962917659731527, 'baseline'), ({(705, 148, 1922), (705, 148, 7018), (705, 148, 4653), (705, 148, 4558)}, 0.37957004877669465, 'baseline'), ({(705, 148, 1264), (705, 148, 2034), (705, 148, 4558), (705, 148, 4653)}, 0.37930301997109106, 'baseline'), ({(705, 148, 2034), (705, 148, 9623), (705, 148, 4653), (705, 148, 4558)}, 0.37892727229687156, 'baseline')]",1.0,[1],"[(2034, 231, 2861), (2861, 231, 7018), (705, 148, 4558), (705, 148, 2034), (12391, 148, 4653), (2861, 231, 4558), (705, 148, 4653), (12391, 148, 2861), (705, 148, 7018)]"
6.6576047,7.912689,"(13557, 154, 2620)",[7.912689],1,8,"[({(10423, 15, 13557), (119, 15, 13557), (13557, 25, 62)}, 8.97478089696055, 'baseline'), ({(10423, 15, 13557), (119, 15, 13557)}, 6.592684915112055, 'baseline'), ({(119, 15, 13557), (13557, 25, 62)}, 3.779419403681188, 'baseline'), ({(119, 15, 13557)}, 2.232185001261208, 'baseline'), ({(13557, 25, 62)}, 0.38160423611996286, 'baseline'), ({(10423, 15, 13557), (13557, 25, 62)}, 0.10242847639924693, 'baseline'), ({(10423, 15, 13557)}, -0.17472263122894313, 'baseline')]",3.0,[3],"[(13832, 154, 2620), (119, 15, 13557), (10958, 25, 62), (10423, 15, 13557), (119, 154, 2620), (10958, 154, 2620), (10423, 15, 13832), (13557, 25, 62)]"
