#facts,new_scores,new_score,original_score,new_rank,prediction,original_rank,new_ranks,facts
12,"[2.8312612, 3.8126845]",3.3219728,3.5670092,2.0,"(7125, 11, 7869)",3,"[2, 2]","[([(7125, 2, 68), (14192, 2, 68), (14192, 11, 7869)], 2.4764004, 'xrule'), ([(7125, 3, 9), (11925, 3, 9), (11925, 11, 7869)], 1.8695002, 'xrule'), ([(13761, 11, 7869), (7125, 2, 2584), (13761, 2, 2584)], 1.7997999, 'xrule'), ([(7125, 3, 10)], 1.5757160890908368, 6.828596945822445), ([(7125, 2, 68), (11192, 2, 68), (11192, 11, 7869)], 1.0156002, 'xrule'), ([(7125, 2, 68), (13761, 2, 68), (13761, 11, 7869)], 0.85789967, 'xrule'), ([(13761, 3, 220), (7125, 3, 220), (13761, 11, 7869)], 0.7692003, 'xrule'), ([(12557, 3, 220), (7125, 3, 220), (12557, 11, 7869)], 0.6105995, 'xrule'), ([(11925, 3, 220), (11925, 11, 7869), (7125, 3, 220)], 0.34249973, 'xrule'), ([(7125, 2, 68), (11925, 11, 7869), (11925, 2, 68)], -0.013299942, 'xrule'), ([(7125, 3, 9), (11192, 11, 7869), (11192, 3, 9)], -0.44719982, 'xrule'), ([(10914, 2, 68), (7125, 2, 68), (10914, 11, 7869)], -0.8823004, 'xrule')]"
11,"[2.208106, 2.4335728]",2.3208394,3.8982012,2.0,"(6394, 8, 7427)",1,"[1, 3]","[([(6394, 3, 479), (14330, 3, 479), (14330, 8, 7427)], 2.9199, 'xrule'), ([(9956, 8, 7427), (6394, 4, 66), (9956, 4, 66)], 2.8172998, 'xrule'), ([(9956, 8, 7427), (6394, 3, 40), (9956, 3, 40)], 2.1734, 'xrule'), ([(24887, 3, 40), (24887, 8, 7427), (6394, 3, 40)], 0.9630995, 'xrule'), ([(9818, 4, 66), (9818, 8, 7427), (6394, 4, 66)], 0.7765999, 'xrule'), ([(14330, 4, 66), (6394, 4, 66), (14330, 8, 7427)], 0.54730034, 'xrule'), ([(24887, 3, 479), (6394, 3, 479), (24887, 8, 7427)], 0.51159954, 'xrule'), ([(9818, 3, 40), (9818, 8, 7427), (6394, 3, 40)], -0.1796999, 'xrule'), ([(23793, 3, 40), (23793, 8, 7427), (6394, 3, 40)], -0.3491001, 'xrule'), ([(6394, 3, 891), (6394, 3, 1839)], -1.2359485053007147, 21981.22514198428), ([(9818, 3, 479), (9818, 8, 7427), (6394, 3, 479)], -1.3358002, 'xrule')]"
11,"[2.7728329, 3.8784094]",3.3256211,3.2648082,1.0,"(7426, 11, 7956)",3,"[1, 1]","[([(7426, 8, 7429), (25242, 11, 7956), (25242, 8, 7429)], 0.74349976, 'xrule'), ([(25242, 2, 31), (7426, 2, 31), (25242, 11, 7956)], -0.0017004013, 'xrule'), ([(25242, 3, 277), (7426, 3, 277), (25242, 11, 7956)], -1.2024002, 'xrule'), ([(25242, 3, 40), (25242, 11, 7956), (7426, 3, 40)], -2.1855001, 'xrule'), ([(25242, 3, 276), (25242, 11, 7956), (7426, 3, 276)], -2.8528004, 'xrule'), ([(21498, 8, 7429), (7426, 8, 7429), (21498, 11, 7956)], -2.9969006, 'xrule'), ([(7426, 1, 65)], -3.1367890710587796, 756.0416149830519), ([(25242, 3, 185), (7426, 3, 185), (25242, 11, 7956)], -3.3773003, 'xrule'), ([(21498, 11, 7956), (7426, 2, 30), (21498, 2, 30)], -3.5517998, 'xrule'), ([(25242, 2, 30), (7426, 2, 30), (25242, 11, 7956)], -4.2243004, 'xrule'), ([(21498, 11, 7956), (21498, 2, 31), (7426, 2, 31)], -4.7876997, 'xrule')]"
11,"[2.4936326, 3.3780472]",2.93584,2.9549463,1.0,"(7655, 11, 7956)",3,"[1, 1]","[([(7655, 3, 39)], 0.6849976034773293, 21587.664853186405), ([(7655, 2, 31), (25559, 11, 7956), (25559, 2, 31)], 0.44979954, 'xrule'), ([(16511, 11, 7956), (16511, 3, 39), (7655, 3, 39)], 0.15549946, 'xrule'), ([(22481, 3, 10), (22481, 11, 7956), (7655, 3, 10)], 0.107299805, 'xrule'), ([(25559, 3, 10), (25559, 11, 7956), (7655, 3, 10)], -0.81519985, 'xrule'), ([(14940, 11, 7956), (14940, 3, 10), (7655, 3, 10)], -1.2143002, 'xrule'), ([(8826, 3, 10), (8826, 11, 7956), (7655, 3, 10)], -1.3249998, 'xrule'), ([(7655, 2, 31), (16511, 11, 7956), (16511, 2, 31)], -1.3661003, 'xrule'), ([(19983, 11, 7956), (19983, 3, 10), (7655, 3, 10)], -1.5165005, 'xrule'), ([(16511, 11, 7956), (16511, 3, 10), (7655, 3, 10)], -1.6265001, 'xrule'), ([(10373, 11, 7956), (10373, 3, 10), (7655, 3, 10)], -2.7925997, 'xrule')]"
1,"[2.4709544, 2.5180907]",2.4945226,5.424654,4.0,"(5770, 8, 7410)",3,"[3, 5]","[([(5770, 1, 65)], 1.252882061680525, 162.77779835109803)]"
1,"[2.9657903, 3.0669584]",3.0163743,3.9476411,1.0,"(6504, 10, 7830)",5,"[1, 1]","[([(6504, 3, 111), (6504, 3, 6511)], -0.10032554433737166, 6.474939620230782)]"
11,"[2.2598062, 2.5540109]",2.4069085,5.3959875,1.0,"(6492, 8, 7393)",5,"[1, 1]","[([(10833, 3, 40), (10833, 8, 7393), (6492, 3, 40)], 1.6278, 'xrule'), ([(10833, 3, 78), (10833, 8, 7393), (6492, 3, 78)], 0.9705, 'xrule'), ([(10833, 2, 68), (6492, 2, 68), (10833, 8, 7393)], 0.84030056, 'xrule'), ([(6492, 3, 2706)], 0.11806492049595196, 9.529481981491722), ([(14846, 8, 7393), (14846, 3, 78), (6492, 3, 78)], -0.3217001, 'xrule'), ([(23889, 3, 78), (23889, 8, 7393), (6492, 3, 78)], -1.3470001, 'xrule'), ([(23889, 2, 68), (6492, 2, 68), (23889, 8, 7393)], -1.7567997, 'xrule'), ([(25131, 8, 7393), (25131, 3, 40), (6492, 3, 40)], -1.8900995, 'xrule'), ([(23889, 3, 40), (23889, 8, 7393), (6492, 3, 40)], -2.4694996, 'xrule'), ([(25131, 2, 30), (25131, 8, 7393), (6492, 2, 30)], -3.4968996, 'xrule'), ([(14846, 8, 7393), (6492, 2, 68), (14846, 2, 68)], -4.415, 'xrule')]"
12,"[2.4404974, 3.4024014]",2.9214494,2.6421046,1.0,"(6383, 11, 7956)",2,"[1, 1]","[([(6383, 3, 78), (13441, 11, 7956), (13441, 3, 78)], 1.3898001, 'xrule'), ([(6383, 3, 10), (13441, 3, 10), (13441, 11, 7956)], 1.2783003, 'xrule'), ([(8476, 11, 7956), (8476, 3, 733), (6383, 3, 733)], 1.1220007, 'xrule'), ([(6383, 3, 2539)], 0.8821402079061753, 18330.70726551836), ([(11145, 11, 7956), (6383, 3, 39), (11145, 3, 39)], 0.8361006, 'xrule'), ([(11145, 11, 7956), (6383, 3, 748), (11145, 3, 748)], -0.024499893, 'xrule'), ([(9020, 11, 7956), (6383, 3, 39), (9020, 3, 39)], -0.65180016, 'xrule'), ([(11145, 3, 6), (11145, 11, 7956), (6383, 3, 6)], -0.89900017, 'xrule'), ([(6383, 3, 39), (13441, 3, 39), (13441, 11, 7956)], -1.3814993, 'xrule'), ([(6383, 3, 6), (13012, 3, 6), (13012, 11, 7956)], -1.4081001, 'xrule'), ([(6383, 3, 39), (8476, 3, 39), (8476, 11, 7956)], -2.1159, 'xrule'), ([(6383, 3, 39), (13012, 3, 39), (13012, 11, 7956)], -2.5538998, 'xrule')]"
11,"[2.8559766, 2.8642545]",2.8601155,5.885943,2.5,"(5558, 8, 7410)",4,"[1, 4]","[([(13505, 8, 7410), (5558, 3, 10), (13505, 3, 10)], -0.032299995, 'xrule'), ([(25680, 3, 10), (5558, 3, 10), (25680, 8, 7410)], -0.15229988, 'xrule'), ([(5558, 3, 5561), (5558, 3, 630), (5558, 3, 40)], -0.4260997353817358, 24.39505805230953), ([(25680, 3, 220), (25680, 8, 7410), (5558, 3, 220)], -0.45219994, 'xrule'), ([(9221, 8, 7410), (5558, 3, 10), (9221, 3, 10)], -0.50619984, 'xrule'), ([(14554, 3, 479), (14554, 8, 7410), (5558, 3, 479)], -1.0328999, 'xrule'), ([(23922, 8, 7410), (5558, 3, 10), (23922, 3, 10)], -1.1925001, 'xrule'), ([(21297, 3, 220), (21297, 8, 7410), (5558, 3, 220)], -1.5994005, 'xrule'), ([(14554, 8, 7410), (5558, 3, 10), (14554, 3, 10)], -1.8429003, 'xrule'), ([(25680, 3, 479), (25680, 8, 7410), (5558, 3, 479)], -2.8978004, 'xrule'), ([(13505, 3, 220), (13505, 8, 7410), (5558, 3, 220)], -3.5419998, 'xrule')]"
1,"[4.503847, 3.3388562]",3.9213517,2.6512852,1.0,"(7628, 12, 8676)",3,"[1, 1]","[([(7628, 8, 7408)], 0.0649185580923719, 11963.516223932053)]"
11,"[2.9537845, 3.0580113]",3.005898,3.9084363,1.0,"(6205, 10, 7830)",5,"[1, 1]","[([(8704, 10, 7830), (8704, 2, 30), (6205, 2, 30)], 2.9680004, 'xrule'), ([(14544, 2, 30), (14544, 10, 7830), (6205, 2, 30)], 2.9119997, 'xrule'), ([(8704, 10, 7830), (6205, 3, 9), (8704, 3, 9)], 2.717, 'xrule'), ([(6205, 2, 709)], 1.9717074373259804, 162.87779438054184), ([(9426, 2, 30), (9426, 10, 7830), (6205, 2, 30)], 1.9278002, 'xrule'), ([(6205, 2, 709), (14544, 2, 709), (14544, 10, 7830)], 1.6576004, 'xrule'), ([(6205, 3, 9), (14544, 3, 9), (14544, 10, 7830)], 1.6412001, 'xrule'), ([(23848, 2, 30), (6205, 2, 30), (23848, 10, 7830)], 1.2203999, 'xrule'), ([(9426, 3, 9), (9426, 10, 7830), (6205, 3, 9)], 1.1391001, 'xrule'), ([(6205, 3, 9), (23848, 10, 7830), (23848, 3, 9)], 0.16870022, 'xrule'), ([(19941, 10, 7830), (6205, 2, 30), (19941, 2, 30)], -0.23659992, 'xrule')]"
8,"[2.3485835, 2.554556]",2.4515696,4.1836443,3.5,"(7201, 8, 7410)",2,"[2, 5]","[([(7201, 3, 3975)], -0.4016522944918927, 45.40091541319423), ([(7922, 3, 7), (7201, 3, 7), (7922, 8, 7410)], -1.1698008, 'xrule'), ([(23950, 8, 7410), (23950, 3, 7), (7201, 3, 7)], -2.1532001, 'xrule'), ([(7201, 3, 7), (24786, 8, 7410), (24786, 3, 7)], -2.3722, 'xrule'), ([(7201, 3, 4), (24472, 8, 7410), (24472, 3, 4)], -2.4872007, 'xrule'), ([(18504, 8, 7410), (18504, 3, 7), (7201, 3, 7)], -2.6687002, 'xrule'), ([(24472, 8, 7410), (24472, 3, 7), (7201, 3, 7)], -3.5246, 'xrule'), ([(16852, 3, 7), (7201, 3, 7), (16852, 8, 7410)], -3.573, 'xrule')]"
4,"[2.6085052, 3.7503738]",3.1794395,3.7838056,1.5,"(4952, 11, 7869)",3,"[1, 2]","[([(13631, 3, 75), (4952, 3, 75), (13631, 11, 7869)], 1.0051003, 'xrule'), ([(12158, 3, 75), (4952, 3, 75), (12158, 11, 7869)], 0.3345995, 'xrule'), ([(4952, 3, 4958)], -0.18243499538451377, 9.454517319423267), ([(4952, 3, 75), (9970, 11, 7869), (9970, 3, 75)], -0.45149994, 'xrule')]"
