new_score,new_ranks,prediction,facts,new_scores,exp_length,original_rank,exp,new_rank,original_score
6.5206585,[1],"(6566, 9, 7758)","[([(15334, 9, 7758), (6566, 3, 489), (15334, 3, 489)], 0.57040024, 'xrule'), ([(15334, 9, 7758), (6566, 2, 486), (15334, 2, 486)], 0.57019997, 'xrule'), ([(15334, 9, 7758), (6566, 3, 1687), (15334, 3, 1687)], 0.5272999, 'xrule'), ([(6566, 3, 1679), (15334, 3, 1679), (15334, 9, 7758)], 0.50790024, 'xrule'), ([(15334, 9, 7758), (6566, 2, 30), (15334, 2, 30)], 0.4345007, 'xrule'), ({(6566, 2, 486)}, 0.18531231146219232, 'baseline'), ({(6566, 3, 489)}, 0.1728725836588636, 'baseline'), ({(6566, 3, 1687)}, 0.16473011228623854, 'baseline'), ({(6566, 3, 1679)}, 0.11848072251394003, 'baseline'), ({(6566, 3, 75)}, 0.09395126538520351, 'baseline'), ({(6566, 3, 6)}, 0.08481029703406212, 'baseline'), ({(6566, 4, 924)}, 0.07303051184957757, 'baseline'), ({(6566, 3, 277)}, 0.06859306522819843, 'baseline'), ({(6566, 3, 40)}, 0.058261911362576545, 'baseline'), ({(6566, 2, 6567)}, 0.05482296175961908, 'baseline')]",[6.5206585],11,1,"[(6566, 3, 1679), (6566, 2, 30), (6566, 2, 486), (15334, 9, 7758), (6566, 3, 489), (15334, 3, 1679), (6566, 3, 1687), (15334, 3, 489), (15334, 3, 1687), (15334, 2, 30), (15334, 2, 486)]",1.0,8.5208435
6.523318,[1],"(6619, 11, 6729)","[([(6619, 3, 40), (20090, 3, 40), (20090, 11, 6729)], 0.15810013, 'xrule'), ([(6619, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.14930058, 'xrule'), ([(6619, 3, 40), (15932, 11, 6729), (15932, 3, 40)], 0.14799976, 'xrule'), ([(6619, 3, 40), (11498, 11, 6729), (11498, 3, 40)], 0.14599991, 'xrule'), ([(6619, 3, 40), (13582, 11, 6729), (13582, 3, 40)], 0.14070034, 'xrule'), ({(6619, 3, 816)}, 0.07784561347524792, 'baseline'), ({(6619, 3, 149)}, 0.07239155004319389, 'baseline'), ({(6619, 3, 148)}, 0.0637150211133787, 'baseline'), ({(6619, 3, 1872)}, 0.060433427780787, 'baseline'), ({(6619, 2, 812)}, 0.04724888032561097, 'baseline'), ({(6619, 2, 1166)}, 0.04623893924297523, 'baseline'), ({(6619, 2, 172)}, 0.03740600775411397, 'baseline'), ({(6619, 2, 31)}, 0.03602699465179746, 'baseline'), ({(6619, 3, 1876)}, 0.03441623872508444, 'baseline'), ({(6619, 2, 1165)}, 0.025244752806887552, 'baseline')]",[6.523318],11,1,"[(15932, 3, 40), (11498, 11, 6729), (20090, 3, 40), (20090, 11, 6729), (13582, 3, 40), (11498, 3, 40), (24840, 3, 40), (13582, 11, 6729), (6619, 3, 40), (15932, 11, 6729), (24840, 11, 6729)]",1.0,7.5059404
4.8909454,[3],"(5781, 11, 6729)","[([(24384, 1, 65), (24384, 11, 6729), (5781, 1, 65)], 0.29769993, 'xrule'), ([(23181, 11, 6729), (23181, 1, 65), (5781, 1, 65)], 0.29050064, 'xrule'), ([(10280, 11, 6729), (10280, 1, 65), (5781, 1, 65)], 0.28639984, 'xrule'), ([(10240, 11, 6729), (10240, 1, 65), (5781, 1, 65)], 0.28390026, 'xrule'), ([(23837, 1, 65), (23837, 11, 6729), (5781, 1, 65)], 0.28200054, 'xrule'), ({(5781, 1, 65)}, 0.2022772239594382, 'baseline'), ({(5781, 3, 2977)}, 0.12910083972958736, 'baseline'), ({(5781, 3, 772)}, 0.11601928909893937, 'baseline'), ({(5781, 2, 2975)}, 0.10331014827241058, 'baseline'), ({(5781, 2, 1166)}, 0.08990101051826427, 'baseline'), ({(5781, 3, 1126)}, 0.07391313744450702, 'baseline'), ({(5781, 2, 172)}, 0.07344392968744898, 'baseline'), ({(5781, 2, 3278)}, 0.04348615831578424, 'baseline'), ({(5781, 3, 3516)}, 0.00754980273096848, 'baseline'), ({(5781, 3, 5783)}, -0.01978345684547487, 'baseline')]",[4.8909454],11,2,"[(24384, 1, 65), (10240, 1, 65), (10240, 11, 6729), (10280, 11, 6729), (23837, 11, 6729), (24384, 11, 6729), (5781, 1, 65), (23837, 1, 65), (23181, 11, 6729), (10280, 1, 65), (23181, 1, 65)]",3.0,5.655415
6.5741444,[1],"(6976, 11, 7992)","[({(6976, 3, 476)}, 0.13298515520546, 'baseline'), ({(6976, 3, 9)}, 0.11321644026460241, 'baseline'), ({(6976, 3, 10)}, 0.10366634564667185, 'baseline'), ({(6976, 3, 369)}, 0.0781345768062009, 'baseline'), ({(6976, 3, 6)}, 0.051059762918024415, 'baseline'), ({(6976, 3, 40)}, 0.048402826278395775, 'baseline'), ({(6976, 3, 220)}, 0.04810337251647501, 'baseline'), ({(6976, 2, 68)}, 0.043708841287781165, 'baseline'), ({(6976, 2, 31)}, 0.02810482213260438, 'baseline'), ({(6976, 3, 6978)}, -0.0008687572986786935, 'baseline'), ([(18666, 11, 7992), (6976, 3, 40), (18666, 3, 40)], -0.5274, 'xrule'), ([(6976, 3, 39), (18666, 11, 7992), (18666, 3, 39)], -0.59030056, 'xrule'), ([(23909, 3, 78), (6976, 3, 78), (23909, 11, 7992)], -0.6646004, 'xrule'), ([(11633, 11, 7992), (11633, 3, 9), (6976, 3, 9)], -0.7165003, 'xrule'), ([(18666, 3, 9), (18666, 11, 7992), (6976, 3, 9)], -0.7230005, 'xrule')]",[6.5741444],14,3,"[(6976, 3, 10), (14094, 11, 7992), (25411, 3, 9), (20133, 3, 476), (20133, 11, 7992), (6976, 3, 369), (6976, 3, 9), (14094, 3, 369), (6976, 3, 6), (25766, 3, 6), (25411, 11, 7992), (25411, 3, 10), (6976, 3, 476), (25766, 11, 7992)]",1.0,5.79963
5.304407,[4],"(5834, 11, 6729)","[([(5834, 3, 40), (21072, 11, 6729), (21072, 3, 40)], 0.17350006, 'xrule'), ([(25489, 11, 6729), (5834, 3, 40), (25489, 3, 40)], 0.1697998, 'xrule'), ([(5834, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.16559982, 'xrule'), ([(5834, 3, 40), (21771, 11, 6729), (21771, 3, 40)], 0.15509987, 'xrule'), ([(5834, 3, 40), (18953, 11, 6729), (18953, 3, 40)], 0.15390015, 'xrule'), ({(5834, 3, 40)}, 0.07900242041124449, 'baseline'), ({(5834, 2, 789)}, 0.07518343165642388, 'baseline'), ({(5834, 3, 294)}, 0.06147197911714782, 'baseline'), ({(5834, 3, 39)}, 0.050041238743329546, 'baseline'), ({(5834, 2, 1166)}, 0.04996160695348037, 'baseline'), ({(5834, 2, 172)}, 0.04464916418232532, 'baseline'), ({(5834, 1, 1034)}, 0.044643442138122484, 'baseline'), ({(5834, 3, 1177)}, 0.03653625677370522, 'baseline'), ({(5834, 3, 46)}, 0.028093377994039048, 'baseline'), ({(5834, 3, 695)}, 0.023703615130133134, 'baseline')]",[5.304407],11,2,"[(5834, 3, 40), (18953, 11, 6729), (25489, 3, 40), (18953, 3, 40), (24840, 3, 40), (21072, 3, 40), (25489, 11, 6729), (21771, 11, 6729), (21771, 3, 40), (24840, 11, 6729), (21072, 11, 6729)]",4.0,6.3059583
4.766486,[9],"(5133, 9, 10166)","[([(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166)], 1.2229004, 'xrule'), ([(5133, 2, 5135), (10165, 9, 10166), (10165, 2, 5135)], 1.2030005, 'xrule'), ([(10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194)], 1.1710005, 'xrule'), ([(10165, 3, 5138), (5133, 3, 5138), (10165, 9, 10166)], 1.1550002, 'xrule'), ([(10165, 9, 10166), (5133, 3, 3744), (10165, 3, 3744)], 1.1502004, 'xrule'), ({(5133, 3, 4194)}, 0.18845895987731337, 'baseline'), ({(5133, 3, 4866)}, 0.17328504776160927, 'baseline'), ({(5133, 2, 5135)}, 0.16764024950135706, 'baseline'), ({(5133, 3, 5138)}, 0.12428621490542964, 'baseline'), ({(5133, 3, 3744)}, 0.12196497164398687, 'baseline'), ({(5133, 3, 5150)}, 0.09735159115729222, 'baseline'), ({(5133, 3, 5151)}, 0.09406046106142008, 'baseline'), ({(5133, 5, 5134)}, 0.08703426555436795, 'baseline'), ({(5133, 3, 5146)}, 0.06673769188759206, 'baseline'), ({(5133, 3, 5143)}, 0.056770364748661616, 'baseline')]",[4.766486],11,1,"[(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194), (5133, 3, 3744), (10165, 3, 3744), (5133, 2, 5135), (10165, 3, 5138), (5133, 3, 5138), (10165, 2, 5135)]",9.0,6.655379
6.0155153,[1],"(5907, 9, 6144)","[([(22756, 3, 177), (22756, 9, 6144), (5907, 3, 177)], 0.3139, 'xrule'), ([(5907, 2, 709), (22756, 9, 6144), (22756, 2, 709)], 0.30999947, 'xrule'), ([(16113, 9, 6144), (16113, 3, 177), (5907, 3, 177)], 0.29940033, 'xrule'), ([(22756, 4, 66), (22756, 9, 6144), (5907, 4, 66)], 0.2986002, 'xrule'), ([(25531, 9, 6144), (25531, 3, 177), (5907, 3, 177)], 0.29850006, 'xrule'), ({(5907, 2, 709)}, 0.232239763726226, 'baseline'), ({(5907, 3, 177)}, 0.2225189614192925, 'baseline'), ({(5907, 2, 171)}, 0.19952396618341645, 'baseline'), ({(5907, 3, 75)}, 0.19345859750054653, 'baseline'), ({(5907, 4, 66)}, 0.18200210792130025, 'baseline'), ({(5907, 3, 712)}, 0.1611967489464067, 'baseline'), ({(5907, 3, 710)}, 0.14285663811962132, 'baseline'), ({(5907, 2, 30)}, 0.12654022418192473, 'baseline'), ({(5907, 2, 31)}, 0.12480167590348792, 'baseline'), ({(5907, 2, 1538)}, -0.03599735074320631, 'baseline')]",[6.0155153],11,2,"[(25531, 9, 6144), (22756, 4, 66), (22756, 9, 6144), (5907, 4, 66), (25531, 3, 177), (5907, 2, 709), (22756, 3, 177), (22756, 2, 709), (5907, 3, 177), (16113, 9, 6144), (16113, 3, 177)]",1.0,6.9573603
6.6185846,[1],"(6504, 11, 7992)","[({(6504, 3, 9)}, 0.11081937988917999, 'baseline'), ({(6504, 3, 10)}, 0.10270361140696153, 'baseline'), ([(21887, 11, 7992), (21887, 3, 6), (6504, 3, 6)], 0.083999634, 'xrule'), ({(6504, 3, 6)}, 0.07503465844477245, 'baseline'), ({(6504, 1, 65)}, 0.053709070164812474, 'baseline'), ({(6504, 2, 68)}, 0.049560586895629505, 'baseline'), ({(6504, 2, 69)}, 0.03954796026783019, 'baseline'), ({(6504, 3, 74)}, 0.03705505555565687, 'baseline'), ({(6504, 3, 3863)}, 0.036779443681356834, 'baseline'), ({(6504, 3, 111)}, 0.03211883731378982, 'baseline'), ({(6504, 3, 7)}, 0.03079227631964796, 'baseline'), ([(8641, 1, 65), (8641, 11, 7992), (6504, 1, 65)], -0.017399788, 'xrule'), ([(21887, 11, 7992), (6504, 1, 65), (21887, 1, 65)], -0.14939976, 'xrule'), ([(6504, 3, 7), (21887, 3, 7), (21887, 11, 7992)], -0.18260002, 'xrule'), ([(21887, 3, 111), (6504, 3, 111), (21887, 11, 7992)], -0.28520012, 'xrule')]",[6.6185846],13,1,"[(25411, 3, 9), (13418, 11, 7992), (13418, 1, 65), (25766, 3, 6), (25766, 11, 7992), (6504, 1, 65), (21887, 11, 7992), (25411, 11, 7992), (6504, 3, 10), (25411, 3, 10), (21887, 3, 6), (6504, 3, 9), (6504, 3, 6)]",1.0,6.168879
5.9779873,[2],"(5411, 11, 8097)","[([(11465, 11, 8097), (5411, 1, 65), (11465, 1, 65)], 0.18529987, 'xrule'), ([(23819, 11, 8097), (5411, 3, 40), (23819, 3, 40)], 0.18420029, 'xrule'), ([(11465, 3, 40), (5411, 3, 40), (11465, 11, 8097)], 0.17399979, 'xrule'), ([(11465, 3, 192), (5411, 3, 192), (11465, 11, 8097)], 0.17300034, 'xrule'), ([(19452, 11, 8097), (19452, 1, 65), (5411, 1, 65)], 0.16880035, 'xrule'), ({(5411, 3, 2257)}, 0.15697292537085875, 'baseline'), ({(5411, 1, 65)}, 0.11779312330274033, 'baseline'), ({(5411, 3, 192)}, 0.10961631970438315, 'baseline'), ({(5411, 3, 3189)}, 0.10249809460789092, 'baseline'), ({(5411, 3, 5422)}, 0.08527664375544197, 'baseline'), ({(5411, 3, 40)}, 0.07928184699423957, 'baseline'), ({(5411, 3, 149)}, 0.05235199163350117, 'baseline'), ({(5411, 2, 4759)}, 0.05125145148726824, 'baseline'), ({(5411, 2, 31)}, 0.031060258841219435, 'baseline')]",[5.9779873],11,1,"[(11465, 3, 40), (5411, 3, 40), (19452, 1, 65), (11465, 1, 65), (23819, 11, 8097), (11465, 11, 8097), (19452, 11, 8097), (5411, 1, 65), (23819, 3, 40), (11465, 3, 192), (5411, 3, 192)]",2.0,7.0618706
7.0650153,[1],"(6766, 11, 7992)","[([(6766, 2, 2082), (14173, 2, 2082), (14173, 11, 7992)], 1.1702003, 'xrule'), ([(20818, 11, 7992), (20818, 3, 369), (6766, 3, 369)], 0.9232006, 'xrule'), ([(6766, 2, 2083), (14173, 11, 7992), (14173, 2, 2083)], 0.8149004, 'xrule'), ([(6766, 4, 66), (14173, 4, 66), (14173, 11, 7992)], 0.7567997, 'xrule'), ([(14173, 3, 75), (14173, 11, 7992), (6766, 3, 75)], 0.7467003, 'xrule'), ({(6766, 4, 66)}, 0.09938816267496946, 'baseline'), ({(6766, 3, 78)}, 0.07110218238294672, 'baseline'), ({(6766, 3, 10)}, 0.05397991366759632, 'baseline'), ({(6766, 3, 56)}, 0.04069809147853431, 'baseline'), ({(6766, 2, 30)}, 0.03807071869792723, 'baseline'), ({(6766, 1, 65)}, 0.03794483369616033, 'baseline'), ({(6766, 3, 479)}, 0.036769906974243295, 'baseline'), ({(6766, 3, 7)}, 0.035886804567866706, 'baseline'), ({(6766, 5, 6767)}, 0.02693752474646604, 'baseline'), ({(6766, 3, 220)}, 0.021293680137098023, 'baseline')]",[7.0650153],12,1,"[(20818, 3, 369), (14173, 2, 2083), (6766, 4, 66), (14173, 4, 66), (6766, 3, 369), (6766, 3, 75), (6766, 2, 2083), (14173, 2, 2082), (14173, 3, 75), (6766, 2, 2082), (14173, 11, 7992), (20818, 11, 7992)]",1.0,6.3387327
8.653902,[1],"(7392, 9, 7790)","[([(7392, 3, 100), (17937, 9, 7790), (17937, 3, 100)], 0.10809994, 'xrule'), ([(17937, 9, 7790), (17937, 2, 27), (7392, 2, 27)], 0.10730076, 'xrule'), ({(7392, 2, 29)}, 0.1068010731434329, 'baseline'), ([(22881, 9, 7790), (7392, 3, 2561), (22881, 3, 2561)], 0.09980011, 'xrule'), ([(7392, 3, 100), (22881, 9, 7790), (22881, 3, 100)], 0.099300385, 'xrule'), ([(22881, 9, 7790), (22881, 2, 27), (7392, 2, 27)], 0.0982008, 'xrule'), ({(7392, 3, 33)}, 0.08787540630152388, 'baseline'), ({(7392, 1, 2467)}, 0.05618671607148651, 'baseline'), ({(7392, 3, 479)}, 0.055269281370932725, 'baseline'), ({(7392, 3, 40)}, 0.043772737460665394, 'baseline'), ({(7392, 3, 220)}, 0.03402618595729755, 'baseline'), ({(7392, 3, 3075)}, 0.03267196840628228, 'baseline'), ({(7392, 3, 2550)}, 0.023005525569039433, 'baseline'), ({(7392, 2, 30)}, 0.019280473635353224, 'baseline'), ({(7392, 3, 9)}, 0.019183198883206798, 'baseline')]",[8.653902],12,1,"[(22881, 3, 2561), (24118, 9, 7790), (22881, 9, 7790), (7392, 3, 100), (7392, 2, 29), (24118, 2, 29), (17937, 3, 100), (22881, 3, 100), (17937, 9, 7790), (7392, 3, 2561), (17937, 2, 27), (7392, 2, 27)]",1.0,9.634243
6.152236,[1],"(7281, 11, 7992)","[([(7281, 3, 75), (24092, 11, 7992), (24092, 3, 75)], 0.6342001, 'xrule'), ([(24092, 11, 7992), (7281, 3, 706), (24092, 3, 706)], 0.5180998, 'xrule'), ([(23971, 11, 7992), (7281, 3, 1878), (23971, 3, 1878)], 0.50129986, 'xrule'), ([(9011, 11, 7992), (9011, 3, 6), (7281, 3, 6)], 0.44309998, 'xrule'), ([(7281, 3, 74), (24092, 11, 7992), (24092, 3, 74)], 0.39369965, 'xrule'), ({(7281, 3, 40)}, 0.09135536388290111, 'baseline'), ({(7281, 3, 279)}, 0.0781541271432427, 'baseline'), ({(7281, 2, 69)}, 0.071929018040869, 'baseline'), ({(7281, 2, 31)}, 0.07168201638374641, 'baseline'), ({(7281, 2, 30)}, 0.05944542119884087, 'baseline'), ({(7281, 3, 75)}, 0.05344490242064121, 'baseline'), ({(7281, 3, 6)}, 0.0527263087885447, 'baseline'), ({(7281, 3, 716)}, 0.04857258033339184, 'baseline'), ({(7281, 3, 74)}, 0.03529171175436679, 'baseline'), ({(7281, 3, 706)}, 0.03254274553624785, 'baseline')]",[6.152236],13,1,"[(7281, 3, 75), (24092, 11, 7992), (23971, 11, 7992), (7281, 3, 1878), (9011, 3, 6), (7281, 3, 74), (24092, 3, 75), (7281, 3, 6), (24092, 3, 74), (7281, 3, 706), (9011, 11, 7992), (23971, 3, 1878), (24092, 3, 706)]",1.0,6.138865
8.306847,[1],"(6083, 9, 8418)","[([(12131, 9, 8418), (12131, 3, 73), (6083, 3, 73)], 0.18090057, 'xrule'), ([(24123, 3, 73), (6083, 3, 73), (24123, 9, 8418)], 0.17689991, 'xrule'), ([(6083, 3, 73), (17908, 9, 8418), (17908, 3, 73)], 0.17129993, 'xrule'), ([(24123, 9, 8418), (6083, 3, 218), (24123, 3, 218)], 0.16940022, 'xrule'), ([(12131, 9, 8418), (6083, 3, 218), (12131, 3, 218)], 0.16900063, 'xrule'), ({(6083, 2, 69)}, 0.14656357017145782, 'baseline'), ({(6083, 3, 74)}, 0.13282303061082956, 'baseline'), ({(6083, 3, 10)}, 0.06935600468931814, 'baseline'), ({(6083, 4, 66)}, 0.06122116279633734, 'baseline'), ({(6083, 3, 220)}, 0.05912498660783116, 'baseline'), ({(6083, 3, 40)}, 0.05269722172448357, 'baseline'), ({(6083, 3, 1630)}, 0.05011085699652926, 'baseline'), ({(6083, 3, 3329)}, 0.04061607548042686, 'baseline'), ({(6083, 3, 651)}, 0.03144554326839065, 'baseline'), ({(6083, 2, 68)}, 0.02383426851152963, 'baseline')]",[8.306847],10,1,"[(6083, 3, 73), (24123, 9, 8418), (17908, 9, 8418), (24123, 3, 73), (24123, 3, 218), (12131, 9, 8418), (12131, 3, 218), (12131, 3, 73), (6083, 3, 218), (17908, 3, 73)]",1.0,8.809921
6.0454245,[3],"(7080, 9, 6144)","[([(7080, 1, 1054), (24223, 9, 6144), (24223, 1, 1054)], 0.23460007, 'xrule'), ([(25079, 9, 6144), (25079, 1, 1054), (7080, 1, 1054)], 0.22700024, 'xrule'), ([(7080, 1, 1054), (20943, 9, 6144), (20943, 1, 1054)], 0.2258997, 'xrule'), ([(22396, 9, 6144), (22396, 3, 460), (7080, 3, 460)], 0.22490025, 'xrule'), ([(7080, 1, 1054), (20037, 1, 1054), (20037, 9, 6144)], 0.22169971, 'xrule'), ({(7080, 1, 1054)}, 0.17372564529470302, 'baseline'), ({(7080, 3, 460)}, 0.15782217236347193, 'baseline'), ({(7080, 3, 519)}, 0.15520195217391422, 'baseline'), ({(7080, 3, 10)}, 0.0890837116252003, 'baseline'), ({(7080, 3, 39)}, 0.08195594977141996, 'baseline'), ({(7080, 2, 30)}, 0.07823185159827843, 'baseline'), ({(7080, 2, 31)}, 0.07319931221561722, 'baseline'), ({(7080, 3, 1264)}, 0.05880455208017809, 'baseline'), ({(7080, 3, 1255)}, 0.04444221684717132, 'baseline'), ({(7080, 3, 1061)}, 0.039797822917629046, 'baseline')]",[6.0454245],12,1,"[(22396, 3, 460), (24223, 9, 6144), (7080, 1, 1054), (7080, 3, 460), (25079, 1, 1054), (20037, 1, 1054), (25079, 9, 6144), (20037, 9, 6144), (20943, 1, 1054), (24223, 1, 1054), (22396, 9, 6144), (20943, 9, 6144)]",3.0,6.4506083
5.6101165,[2],"(4777, 9, 6144)","[([(20123, 3, 40), (20123, 9, 6144), (4777, 3, 40)], 0.30239964, 'xrule'), ([(4777, 2, 709), (20123, 9, 6144), (20123, 2, 709)], 0.28189945, 'xrule'), ([(12443, 3, 40), (4777, 3, 40), (12443, 9, 6144)], 0.27649975, 'xrule'), ([(4777, 3, 40), (22936, 3, 40), (22936, 9, 6144)], 0.2685995, 'xrule'), ([(4777, 1, 1054), (20123, 9, 6144), (20123, 1, 1054)], 0.25799942, 'xrule'), ({(4777, 3, 40)}, 0.1726608679602735, 'baseline'), ({(4777, 3, 519)}, 0.15547661038695215, 'baseline'), ({(4777, 1, 1054)}, 0.13519291128396954, 'baseline'), ({(4777, 2, 31)}, 0.10839847761075071, 'baseline'), ({(4777, 4, 169)}, 0.10348419386440345, 'baseline'), ({(4777, 3, 1255)}, 0.05170540043286483, 'baseline'), ({(4777, 3, 1264)}, 0.03986458010627871, 'baseline'), ({(4777, 3, 346)}, 0.028970758396293178, 'baseline'), ({(4777, 3, 2912)}, 0.028373758290144803, 'baseline'), ({(4777, 3, 1995)}, 0.027979890803286455, 'baseline')]",[5.6101165],11,1,"[(12443, 9, 6144), (20123, 1, 1054), (4777, 3, 40), (22936, 3, 40), (4777, 2, 709), (12443, 3, 40), (20123, 2, 709), (20123, 3, 40), (4777, 1, 1054), (20123, 9, 6144), (22936, 9, 6144)]",2.0,7.26068
7.0936728,[1],"(7407, 11, 7869)","[([(25356, 11, 7869), (7407, 3, 6), (25356, 3, 6)], 0.5482998, 'xrule'), ([(7407, 3, 40), (22305, 11, 7869), (22305, 3, 40)], 0.408, 'xrule'), ([(7407, 3, 39), (25610, 3, 39), (25610, 11, 7869)], 0.2788, 'xrule'), ([(13017, 11, 7869), (13017, 3, 40), (7407, 3, 40)], 0.2606001, 'xrule'), ([(7407, 3, 220), (13538, 11, 7869), (13538, 3, 220)], 0.24539948, 'xrule'), ({(7407, 3, 6)}, 0.07150749399175266, 'baseline'), ({(7407, 3, 40)}, 0.0684566898458992, 'baseline'), ({(7407, 3, 39)}, 0.05992321201468084, 'baseline'), ({(7407, 3, 220)}, 0.05188945957709885, 'baseline'), ({(7407, 3, 504)}, 0.048667947758317835, 'baseline'), ({(7407, 3, 10)}, 0.04844955634822183, 'baseline'), ({(7407, 3, 1061)}, 0.03937248417995375, 'baseline'), ({(7407, 2, 68)}, 0.03744033999823946, 'baseline'), ({(7407, 8, 7410)}, 0.03181080053501952, 'baseline'), ({(7407, 3, 891)}, 0.005274812650778197, 'baseline')]",[7.0936728],14,1,"[(7407, 3, 6), (25610, 3, 39), (22305, 11, 7869), (13017, 3, 40), (13017, 11, 7869), (25610, 11, 7869), (13538, 11, 7869), (25356, 11, 7869), (7407, 3, 40), (25356, 3, 6), (7407, 3, 220), (13538, 3, 220), (22305, 3, 40), (7407, 3, 39)]",1.0,7.057395
7.8524466,[1],"(6300, 9, 8151)","[([(22756, 9, 8151), (22756, 3, 177), (6300, 3, 177)], 0.19320011, 'xrule'), ([(25531, 9, 8151), (6300, 3, 177), (25531, 3, 177)], 0.1902008, 'xrule'), ({(6300, 3, 715)}, 0.18764309152211686, 'baseline'), ([(22756, 3, 715), (6300, 3, 715), (22756, 9, 8151)], 0.18410015, 'xrule'), ([(12878, 9, 8151), (12878, 3, 177), (6300, 3, 177)], 0.17660046, 'xrule'), ([(16033, 9, 8151), (16033, 3, 177), (6300, 3, 177)], 0.1753006, 'xrule'), ({(6300, 3, 892)}, 0.14535907951089846, 'baseline'), ({(6300, 2, 171)}, 0.14100650995065833, 'baseline'), ({(6300, 1, 168)}, 0.09060959056542991, 'baseline'), ({(6300, 3, 40)}, 0.08099846079623114, 'baseline'), ({(6300, 3, 460)}, 0.07599453164793797, 'baseline'), ({(6300, 3, 41)}, 0.06985859107523278, 'baseline'), ({(6300, 2, 30)}, 0.036649743990506925, 'baseline'), ({(6300, 3, 10)}, 0.03349117464800303, 'baseline'), ({(6300, 3, 7)}, 0.03344730562814654, 'baseline')]",[7.8524466],11,2,"[(6300, 3, 715), (22756, 3, 715), (12878, 3, 177), (25531, 3, 177), (9619, 3, 715), (12878, 9, 8151), (22756, 3, 177), (25531, 9, 8151), (6300, 3, 177), (9619, 9, 8151), (22756, 9, 8151)]",1.0,8.371053
5.3988686,[2],"(7125, 11, 7869)","[([(10914, 11, 7869), (10914, 3, 40), (7125, 3, 40)], 0.8422003, 'xrule'), ([(7125, 3, 39), (11352, 11, 7869), (11352, 3, 39)], 0.71140003, 'xrule'), ([(17218, 3, 40), (17218, 11, 7869), (7125, 3, 40)], 0.7077999, 'xrule'), ([(23597, 3, 40), (23597, 11, 7869), (7125, 3, 40)], 0.6293001, 'xrule'), ([(23512, 3, 39), (23512, 11, 7869), (7125, 3, 39)], 0.6128006, 'xrule'), ({(7125, 3, 40)}, 0.11378149230696939, 'baseline'), ({(7125, 3, 39)}, 0.09394554330450618, 'baseline'), ({(7125, 3, 219)}, 0.08105949591027171, 'baseline'), ({(7125, 3, 220)}, 0.07402042579223593, 'baseline'), ({(7125, 2, 172)}, 0.06735233495610263, 'baseline'), ({(7125, 3, 10)}, 0.06032756995609521, 'baseline'), ({(7125, 2, 31)}, 0.05493644901951238, 'baseline'), ({(7125, 4, 66)}, 0.05370334812754131, 'baseline'), ({(7125, 2, 68)}, 0.03974918550582324, 'baseline'), ({(7125, 3, 9)}, 0.03284458348279728, 'baseline')]",[5.3988686],12,2,"[(7125, 3, 39), (23512, 3, 39), (23512, 11, 7869), (23597, 11, 7869), (17218, 3, 40), (10914, 11, 7869), (10914, 3, 40), (7125, 3, 40), (11352, 3, 39), (23597, 3, 40), (11352, 11, 7869), (17218, 11, 7869)]",2.0,5.6012373
7.225564,[1],"(4978, 11, 90)","[([(4978, 3, 94), (17301, 3, 94), (17301, 11, 90)], 0.28849983, 'xrule'), ([(4978, 3, 94), (22154, 3, 94), (22154, 11, 90)], 0.28240013, 'xrule'), ([(4978, 4, 924), (23793, 11, 90), (23793, 4, 924)], 0.15929985, 'xrule'), ([(17922, 3, 40), (17922, 11, 90), (4978, 3, 40)], 0.12049961, 'xrule'), ([(14038, 3, 40), (4978, 3, 40), (14038, 11, 90)], 0.119799614, 'xrule'), ({(4978, 3, 93)}, 0.08431629371768862, 'baseline'), ({(4978, 3, 94)}, 0.07479957769532612, 'baseline'), ({(4978, 1, 264)}, 0.06980423166342285, 'baseline'), ({(4978, 4, 924)}, 0.06677154729570847, 'baseline'), ({(4978, 3, 6)}, 0.06039814184048145, 'baseline'), ({(4978, 3, 92)}, 0.058753053624017774, 'baseline'), ({(4978, 3, 40)}, 0.0552912158653104, 'baseline'), ({(4978, 3, 41)}, 0.04381469916199584, 'baseline'), ({(4978, 3, 870)}, 0.025286714478852473, 'baseline'), ({(4978, 3, 91)}, 0.01760582153026074, 'baseline')]",[7.225564],13,1,"[(17922, 11, 90), (17301, 3, 94), (23793, 11, 90), (4978, 3, 40), (22154, 11, 90), (4978, 3, 94), (14038, 3, 40), (17922, 3, 40), (14038, 11, 90), (23793, 4, 924), (17301, 11, 90), (22154, 3, 94), (4978, 4, 924)]",1.0,7.456912
