new_ranks,prediction,exp,original_score,exp_length,new_score,facts,new_rank,new_scores,original_rank
[2],"(1501, 10, 11145)","[(371, 10, 11145), (11145, 210, 3202), (6820, 210, 3202), (5437, 30, 1501), (1501, 10, 6946), (1501, 7, 4698), (371, 7, 4698), (1501, 10, 6820), (371, 7, 5437), (6946, 210, 3202), (11145, 103, 9068), (1501, 7, 9068)]",0.9204357266426086,12,0.6444964408874512,"[({(1501, 7, 9068)}, -8.4330603894803, 'baseline'), ({(5437, 30, 1501)}, -8.741737897131483, 'baseline'), ({(1501, 7, 4698)}, -8.779381271634316, 'baseline'), ({(1501, 10, 6946)}, -8.838027035456586, 'baseline'), ({(1501, 10, 6820)}, -9.15433984800206, 'baseline'), ({(647, 19, 1501)}, -9.180033746504076, 'baseline'), ({(1501, 7, 4572)}, -9.194598591581785, 'baseline'), ({(1501, 7, 3247)}, -9.381858988171388, 'baseline'), ({(1501, 7, 88)}, -9.556978599771563, 'baseline'), ({(1501, 7, 8488)}, -9.577420751214873, 'baseline')]",2.0,[0.6444964408874512],1
[1],"(3715, 17, 862)","[(11763, 17, 862), (3715, 17, 1730), (3715, 17, 393), (12068, 17, 862), (8878, 19, 2820), (1834, 42, 12068), (13236, 17, 1730), (8878, 17, 862), (7327, 17, 862), (13236, 17, 862), (3715, 19, 2820), (3715, 41, 1834), (3715, 19, 721), (11763, 17, 393), (721, 47, 7327)]",0.931495726108551,15,0.83940589427948,"[({(3715, 19, 721)}, -8.547031979007686, 'baseline'), ({(3715, 19, 2820)}, -8.916082711761577, 'baseline'), ({(3715, 41, 1834)}, -9.016340624917849, 'baseline'), ({(3715, 17, 393)}, -9.051573499967624, 'baseline'), ({(3715, 17, 1730)}, -9.192839570364097, 'baseline'), ({(3715, 17, 818)}, -10.03267288555919, 'baseline'), ({(3715, 6, 9696)}, -10.76468220723122, 'baseline'), ({(3715, 8, 6257)}, -11.10047782821398, 'baseline'), ({(3715, 6, 10739)}, -11.599104646382298, 'baseline'), ({(3715, 66, 1124)}, -12.17290435459686, 'baseline')]",1.0,[0.83940589427948],1
[1],"(2051, 85, 434)","[(434, 161, 32), (1841, 19, 435), (2051, 8, 4688), (2077, 76, 2051), (2051, 48, 32), (3732, 85, 434), (9812, 85, 434), (3732, 175, 2051), (2077, 76, 9812), (1841, 85, 434), (2051, 19, 435), (4688, 85, 434)]",0.9756770730018616,12,0.979640543460846,"[({(2051, 8, 4688)}, -10.590696742515195, 'baseline'), ({(2051, 19, 435)}, -10.60201899578847, 'baseline'), ({(2077, 76, 2051)}, -10.782827113299202, 'baseline'), ({(2051, 48, 32)}, -10.80901722917663, 'baseline'), ({(3732, 175, 2051)}, -10.92784689021923, 'baseline'), ({(950, 20, 2051)}, -10.934509974561074, 'baseline'), ({(2051, 175, 4688)}, -10.987711688324996, 'baseline'), ({(5600, 20, 2051)}, -11.414259005863718, 'baseline'), ({(2051, 175, 3732)}, -12.018746054133187, 'baseline'), ({(2051, 85, 1665)}, -12.239009221647907, 'baseline')]",1.0,[0.979640543460846],1
[1],"(11844, 61, 2940)","[(10003, 61, 2940), (4709, 89, 6182), (3181, 89, 11844), (5459, 101, 3835), (3181, 89, 9706), (11844, 101, 3835), (4709, 89, 11844), (1566, 89, 10003), (5459, 61, 2940), (1566, 89, 11844), (9706, 61, 2940), (484, 89, 8785), (484, 89, 11844), (6182, 61, 2940), (8785, 61, 2940)]",0.5944116115570068,15,0.518914520740509,"[({(484, 89, 11844)}, -7.370721761109316, 'baseline'), ({(3181, 89, 11844)}, -7.450219151247523, 'baseline'), ({(4709, 89, 11844)}, -8.068061512562776, 'baseline'), ({(1566, 89, 11844)}, -8.205986805053696, 'baseline'), ({(11844, 101, 3835)}, -8.339203898270002, 'baseline'), ({(706, 89, 11844)}, -8.620960846773007, 'baseline'), ({(2578, 68, 11844)}, -8.750357854132782, 'baseline'), ({(11844, 124, 3103)}, -9.16084354469858, 'baseline'), ({(11844, 61, 521)}, -9.308208070634334, 'baseline'), ({(11844, 124, 1749)}, -9.52503445509111, 'baseline')]",1.0,[0.518914520740509],1
[1],"(10860, 154, 5054)","[(10860, 205, 3955), (382, 87, 10860), (9536, 205, 3955), (382, 154, 5054), (10860, 62, 3955), (9536, 154, 5054), (382, 15, 10860), (10860, 135, 382)]",0.8733823895454407,8,0.9286842346191406,"[({(10860, 135, 382)}, -8.22918997598, 'baseline'), ({(10860, 205, 3955)}, -8.257993363298828, 'baseline'), ({(382, 87, 10860)}, -8.479627260834539, 'baseline'), ({(10860, 62, 3955)}, -8.501986171569667, 'baseline'), ({(382, 15, 10860)}, -9.060771601015519, 'baseline'), ({(3955, 15, 10860)}, -9.667401854425231, 'baseline'), ({(10860, 25, 62)}, -12.474027415355254, 'baseline')]",1.0,[0.9286842346191406],1
[2],"(1685, 17, 60)","[(3797, 17, 60), (5868, 8, 1685), (3797, 8, 1685), (792, 17, 60), (1685, 3, 792), (5868, 17, 60), (1685, 3, 1775), (1685, 8, 3797), (1775, 17, 60)]",0.9143084287643433,9,0.9490928053855896,"[({(1685, 3, 1775)}, -8.329518474391264, 'baseline'), ({(3797, 8, 1685)}, -8.762094847701999, 'baseline'), ({(1685, 8, 3797)}, -8.992563652850933, 'baseline'), ({(1685, 3, 792)}, -9.179455541168453, 'baseline'), ({(5868, 8, 1685)}, -9.459836347431116, 'baseline'), ({(1685, 8, 5868)}, -9.735580975736246, 'baseline'), ({(1685, 77, 3142)}, -9.863352570976376, 'baseline'), ({(5868, 45, 1685)}, -9.959450290173928, 'baseline'), ({(1685, 119, 3245)}, -10.123126295743297, 'baseline'), ({(792, 3, 1685)}, -10.186339831396813, 'baseline')]",2.0,[0.9490928053855896],1
[1],"(3794, 23, 57)","[(1394, 23, 57), (3420, 23, 57), (834, 23, 57), (236, 44, 57), (1179, 13, 3794), (374, 13, 3794), (236, 37, 3794), (374, 13, 3420), (3794, 58, 834), (834, 58, 3794), (1179, 13, 1394)]",0.9237578511238098,11,0.9468852281570435,"[({(1179, 13, 3794)}, -9.066434588484379, 'baseline'), ({(3794, 58, 834)}, -9.157162347485968, 'baseline'), ({(834, 58, 3794)}, -9.207593482204528, 'baseline'), ({(374, 13, 3794)}, -9.261330203012612, 'baseline'), ({(236, 37, 3794)}, -9.312160565811725, 'baseline'), ({(3794, 58, 1302)}, -9.525851396240649, 'baseline'), ({(3794, 58, 1340)}, -9.755945991376276, 'baseline'), ({(3794, 58, 2978)}, -9.881847574700489, 'baseline'), ({(6157, 58, 3794)}, -9.974695827251042, 'baseline'), ({(3794, 58, 2734)}, -10.003264285831357, 'baseline')]",1.0,[0.9468852281570435],1
[1],"(1567, 167, 1768)","[(1567, 16, 32), (1850, 167, 1768), (11745, 167, 1768), (9756, 217, 4081), (1567, 124, 2956), (1567, 217, 4081), (1567, 143, 3408), (11431, 167, 1768), (13373, 167, 1768), (11431, 61, 8351), (11745, 143, 3408), (9756, 167, 1768), (13373, 16, 32), (1567, 61, 8351), (1850, 124, 2956)]",0.9941210150718689,15,0.9778023958206177,"[({(1567, 124, 2956)}, -12.370488013755823, 'baseline'), ({(1567, 16, 32)}, -12.443334870496983, 'baseline'), ({(1567, 61, 8351)}, -12.538391884367126, 'baseline'), ({(1567, 143, 3408)}, -12.74029103133764, 'baseline'), ({(1567, 217, 4081)}, -12.781818655854712, 'baseline'), ({(1567, 101, 782)}, -13.583051227842155, 'baseline'), ({(1567, 108, 90)}, -13.583051227842155, 'baseline'), ({(1567, 208, 90)}, -13.682300855564852, 'baseline'), ({(1567, 166, 90)}, -13.852511481795528, 'baseline'), ({(1567, 128, 90)}, -13.916358505065805, 'baseline')]",1.0,[0.9778023958206177],1
[1],"(6412, 48, 32)","[(3324, 71, 6412), (13109, 48, 32), (13109, 17, 871), (13109, 17, 215), (6412, 17, 871), (6412, 21, 2698), (3652, 48, 32), (3324, 151, 32), (6412, 17, 215), (6412, 21, 3652), (2698, 48, 32)]",0.9531452059745789,11,0.917269766330719,"[({(6412, 17, 871)}, -9.471378780746337, 'baseline'), ({(3324, 71, 6412)}, -9.783584650508843, 'baseline'), ({(6412, 17, 215)}, -10.284319699444566, 'baseline'), ({(6412, 21, 3652)}, -10.446894730444228, 'baseline'), ({(6412, 21, 2698)}, -10.694897012447251, 'baseline'), ({(6412, 21, 4285)}, -10.945010743333327, 'baseline'), ({(6412, 21, 6413)}, -10.985510793076905, 'baseline'), ({(6639, 22, 6412)}, -11.136638822732156, 'baseline'), ({(6412, 66, 95)}, -11.14743687544003, 'baseline'), ({(6412, 21, 9819)}, -11.498737345149317, 'baseline')]",1.0,[0.917269766330719],1
[1],"(13805, 17, 862)","[(14338, 17, 862), (13805, 24, 2015), (13977, 17, 862), (13805, 48, 1928), (13805, 85, 434), (10702, 17, 862), (14338, 48, 2015), (13977, 48, 1928), (10702, 85, 434)]",0.6916261315345764,9,0.6898946762084961,"[({(13805, 48, 1928)}, 9.327012931033662, 'baseline'), ({(13805, 24, 2015)}, 8.589010700134809, 'baseline'), ({(13805, 85, 434)}, -11.790017498338024, 'baseline')]",1.0,[0.6898946762084961],1
[1],"(5914, 137, 9633)","[(6008, 137, 12585), (5914, 137, 10426), (5100, 137, 1074), (9208, 137, 9913), (6008, 137, 9633), (5100, 137, 5757), (5914, 137, 12585), (5100, 137, 9633), (5914, 137, 5757), (9208, 137, 9633), (5914, 137, 1074), (5914, 137, 9913), (5100, 137, 10426)]",0.987588107585907,13,0.9637133479118347,"[({(5914, 137, 12585)}, -12.505691894951612, 'baseline'), ({(5914, 137, 10426)}, -13.020088072059417, 'baseline'), ({(5914, 137, 1074)}, -13.075400137690623, 'baseline'), ({(5914, 137, 5757)}, -13.228756327743566, 'baseline'), ({(5914, 137, 9913)}, -13.297352161298376, 'baseline'), ({(5914, 137, 9337)}, -13.450510876228183, 'baseline'), ({(5914, 137, 5064)}, -13.492768770630098, 'baseline'), ({(5914, 137, 2954)}, -13.492768770630098, 'baseline'), ({(5914, 137, 1804)}, -13.631445238627586, 'baseline'), ({(5914, 137, 5101)}, -13.79249739556116, 'baseline')]",1.0,[0.9637133479118347],1
[1],"(14357, 25, 62)","[(14357, 52, 1374), (1374, 20, 7884), (7884, 25, 62)]",0.9901472926139832,3,0.9864062666893005,"[({(14357, 52, 1374)}, -11.813891280021464, 'baseline')]",1.0,[0.9864062666893005],1
