exp,original_score,new_ranks,exp_length,new_rank,new_score,prediction,original_rank,facts,new_scores
"[(999, 47, 3487), (7481, 8, 7535), (4828, 17, 818), (7535, 100, 160), (2575, 17, 215), (7481, 17, 215), (2575, 100, 160), (7535, 17, 818), (3487, 17, 215), (3487, 19, 999), (2575, 17, 818), (7535, 19, 999), (4828, 17, 215)]",0.8892365097999573,[1],13,1.0,0.7920668125152588,"(7535, 17, 215)",1,"[([(3487, 19, 999), (999, 47, 3487), (7535, 19, 999), (3487, 17, 215)], 0.027200043, 'xrule'), ([(2575, 17, 215), (2575, 17, 818), (7535, 17, 818)], 0.014100015, 'xrule'), ([(2575, 17, 215), (7535, 100, 160), (2575, 100, 160)], 0.012600005, 'xrule'), ({(7481, 8, 7535)}, -0.0026059644961243886, 'baseline'), ([(4828, 17, 215), (7535, 17, 818), (4828, 17, 818)], -0.012199998, 'xrule'), ({(5076, 27, 7535)}, -0.0227904963076052, 'baseline'), ({(2984, 47, 7535)}, -0.027525280642914627, 'baseline'), ({(7535, 24, 12372)}, -0.04636809700948751, 'baseline'), ([(3487, 17, 818), (7535, 17, 818), (3487, 17, 215)], -0.05219996, 'xrule'), ({(7535, 19, 1017)}, -0.06227742602247092, 'baseline'), ({(4584, 8, 7535)}, -0.10079458814843864, 'baseline'), ({(7535, 19, 1127)}, -0.1018112645768069, 'baseline'), ({(8083, 47, 7535)}, -0.12551588273961772, 'baseline'), ({(7535, 19, 2116)}, -0.1360734597104216, 'baseline'), ({(5125, 47, 7535)}, -0.27453045941748383, 'baseline')]",[0.7920668125152588]
"[(8285, 21, 10982), (361, 8, 8285), (361, 17, 862), (10982, 17, 862), (5181, 8, 8285), (1352, 8, 8285), (2228, 8, 8285), (1352, 17, 862), (2228, 17, 862), (5181, 17, 862)]",0.9222087264060974,[1],10,1.0,0.9242265224456787,"(8285, 17, 862)",1,"[({(1352, 8, 8285)}, 0.5201143453715926, 'baseline'), ({(2228, 8, 8285)}, 0.468014491120793, 'baseline'), ({(5181, 8, 8285)}, 0.43497074860039026, 'baseline'), ({(8285, 21, 10982)}, 0.3882106957786124, 'baseline'), ({(361, 8, 8285)}, 0.3875785289127706, 'baseline'), ({(360, 8, 8285)}, 0.3213698678545234, 'baseline'), ({(8285, 8, 266)}, 0.31462563205014754, 'baseline'), ([(361, 17, 862), (8285, 8, 1039), (1039, 8, 361), (1039, 8, 8285), (361, 8, 1039)], 0.2484, 'xrule'), ([(2788, 8, 361), (361, 17, 862), (2788, 8, 8285), (361, 8, 2788)], 0.2024, 'xrule'), ({(1878, 21, 8285)}, 0.16281030630149482, 'baseline'), ({(8285, 8, 1353)}, 0.15816758126122898, 'baseline'), ([(8285, 48, 1124), (3532, 17, 862), (3532, 48, 1124)], 0.1532, 'xrule'), ([(4027, 17, 862), (8285, 48, 1124), (4027, 48, 1124)], 0.14379999, 'xrule'), ({(8285, 8, 8955)}, 0.14143619982250932, 'baseline'), ([(267, 8, 8285), (361, 17, 862), (267, 8, 361), (8285, 8, 267), (361, 8, 267)], 0.0835, 'xrule')]",[0.9242265224456787]
"[(4412, 38, 2970), (4412, 43, 141), (13205, 17, 393), (6350, 19, 3179), (13205, 43, 141), (6350, 19, 112), (808, 19, 882), (882, 47, 6350), (6350, 17, 393), (12240, 43, 141), (12240, 19, 3179), (13720, 19, 112), (13720, 43, 141), (808, 43, 141), (2970, 84, 6350)]",0.9883594512939453,[1],15,1.0,0.9960894584655762,"(6350, 43, 141)",1,"[({(6350, 17, 393)}, 0.5154854486082306, 'baseline'), ({(6350, 19, 3179)}, 0.4491936388691008, 'baseline'), ({(2970, 84, 6350)}, 0.33845816197635564, 'baseline'), ({(6350, 19, 112)}, 0.3129379562882161, 'baseline'), ({(882, 47, 6350)}, 0.2293581771821998, 'baseline'), ({(6350, 66, 4764)}, 0.22487459657589323, 'baseline'), ({(6350, 38, 2970)}, 0.20503423680012708, 'baseline'), ({(2970, 12, 6350)}, 0.1597549125913847, 'baseline'), ({(6350, 19, 1654)}, 0.14438055005890588, 'baseline'), ({(5563, 84, 6350)}, 0.10499570802132072, 'baseline'), ([(6402, 43, 141), (6402, 19, 467), (6350, 19, 467)], 0.0011, 'xrule'), ([(6402, 43, 141), (2467, 47, 6350), (6350, 19, 2467), (6402, 19, 2467)], -0.0016999999, 'xrule'), ([(820, 19, 3179), (6350, 19, 3179), (820, 43, 141)], -0.0027, 'xrule'), ([(820, 19, 1654), (1654, 47, 820), (6350, 19, 1654), (820, 43, 141)], -0.0027, 'xrule'), ([(11590, 43, 141), (11590, 19, 467), (6350, 19, 467)], -0.0041999994, 'xrule')]",[0.9960894584655762]
"[(3105, 25, 62), (3105, 17, 1002), (8298, 17, 1002), (6183, 17, 2424), (6183, 25, 62), (8298, 17, 2424), (11406, 25, 62), (1756, 42, 6183), (11406, 17, 1002), (1756, 42, 8298), (6183, 19, 1198), (11406, 19, 1198)]",0.8010475039482117,[1],12,1.0,0.6684595942497253,"(6183, 17, 1002)",1,"[([(6183, 19, 1198), (11406, 17, 1002), (11406, 19, 1198)], 0.144, 'xrule'), ([(8298, 17, 1002), (1756, 42, 6183), (1756, 42, 8298)], 0.1354, 'xrule'), ([(8298, 17, 2424), (8298, 17, 1002), (6183, 17, 2424)], 0.09899999, 'xrule'), ([(3105, 17, 1002), (6183, 25, 62), (3105, 25, 62)], 0.059699982, 'xrule'), ([(11406, 25, 62), (11406, 17, 1002), (6183, 25, 62)], 0.039599985, 'xrule'), ({(200, 20, 6183)}, 0.02734487777116753, 'baseline'), ({(6183, 17, 2424)}, 0.010177946627981833, 'baseline'), ({(1547, 8, 6183)}, 0.0003906702203753996, 'baseline'), ({(6183, 19, 1198)}, -0.0018766010917378154, 'baseline'), ({(6183, 45, 3490)}, -0.003051416045149632, 'baseline'), ({(5360, 76, 6183)}, -0.007599529877043344, 'baseline'), ({(12517, 20, 6183)}, -0.010248986135019513, 'baseline'), ({(6183, 17, 4456)}, -0.030548159996471504, 'baseline'), ({(985, 42, 6183)}, -0.034490239859648046, 'baseline'), ({(6183, 48, 32)}, -0.03812882774378599, 'baseline'), ({(6183, 19, 1284)}, -0.045828861182003765, 'baseline'), ({(6183, 45, 5293)}, -0.05950973648649045, 'baseline'), ({(2429, 20, 6183)}, -0.06305341887024524, 'baseline'), ({(6183, 3, 1547)}, -0.06900948003896896, 'baseline'), ({(6183, 43, 384)}, -0.07454843541201421, 'baseline'), ({(3490, 45, 6183)}, -0.0930837364234475, 'baseline'), ({(8833, 76, 6183)}, -0.09767366661560759, 'baseline'), ({(6183, 17, 862)}, -0.15494485648579415, 'baseline'), ({(2687, 76, 6183)}, -0.18947501913506565, 'baseline'), ({(479, 42, 6183)}, -0.2299724412106748, 'baseline')]",[0.6684595942497253]
"[(8509, 26, 64), (8377, 26, 342), (12287, 26, 64), (8377, 31, 658), (5802, 26, 342), (2716, 31, 658), (70, 26, 64), (8377, 31, 1313), (8377, 86, 441), (2716, 26, 64), (441, 32, 8509), (12287, 31, 1313), (5802, 26, 64), (70, 26, 342)]",0.9645830988883972,[1],14,1.0,0.9399992823600769,"(8377, 26, 64)",1,"[({(8377, 86, 441)}, 0.17012795367192643, 'baseline'), ({(8377, 31, 658)}, 0.10405897632162711, 'baseline'), ({(8377, 31, 1313)}, 0.05534316133352367, 'baseline'), ([(70, 26, 64), (70, 26, 342), (8377, 26, 342)], 0.036700003, 'xrule'), ([(5802, 26, 64), (5802, 26, 342), (8377, 26, 342)], 0.034900002, 'xrule'), ([(4419, 26, 342), (4419, 26, 64), (8377, 26, 342)], 0.034, 'xrule'), ([(2066, 26, 64), (2066, 26, 342), (8377, 26, 342)], 0.0331, 'xrule'), ([(1892, 26, 64), (1892, 26, 342), (8377, 26, 342)], 0.0317, 'xrule'), ({(8377, 28, 181)}, -0.00246477599969139, 'baseline'), ({(8377, 34, 90)}, -0.004820828396162663, 'baseline'), ({(8377, 11, 23)}, -0.027427752531387566, 'baseline'), ({(8377, 26, 1098)}, -0.046293039818474234, 'baseline'), ({(8377, 106, 1457)}, -0.08719732330333707, 'baseline'), ({(8377, 26, 2948)}, -0.11281358160482943, 'baseline'), ({(8377, 31, 136)}, -0.15498795059021325, 'baseline')]",[0.9399992823600769]
"[(8706, 136, 1147), (5968, 26, 2948), (8706, 26, 1098), (1147, 3, 6810), (6810, 8, 1147), (1147, 159, 1630), (6810, 159, 1630), (5968, 26, 1098), (8706, 86, 410), (5968, 86, 410), (1147, 6, 8706), (5968, 86, 1630), (6810, 3, 1147), (8706, 26, 2948), (1147, 226, 1630), (410, 38, 8706), (410, 32, 5968), (1147, 38, 8706), (1147, 8, 6810)]",0.44494742155075073,[10],19,10.0,0.028857974335551262,"(8706, 86, 1630)",1,"[([(1147, 3, 6810), (6810, 8, 1147), (6810, 3, 1147), (6810, 159, 1630), (8706, 136, 1147), (1147, 38, 8706), (1147, 6, 8706), (1147, 8, 6810)], 0.078400016, 'xrule'), ([(1147, 159, 1630), (1147, 226, 1630), (1147, 38, 8706), (1147, 6, 8706), (8706, 136, 1147)], 0.07820001, 'xrule'), ([(8706, 26, 2948), (5968, 26, 2948), (5968, 86, 1630)], 0.07800001, 'xrule'), ([(8706, 86, 410), (410, 38, 8706), (5968, 86, 1630), (5968, 86, 410), (410, 32, 5968)], 0.077800006, 'xrule'), ([(8706, 26, 1098), (5968, 86, 1630), (5968, 26, 1098)], 0.055100024, 'xrule'), ({(1147, 38, 8706)}, 0.007663805946683059, 'baseline'), ({(8706, 31, 163)}, 0.006476836696575495, 'baseline'), ({(1147, 6, 8706)}, 0.004647980848811492, 'baseline'), ({(2317, 38, 8706)}, 0.004599389590477511, 'baseline'), ({(8706, 28, 32)}, 0.004397870912900682, 'baseline'), ({(8706, 86, 2317)}, 0.003248976036809555, 'baseline'), ({(8706, 26, 2948)}, 0.0020696427025023124, 'baseline'), ({(8923, 6, 8706)}, 0.002031328109715892, 'baseline'), ({(8706, 11, 23)}, 0.00192434104373415, 'baseline'), ({(8706, 86, 410)}, 0.0017476220869176362, 'baseline'), ({(8706, 136, 1147)}, 0.001427638307243939, 'baseline'), ({(8706, 84, 6810)}, 0.00014586742031460557, 'baseline'), ({(4252, 6, 8706)}, -0.0008348701893312339, 'baseline'), ({(2317, 32, 8706)}, -0.0009831945159191162, 'baseline'), ({(8706, 31, 7043)}, -0.003515549062816756, 'baseline'), ({(2250, 2, 8706)}, -0.004002699664368851, 'baseline'), ({(8706, 13, 32)}, -0.005554202077207041, 'baseline'), ({(8706, 106, 592)}, -0.01208495538362512, 'baseline'), ({(1808, 7, 8706)}, -0.015827325225618097, 'baseline'), ({(8706, 31, 147)}, -0.01713395962195283, 'baseline')]",[0.028857974335551262]
"[(2664, 77, 2016), (4567, 25, 62), (8024, 25, 62), (1300, 42, 8024), (2664, 17, 1415), (2664, 41, 1300), (2016, 77, 2664), (212, 42, 4567), (2664, 77, 2053), (2053, 25, 62), (2016, 38, 291), (212, 42, 2664), (291, 25, 62), (2664, 41, 212), (7965, 17, 1415), (7965, 25, 62)]",0.9936367273330688,[1],16,1.0,0.9929112792015076,"(2664, 25, 62)",1,"[([(291, 25, 62), (2664, 77, 2016), (2016, 38, 291), (2016, 77, 2664)], 0.09019998, 'xrule'), ([(1300, 42, 8024), (2664, 41, 1300), (8024, 25, 62)], 0.08429998, 'xrule'), ([(2664, 17, 1415), (7965, 17, 1415), (7965, 25, 62)], 0.0422, 'xrule'), ([(2664, 41, 212), (4567, 25, 62), (212, 42, 2664), (212, 42, 4567)], 0.03669998, 'xrule'), ({(2664, 77, 2053)}, 0.01915047595487038, 'baseline'), ({(6196, 76, 2664)}, 0.009463111835450283, 'baseline'), ({(2664, 77, 4127)}, 0.008502881001815843, 'baseline'), ({(10036, 20, 2664)}, 0.0066355867009884354, 'baseline'), ({(8458, 8, 2664)}, 0.005608300604816931, 'baseline'), ({(7620, 8, 2664)}, 0.0032667321562623707, 'baseline'), ({(2016, 77, 2664)}, 0.0022659105511041513, 'baseline'), ({(1285, 27, 2664)}, 0.0018049282727851841, 'baseline'), ({(2664, 8, 7620)}, 0.0002697510192444634, 'baseline'), ({(2379, 8, 2664)}, -0.00024946504432367183, 'baseline'), ([(2664, 41, 212), (212, 42, 8024), (212, 42, 2664), (8024, 25, 62)], -0.021699995, 'xrule')]",[0.9929112792015076]
"[(4295, 32, 1888), (744, 38, 1888), (2272, 70, 32), (9910, 86, 4295), (475, 32, 12358), (4826, 14, 2272), (4826, 26, 1098), (1888, 26, 1098), (12358, 14, 2272), (744, 48, 32), (475, 32, 1888), (9910, 14, 2272), (1888, 28, 32)]",0.154959037899971,[1],13,1.0,0.06818564236164093,"(1888, 14, 2272)",1,"[({(744, 38, 1888)}, 0.0495726605818879, 'baseline'), ({(1888, 28, 32)}, 0.03615235440240195, 'baseline'), ({(475, 32, 1888)}, 0.017769365542825533, 'baseline'), ({(4295, 32, 1888)}, 0.01466637382097432, 'baseline'), ([(4826, 26, 1098), (1888, 26, 1098), (4826, 14, 2272)], -0.006699994, 'xrule'), ({(1888, 25, 62)}, -0.008711804658547302, 'baseline'), ({(1888, 13, 32)}, -0.013574761396392434, 'baseline'), ({(10205, 6, 1888)}, -0.02017445588180402, 'baseline'), ([(4826, 30, 285), (285, 7, 1888), (4826, 14, 2272), (285, 7, 4826)], -0.0233, 'xrule'), ([(5335, 26, 1098), (1888, 26, 1098), (5335, 14, 2272)], -0.033099994, 'xrule'), ({(1888, 11, 23)}, -0.03554037679883664, 'baseline'), ({(1888, 109, 1887)}, -0.036252220217162394, 'baseline'), ({(744, 6, 1888)}, -0.039913808009715564, 'baseline'), ([(403, 14, 2272), (1888, 26, 1098), (2272, 2, 403), (403, 26, 1098)], -0.0467, 'xrule'), ({(145, 6, 1888)}, -0.04831346590296744, 'baseline'), ({(9844, 6, 1888)}, -0.056848299701686325, 'baseline'), ({(8010, 6, 1888)}, -0.057752785299192075, 'baseline'), ({(1888, 14, 5334)}, -0.10518376243358113, 'baseline'), ({(1126, 7, 1888)}, -0.11429525622176595, 'baseline'), ({(1888, 31, 8186)}, -0.12527750888710798, 'baseline'), ({(642, 38, 1888)}, -0.13806315215466483, 'baseline'), ({(642, 6, 1888)}, -0.15675466207605726, 'baseline'), ({(1533, 38, 1888)}, -0.19227366584595718, 'baseline'), ({(8159, 6, 1888)}, -0.1997187925628027, 'baseline')]",[0.06818564236164093]
"[(10130, 131, 7322), (10130, 131, 1928), (10130, 131, 478), (11519, 131, 1928), (274, 152, 181), (181, 152, 6129), (10839, 88, 7322), (478, 152, 181), (10130, 131, 274), (11519, 131, 181), (10130, 88, 6129), (10839, 131, 181)]",0.8042064309120178,[8],12,8.0,0.07208235561847687,"(10130, 131, 181)",1,"[({(10130, 131, 274)}, 0.31215758247881176, 'baseline'), ({(10130, 131, 1928)}, 0.24903718721096305, 'baseline'), ({(10130, 131, 7322)}, 0.22774879214591737, 'baseline'), ({(10130, 88, 6129)}, 0.16419021343566237, 'baseline'), ({(10130, 131, 478)}, 0.15792886468970532, 'baseline'), ([(10130, 131, 1928), (181, 219, 90), (181, 139, 90), (1928, 206, 90), (181, 234, 90), (1928, 234, 90), (1928, 219, 90), (181, 206, 90)], 0.10459995, 'xrule'), ([(181, 219, 90), (181, 139, 90), (181, 234, 90), (637, 206, 90), (10130, 131, 637), (637, 234, 90), (637, 219, 90), (181, 206, 90)], 0.052599967, 'xrule'), ({(10130, 88, 2895)}, 0.03702072332482829, 'baseline'), ([(2881, 29, 274), (10130, 131, 274), (2881, 29, 181)], 0.032899976, 'xrule'), ([(10130, 131, 637), (637, 69, 4904), (181, 69, 4904)], 0.028400004, 'xrule'), ([(181, 219, 90), (181, 139, 90), (181, 234, 90), (274, 234, 90), (10130, 131, 274), (274, 219, 90), (274, 139, 90), (181, 206, 90)], 0.006199956, 'xrule'), ({(10130, 88, 13006)}, -0.025512655291256455, 'baseline'), ({(10130, 131, 5464)}, -0.03349926048174855, 'baseline'), ({(10130, 131, 6129)}, -0.051428516410722616, 'baseline'), ({(10130, 131, 2895)}, -0.05998482273987834, 'baseline'), ({(10130, 131, 637)}, -0.15253295451880328, 'baseline'), ({(10130, 163, 13572)}, -0.19829549324176984, 'baseline')]",[0.07208235561847687]
"[(1598, 26, 1098), (6087, 26, 1936), (9986, 26, 990), (906, 26, 1098), (2101, 26, 1098), (9986, 26, 1098), (6087, 26, 990), (3124, 26, 1098), (906, 26, 990), (1598, 26, 990), (3124, 26, 1936), (2101, 26, 990)]",0.9066410064697266,[1],12,1.0,0.8657957315444946,"(6087, 26, 1098)",1,"[([(9986, 26, 1098), (6087, 26, 990), (9986, 26, 990)], 0.093599975, 'xrule'), ([(3124, 26, 1936), (3124, 26, 1098), (6087, 26, 1936)], 0.09219998, 'xrule'), ([(906, 26, 1098), (6087, 26, 990), (906, 26, 990)], 0.08100003, 'xrule'), ([(6087, 26, 990), (2101, 26, 990), (2101, 26, 1098)], 0.07029998, 'xrule'), ([(1598, 26, 990), (6087, 26, 990), (1598, 26, 1098)], 0.06580001, 'xrule'), ({(6087, 11, 23)}, -0.016166572503914043, 'baseline'), ({(6087, 84, 85)}, -0.024077181728257024, 'baseline'), ({(6087, 31, 657)}, -0.09324790999658361, 'baseline'), ({(6087, 26, 1960)}, -0.10138275191875039, 'baseline'), ({(6087, 26, 342)}, -0.11102927187697596, 'baseline'), ({(6087, 86, 742)}, -0.13436553335111456, 'baseline'), ({(5678, 59, 6087)}, -0.22733547214294483, 'baseline'), ({(9612, 6, 6087)}, -0.23248674389828572, 'baseline'), ({(3646, 7, 6087)}, -0.2888821252847735, 'baseline'), ({(6087, 31, 8186)}, -0.2927116343127757, 'baseline')]",[0.8657957315444946]
"[(3381, 52, 7528), (2028, 20, 9824), (831, 20, 3995), (1742, 138, 5659), (3381, 20, 3995), (10650, 52, 7528), (10650, 52, 2028), (2028, 52, 831), (2028, 20, 11344), (3381, 20, 5659), (7528, 20, 9824), (2028, 20, 1742), (7528, 20, 11344)]",0.8979125618934631,[1],13,1.0,0.6891484260559082,"(3381, 52, 2028)",1,"[([(3381, 52, 7528), (10650, 52, 7528), (10650, 52, 2028)], 0.0034999999, 'xrule'), ([(3381, 52, 7528), (7528, 20, 9824), (2028, 20, 9824)], 0.0016000001, 'xrule'), ([(2028, 20, 11344), (3381, 52, 7528), (7528, 20, 11344)], 0.0014, 'xrule'), ([(2028, 20, 1742), (1742, 138, 5659), (3381, 20, 5659)], 0.00020000013, 'xrule'), ({(3381, 20, 3995)}, 0.00011917769426908877, 'baseline'), ({(3381, 52, 831)}, 6.819453528293484e-05, 'baseline'), ([(2028, 20, 1742), (3381, 20, 1742)], 0.0, 'xrule'), ({(3381, 20, 10454)}, -5.791492326603547e-05, 'baseline'), ({(3381, 20, 1742)}, -7.588164914976468e-05, 'baseline'), ({(3381, 20, 5948)}, -0.00014419910786234638, 'baseline'), ({(3381, 20, 2872)}, -0.0001684726921423653, 'baseline'), ({(3381, 52, 13655)}, -0.00017394526004624726, 'baseline'), ({(3381, 20, 832)}, -0.00017741408741741552, 'baseline'), ({(3381, 20, 355)}, -0.0004013444353933901, 'baseline'), ({(3381, 20, 5659)}, -0.00047233217373093833, 'baseline'), ({(3381, 20, 6596)}, -0.0005298669577001767, 'baseline'), ({(3381, 20, 4955)}, -0.0005430671173689371, 'baseline'), ({(3381, 20, 8275)}, -0.0005585483190779985, 'baseline'), ({(3381, 52, 1374)}, -0.000676940326191549, 'baseline'), ({(3381, 20, 7095)}, -0.0007974186173621598, 'baseline'), ({(3381, 20, 8583)}, -0.0008412725092869798, 'baseline'), ({(3381, 20, 2919)}, -0.0009826815898873464, 'baseline'), ({(3381, 52, 7528)}, -0.0010530462300534504, 'baseline'), ({(6235, 52, 3381)}, -0.00304794662766169, 'baseline'), ({(3381, 20, 4670)}, -0.003203793480335566, 'baseline')]",[0.6891484260559082]
"[(12195, 48, 32), (7806, 24, 592), (724, 66, 592), (10600, 39, 592), (724, 48, 32), (592, 135, 32), (3846, 13, 592), (3846, 13, 32), (10600, 66, 592), (7806, 48, 32), (7806, 66, 592), (10600, 48, 32)]",0.08467242866754532,[2],12,2.0,0.017361130565404892,"(12195, 66, 592)",1,"[({(12195, 48, 32)}, -0.024683971916206138, 'baseline'), ([(12195, 48, 32), (724, 48, 32), (724, 66, 592)], -0.027300008, 'xrule'), ([(3846, 13, 592), (12195, 48, 32), (3846, 13, 32)], -0.0384, 'xrule'), ([(10600, 39, 592), (12195, 48, 32), (10600, 48, 32), (10600, 66, 592)], -0.0436, 'xrule'), ([(7806, 48, 32), (7806, 66, 592), (12195, 48, 32), (7806, 24, 592)], -0.04760001, 'xrule'), ([(949, 48, 32), (949, 66, 592), (12195, 48, 32), (949, 24, 592)], -0.071200006, 'xrule'), ({(12195, 85, 434)}, -0.2784481832907239, 'baseline'), ({(1674, 22, 12195)}, -0.34182383470661515, 'baseline')]",[0.017361130565404892]
"[(579, 27, 889), (128, 8, 889), (1271, 92, 889), (128, 3, 2459), (2565, 19, 7255), (7255, 47, 10530), (358, 27, 889), (2169, 19, 7255), (2459, 19, 7255), (1271, 92, 10530), (889, 8, 2169), (579, 27, 2565), (358, 27, 2565)]",0.8706680536270142,[1],13,1.0,0.5586411356925964,"(889, 19, 7255)",1,"[({(889, 8, 2169)}, 0.11799109269317122, 'baseline'), ({(1271, 92, 889)}, 0.1129775150568027, 'baseline'), ([(358, 27, 889), (358, 27, 2565), (2565, 19, 7255)], 0.100499995, 'xrule'), ([(579, 27, 889), (2565, 19, 7255), (579, 27, 2565)], 0.092999995, 'xrule'), ({(128, 8, 889)}, 0.09214036450615141, 'baseline'), ([(9150, 27, 889), (2565, 19, 7255), (9150, 27, 2565)], 0.07969999, 'xrule'), ([(889, 19, 578), (2565, 19, 7255), (2565, 19, 578)], 0.0795, 'xrule'), ([(889, 19, 578), (4208, 19, 578), (7255, 47, 4208)], 0.0782, 'xrule'), ({(212, 92, 889)}, 0.07812045050772655, 'baseline'), ({(597, 92, 889)}, 0.06167317459562791, 'baseline'), ({(889, 8, 1375)}, 0.05837346894059266, 'baseline'), ({(889, 8, 5274)}, 0.03676423708753027, 'baseline'), ({(889, 8, 3419)}, 0.014444272008035221, 'baseline'), ({(138, 92, 889)}, 0.0048382384317353175, 'baseline'), ({(358, 27, 889)}, -0.0007554041467584408, 'baseline'), ({(579, 27, 889)}, -0.030388285418561596, 'baseline'), ({(5274, 8, 889)}, -0.03567691616362097, 'baseline'), ({(889, 19, 1921)}, -0.08529529439549069, 'baseline'), ({(7906, 20, 889)}, -0.11118373730932442, 'baseline'), ({(3419, 8, 889)}, -0.15115517825555475, 'baseline'), ({(1962, 47, 889)}, -0.1539098366772921, 'baseline'), ({(2169, 8, 889)}, -0.1683092757679649, 'baseline'), ({(2991, 76, 889)}, -0.28837444277557817, 'baseline'), ({(3489, 20, 889)}, -0.3468331282315662, 'baseline'), ({(2799, 47, 889)}, -0.4660394365920917, 'baseline')]",[0.5586411356925964]
"[(13377, 15, 13370), (89, 120, 791), (8820, 120, 791), (822, 120, 791), (13370, 58, 9345), (1116, 120, 791), (13377, 15, 1116), (13897, 120, 791), (13370, 58, 822), (9345, 58, 8820), (32, 87, 13370), (32, 15, 13897), (13370, 154, 2438), (89, 154, 2438)]",0.9951258301734924,[1],14,1.0,0.9894906878471375,"(13370, 120, 791)",1,"[({(13370, 58, 9345)}, 0.43992401384689045, 'baseline'), ({(32, 87, 13370)}, 0.3387231344201284, 'baseline'), ({(13377, 15, 13370)}, 0.31853012371519274, 'baseline'), ({(13370, 154, 2438)}, 0.30254901569493414, 'baseline'), ({(13370, 58, 822)}, 0.2167365061605465, 'baseline'), ({(13370, 33, 90)}, 0.13783703292242405, 'baseline'), ({(3098, 58, 13370)}, -0.027681131885449933, 'baseline'), ([(32, 87, 13370), (7635, 120, 791), (32, 87, 7635)], -0.05759999, 'xrule'), ({(3408, 15, 13370)}, -0.05931921769764746, 'baseline'), ([(32, 87, 13370), (5176, 120, 791), (32, 87, 5176), (32, 15, 5176)], -0.06130001, 'xrule'), ([(32, 87, 13370), (5771, 133, 32), (5771, 120, 791), (32, 15, 5771)], -0.068100005, 'xrule'), ([(32, 87, 13370), (3936, 120, 791), (32, 87, 3936)], -0.0799, 'xrule'), ([(32, 87, 13370), (32, 87, 12905), (12905, 120, 791)], -0.08090001, 'xrule')]",[0.9894906878471375]
"[(4222, 17, 862), (6906, 17, 862), (13977, 43, 384), (8623, 17, 862), (6906, 43, 384), (13236, 43, 384), (8623, 19, 9874), (8623, 48, 1928), (4222, 43, 384), (13236, 19, 9874), (13977, 48, 1928), (9874, 47, 8623)]",0.9801432490348816,[2],12,2.0,0.5298717617988586,"(8623, 43, 384)",1,"[({(8623, 48, 1928)}, 0.0856457157320346, 'baseline'), ({(9874, 47, 8623)}, 0.014236728616786747, 'baseline'), ([(6906, 17, 862), (8623, 17, 862), (6906, 43, 384)], 0.0051000006, 'xrule'), ([(4222, 43, 384), (4222, 17, 862), (8623, 17, 862)], 0.0023999996, 'xrule'), ({(8623, 19, 9874)}, -0.0015540915296219132, 'baseline'), ([(4269, 17, 862), (8623, 17, 862), (4269, 43, 384)], -0.0045000017, 'xrule'), ([(3425, 17, 862), (8623, 17, 862), (3425, 43, 384)], -0.008500002, 'xrule'), ([(4269, 85, 434), (8623, 85, 434), (4269, 43, 384)], -0.009300001, 'xrule'), ({(8623, 85, 434)}, -0.011785645995708853, 'baseline'), ({(8623, 17, 862)}, -0.028435845883688148, 'baseline')]",[0.5298717617988586]
"[(10581, 48, 32), (2458, 48, 32), (535, 77, 2458), (7657, 42, 8279), (2750, 20, 10581), (7657, 42, 535), (535, 119, 4472), (4472, 24, 6650), (2750, 20, 535), (6650, 133, 32), (2458, 192, 535), (8279, 48, 32)]",0.8807279467582703,[1],12,1.0,0.7936125993728638,"(535, 48, 32)",1,"[({(7657, 42, 535)}, 0.2186149167777927, 'baseline'), ({(535, 119, 4472)}, 0.164692978627549, 'baseline'), ({(535, 77, 2458)}, 0.10724435289569022, 'baseline'), ({(2750, 20, 535)}, 0.08627698853460937, 'baseline'), ({(2458, 192, 535)}, 0.08122448158902863, 'baseline'), ({(2458, 123, 535)}, 0.07841734121708213, 'baseline'), ({(4215, 76, 535)}, 0.07298235132523766, 'baseline'), ({(535, 85, 434)}, 0.05412296482278463, 'baseline'), ({(2815, 20, 535)}, 0.041476170516637545, 'baseline'), ({(535, 48, 1080)}, 0.01718113844671181, 'baseline'), ([(1508, 43, 141), (1508, 48, 32), (535, 43, 141)], 0.0036999881, 'xrule'), ([(8267, 43, 141), (8267, 48, 32), (535, 43, 141)], 0.0022999942, 'xrule'), ([(3941, 43, 141), (3941, 48, 32), (535, 43, 141)], -0.018399999, 'xrule'), ([(212, 42, 535), (2911, 48, 32), (2911, 41, 212)], -0.025300011, 'xrule')]",[0.7936125993728638]
